,freq,epsilon_r,epsilon_i
0,75000000000.0,2.170104321773177,0.00523166288974218
1,75025000000.0,2.168705860060383,0.005326001217212174
2,75050000000.0,2.1673631004126164,0.005400526330757821
3,75075000000.0,2.16607583057648,0.005455383983231971
4,75100000000.0,2.164843798106418,0.005490761042102533
5,75125000000.0,2.1636667107157925,0.0055068850019562
6,75150000000.0,2.162544236613633,0.00550402341477423
7,75175000000.0,2.1614760049266013,0.005482483267698153
8,75200000000.0,2.1604616062107995,0.005442610168773248
9,75225000000.0,2.159500592944417,0.005384787592870697
10,75250000000.0,2.1585924801660856,0.005309435913131063
11,75275000000.0,2.157736746072564,0.005217011424973796
12,75300000000.0,2.1569328327310395,0.005108005270188464
13,75325000000.0,2.156180146793913,0.004982942268304386
14,75350000000.0,2.155478060316097,0.004842379694305029
15,75375000000.0,2.1548259115352533,0.004686905977997623
16,75400000000.0,2.1542230057710645,0.00451713932618729
17,75425000000.0,2.153668616297656,0.00433372629249906
18,75450000000.0,2.153161985319021,0.004137340273036017
19,75475000000.0,2.152702324908504,0.003928679957119663
20,75500000000.0,2.1522888180161246,0.0037084677159558523
21,75525000000.0,2.151920619519703,0.0034774479258762115
22,75550000000.0,2.151596857261373,0.003236385265880761
23,75575000000.0,2.151316633125143,0.002986062965645659
24,75600000000.0,2.1510790241709485,0.002727281013652813
25,75625000000.0,2.1508830837025683,0.002460854330470252
26,75650000000.0,2.150727842449672,0.0021876109010064626
27,75675000000.0,2.1506123096934524,0.0019083898900618386
28,75700000000.0,2.150535474434552,0.0016240397721307867
29,75725000000.0,2.1504963065744658,0.0013354163411250836
30,75750000000.0,2.1504937580752306,0.0010433808247968966
31,75775000000.0,2.1505267642001167,0.0007487979436028219
32,75800000000.0,2.1505942446272552,0.00045253392734482753
33,75825000000.0,2.1506951047108003,0.00015545458316221792
34,75850000000.0,2.150839457263014,0.0
35,75875000000.0,2.1510271956968103,0.0
36,75900000000.0,2.151244795868715,0.0
37,75925000000.0,2.151491050400655,0.0
38,75950000000.0,2.151764744349236,0.0
39,75975000000.0,2.1520646565394483,0.0
40,76000000000.0,2.1523895609397274,0.0
41,76025000000.0,2.152738228002054,0.0
42,76050000000.0,2.153109425987324,0.0
43,76075000000.0,2.1535019223270964,0.0
44,76100000000.0,2.153914484913592,0.0
45,76125000000.0,2.154345883441668,0.0
46,76150000000.0,2.15479489071954,0.0
47,76175000000.0,2.15526028396187,0.0
48,76200000000.0,2.1557408460457785,0.0
49,76225000000.0,2.1562353668444647,0.0
50,76250000000.0,2.1567426444452766,0.0
51,76275000000.0,2.1572614864228234,0.0
52,76300000000.0,2.1577907110570838,0.0
53,76325000000.0,2.1583291485780904,0.0
54,76350000000.0,2.158875642343715,0.0
55,76375000000.0,2.1594290500808806,0.0
56,76400000000.0,2.1599882449779826,0.0
57,76425000000.0,2.16055211692879,0.0
58,76450000000.0,2.161119573610085,0.0
59,76475000000.0,2.16168954162096,0.0
60,76500000000.0,2.1622609675571764,0.0
61,76525000000.0,2.162832819123159,0.0
62,76550000000.0,2.1634040861375703,0.0
63,76575000000.0,2.163973781583253,0.0
64,76600000000.0,2.1645409426117337,0.0
65,76625000000.0,2.165104631486746,0.0
66,76650000000.0,2.1656639365413017,0.0
67,76675000000.0,2.1662179730918107,0.0
68,76700000000.0,2.1667658842980373,0.0
69,76725000000.0,2.1673068420363863,0.0
70,76750000000.0,2.1678400476873234,0.0
71,76775000000.0,2.168364732895168,0.0
72,76800000000.0,2.1688801603236807,0.0
73,76825000000.0,2.169385624335707,0.0
74,76850000000.0,2.169880451634997,0.0
75,76875000000.0,2.1703640018678527,0.0
76,76900000000.0,2.1708356681789454,0.0
77,76925000000.0,2.1712948777128607,0.0
78,76950000000.0,2.171741092093612,0.0
79,76975000000.0,2.172173807770031,0.0
80,77000000000.0,2.172592556424028,0.0
81,77025000000.0,2.1729969052253337,0.0
82,77050000000.0,2.1733864570556225,0.0
83,77075000000.0,2.1737608507279083,0.0
84,77100000000.0,2.1741197610403127,0.0
85,77125000000.0,2.1744628988623007,0.0
86,77150000000.0,2.17479001111209,0.0
87,77175000000.0,2.175100880661525,0.0
88,77200000000.0,2.1753953261906225,0.0
89,77225000000.0,2.1756880122185267,0.0001983217521559871
90,77250000000.0,2.1759772479276207,0.0005748317063332312
91,77275000000.0,2.1762501606895666,0.0009585174714333203
92,77300000000.0,2.176506659633504,0.0013487542044871119
93,77325000000.0,2.1767466881224924,0.0017449132935791385
94,77350000000.0,2.1769702233098025,0.0021463641739954287
95,77375000000.0,2.177177275630465,0.0025524761244920305
96,77400000000.0,2.177367888270948,0.002962620067145827
97,77425000000.0,2.177542136514484,0.0033761703175632964
98,77450000000.0,2.1777001270169767,0.003792506363588088
99,77475000000.0,2.1778419970581404,0.004211014546642338
100,77500000000.0,2.177967913655788,0.004631089733314054
101,77525000000.0,2.1780780726549462,0.005052136963020096
102,77550000000.0,2.178172697765973,0.005473573010023435
103,77575000000.0,2.1782520394677736,0.005894827917516064
104,77600000000.0,2.178316373907472,0.006315346451142604
105,77625000000.0,2.1783660017565256,0.0067345895312172855
106,77650000000.0,2.1784012469285603,0.007152035535423937
107,77675000000.0,2.1784224553320803,0.007567181596305492
108,77700000000.0,2.1784299934801443,0.007979544742706441
109,77725000000.0,2.1784242471686843,0.008388663044680573
110,77750000000.0,2.1784056200007287,0.008794096636602517
111,77775000000.0,2.1783745319287435,0.009195428609438271
112,77800000000.0,2.1783314177663757,0.009592265915562566
113,77825000000.0,2.1782767256294013,0.009984240085169157
114,77850000000.0,2.1782109153917286,0.010371007917793877
115,77875000000.0,2.1781344570951333,0.01075225199732177
116,77900000000.0,2.178047829365955,0.011127681237254923
117,77925000000.0,2.1779515177843085,0.011497031168967622
118,77950000000.0,2.177846013285856,0.011860064288086627
119,77975000000.0,2.17773181054929,0.012216570180158032
120,78000000000.0,2.177609406370594,0.012566365601591904
121,78025000000.0,2.177479298075168,0.012909294493079846
122,78050000000.0,2.177341981920128,0.013245227818283094
123,78075000000.0,2.1771979515407898,0.013574063353815741
124,78100000000.0,2.1770476963914858,0.013895725410146541
125,78125000000.0,2.176891700270608,0.014210164388043798
126,78150000000.0,2.1767304398052394,0.01451735632077538
127,78175000000.0,2.1765643830474946,0.014817302285190275
128,78200000000.0,2.1763939880510663,0.015110027705802416
129,78225000000.0,2.176219701593482,0.01539558167122489
130,78250000000.0,2.1760419578014747,0.01567403604757535
