,freq,eps_r_old,epsilon_i,epsilon_r
574,89350000000,2.1481784674,0.0173363378,2.3
575,89375000000,2.1481025361,0.0172448706,2.3
576,89400000000,2.1480281354,0.0171525656,2.3
577,89425000000,2.147955309,0.017059485,2.3
578,89450000000,2.1478840985,0.0169656931,2.3
579,89475000000,2.1478145433,0.0168712566,2.3
580,89500000000,2.1477466805,0.0167762437,2.3
581,89525000000,2.1476805444,0.0166807246,2.3
582,89550000000,2.147616167,0.0165847711,2.3
583,89575000000,2.1475535769,0.0164884564,2.3
584,89600000000,2.1474928003,0.0163918549,2.3
585,89625000000,2.1474338598,0.0162950419,2.3
586,89650000000,2.1473767752,0.0161980937,2.3
587,89675000000,2.1473215627,0.0161010871,2.3
588,89700000000,2.1472682353,0.0160040992,2.3
589,89725000000,2.1472168024,0.0159072076,2.3
590,89750000000,2.1471672701,0.0158104894,2.3
591,89775000000,2.1471196408,0.0157140217,2.3
592,89800000000,2.1470739134,0.0156178809,2.3
593,89825000000,2.1470300832,0.0155221428,2.3
594,89850000000,2.1469881417,0.0154268821,2.3
595,89875000000,2.1469480773,0.0153321724,2.3
596,89900000000,2.1469098743,0.0152380857,2.3
597,89925000000,2.1468735139,0.0151446925,2.3
598,89950000000,2.1468389736,0.0150520613,2.3
599,89975000000,2.1468062277,0.0149602585,2.3
600,90000000000,2.146775247,0.0148693482,2.3
601,90025000000,2.1467459993,0.014779392,2.3
602,90050000000,2.146718449,0.0146904487,2.3
603,90075000000,2.1466925578,0.0146025741,2.3
604,90100000000,2.1466682844,0.0145158211,2.3
605,90125000000,2.1466455848,0.0144302391,2.3
606,90150000000,2.1466244125,0.0143458742,2.3
607,90175000000,2.1466047187,0.0142627688,2.3
608,90200000000,2.146586452,0.0141809615,2.3
609,90225000000,2.1465695594,0.014100487,2.3
610,90250000000,2.1465539858,0.0140213761,2.3
611,90275000000,2.1465396746,0.0139436554,2.3
612,90300000000,2.1465265677,0.0138673472,2.3
613,90325000000,2.1465146058,0.0137924697,2.3
614,90350000000,2.1465037285,0.0137190365,2.3
615,90375000000,2.1464938748,0.0136470568,2.3
616,90400000000,2.146484983,0.0135765355,2.3
617,90425000000,2.1464769912,0.0135074728,2.3
618,90450000000,2.1464698374,0.0134398646,2.3
619,90475000000,2.1464634596,0.0133737022,2.3
620,90500000000,2.1464577964,0.0133089723,2.3
621,90525000000,2.146452787,0.0132456573,2.3
622,90550000000,2.1464483713,0.0131837353,2.3
623,90575000000,2.1464444903,0.0131231799,2.3
624,90600000000,2.1464410867,0.0130639606,2.3
625,90625000000,2.1464381042,0.0130060428,2.3
626,90650000000,2.1464354886,0.0129493876,2.3
627,90675000000,2.1464331877,0.0128939525,2.3
628,90700000000,2.1464311514,0.0128396912,2.3
629,90725000000,2.1464293319,0.0127865538,2.3
630,90750000000,2.1464276842,0.0127344869,2.3
631,90775000000,2.1464261661,0.0126834339,2.3
632,90800000000,2.146424738,0.0126333352,2.3
633,90825000000,2.1464233639,0.0125841284,2.3
634,90850000000,2.1464220107,0.0125357484,2.3
635,90875000000,2.1464206489,0.0124881279,2.3
636,90900000000,2.1464192526,0.0124411971,2.3
637,90925000000,2.1464177994,0.0123948847,2.3
638,90950000000,2.1464162709,0.0123491177,2.3
639,90975000000,2.1464146523,0.0123038216,2.3
640,91000000000,2.1464129331,0.0122589209,2.3
641,91025000000,2.1464111065,0.0122143393,2.3
642,91050000000,2.1464091699,0.0121699999,2.3
643,91075000000,2.1464071249,0.0121258259,2.3
644,91100000000,2.146404977,0.0120817401,2.3
645,91125000000,2.146402736,0.012037666,2.3
646,91150000000,2.1464004159,0.0119935277,2.3
647,91175000000,2.1463980345,0.0119492502,2.3
648,91200000000,2.1463956138,0.0119047597,2.3
649,91225000000,2.1463931798,0.0118599842,2.3
650,91250000000,2.1463907625,0.0118148533,2.3
651,91275000000,2.1463883954,0.0117692988,2.3
652,91300000000,2.1463861161,0.0117232551,2.3
653,91325000000,2.1463839656,0.011676659,2.3
654,91350000000,2.1463819882,0.0116294506,2.3
655,91375000000,2.1463802319,0.0115815729,2.3
656,91400000000,2.1463787475,0.0115329727,2.3
657,91425000000,2.1463775888,0.0114836004,2.3
658,91450000000,2.1463768126,0.0114334104,2.3
659,91475000000,2.1463764781,0.0113823612,2.3
660,91500000000,2.1463766468,0.011330416,2.3
661,91525000000,2.1463773825,0.0112775423,2.3
662,91550000000,2.1463787508,0.0112237126,2.3
663,91575000000,2.1463808189,0.0111689042,2.3
664,91600000000,2.1463836555,0.0111130998,2.3
665,91625000000,2.1463873302,0.0110562871,2.3
666,91650000000,2.1463919139,0.0109984594,2.3
667,91675000000,2.1463974776,0.0109396153,2.3
668,91700000000,2.1464040928,0.0108797591,2.3
669,91725000000,2.1464118312,0.0108189009,2.3
670,91750000000,2.1464207638,0.0107570562,2.3
671,91775000000,2.1464309614,0.0106942465,2.3
672,91800000000,2.1464424939,0.0106304991,2.3
673,91825000000,2.1464554297,0.0105658467,2.3
674,91850000000,2.1464698361,0.0105003281,2.3
675,91875000000,2.1464857786,0.0104339878,2.3
676,91900000000,2.1465033205,0.0103668757,2.3
677,91925000000,2.1465225229,0.0102990474,2.3
678,91950000000,2.1465434443,0.010230564,2.3
679,91975000000,2.1465661403,0.0101614918,2.3
680,92000000000,2.1465906633,0.0100919025,2.3
681,92025000000,2.1466170623,0.0100218727,2.3
682,92050000000,2.1466453826,0.009951484,2.3
683,92075000000,2.1466756658,0.0098808225,2.3
684,92100000000,2.1467079491,0.0098099791,2.3
685,92125000000,2.1467422654,0.0097390488,2.3
686,92150000000,2.146778643,0.0096681305,2.3
687,92175000000,2.1468171055,0.0095973271,2.3
688,92200000000,2.1468576715,0.0095267449,2.3
689,92225000000,2.1469003544,0.0094564936,2.3
690,92250000000,2.1469451624,0.0093866857,2.3
691,92275000000,2.1469920981,0.0093174362,2.3
692,92300000000,2.1470411588,0.0092488629,2.3
693,92325000000,2.1470923358,0.0091810851,2.3
694,92350000000,2.1471456149,0.0091142241,2.3
695,92375000000,2.1472009759,0.0090484025,2.3
696,92400000000,2.1472583928,0.0089837437,2.3
697,92425000000,2.1473178336,0.008920372,2.3
698,92450000000,2.1473792603,0.0088584118,2.3
699,92475000000,2.1474426289,0.0087979875,2.3
700,92500000000,2.1475078896,0.0087392229,2.3
701,92525000000,2.1475749865,0.0086822413,2.3
702,92550000000,2.1476438579,0.0086271646,2.3
703,92575000000,2.1477144363,0.0085741131,2.3
704,92600000000,2.1477866483,0.0085232054,2.3
705,92625000000,2.1478604152,0.0084745578,2.3
706,92650000000,2.1479356525,0.0084282837,2.3
707,92675000000,2.1480122703,0.0083844939,2.3
708,92700000000,2.1480901738,0.0083432956,2.3
709,92725000000,2.1481692628,0.0083047925,2.3
710,92750000000,2.1482494325,0.0082690841,2.3
711,92775000000,2.1483305733,0.0082362659,2.3
712,92800000000,2.148412571,0.0082064285,2.3
713,92825000000,2.1484953076,0.0081796576,2.3
714,92850000000,2.1485786608,0.0081560337,2.3
715,92875000000,2.1486625047,0.0081356318,2.3
716,92900000000,2.1487467099,0.0081185212,2.3
717,92925000000,2.148831144,0.0081047649,2.3
718,92950000000,2.1489156715,0.00809442,2.3
719,92975000000,2.1490001545,0.0080875368,2.3
720,93000000000,2.1490844529,0.008084159,2.3
721,93025000000,2.1491684246,0.0080843235,2.3
722,93050000000,2.1492519258,0.0080880601,2.3
723,93075000000,2.1493348116,0.0080953912,2.3
724,93100000000,2.1494169362,0.0081063322,2.3
725,93125000000,2.1494981532,0.0081208908,2.3
726,93150000000,2.1495783159,0.0081390672,2.3
727,93175000000,2.1496572779,0.0081608538,2.3
728,93200000000,2.1497348933,0.0081862355,2.3
729,93225000000,2.1498110168,0.0082151895,2.3
730,93250000000,2.1498855048,0.0082476851,2.3
731,93275000000,2.1499582148,0.0082836838,2.3
732,93300000000,2.1500290067,0.0083231395,2.3
733,93325000000,2.1500977423,0.0083659984,2.3
734,93350000000,2.1501642864,0.008412199,2.3
735,93375000000,2.1502285067,0.0084616723,2.3
736,93400000000,2.1502902742,0.0085143419,2.3
737,93425000000,2.1503494637,0.008570124,2.3
738,93450000000,2.1504059538,0.0086289277,2.3
739,93475000000,2.1504596279,0.008690655,2.3
740,93500000000,2.1505103736,0.0087552013,2.3
741,93525000000,2.1505580839,0.0088224553,2.3
742,93550000000,2.1506026566,0.0088922991,2.3
743,93575000000,2.1506439956,0.0089646088,2.3
744,93600000000,2.1506820103,0.0090392547,2.3
745,93625000000,2.1507166162,0.0091161014,2.3
746,93650000000,2.1507477352,0.0091950082,2.3
747,93675000000,2.1507752958,0.0092758291,2.3
748,93700000000,2.1507992332,0.0093584139,2.3
749,93725000000,2.1508194898,0.0094426077,2.3
750,93750000000,2.1508360149,0.0095282515,2.3
751,93775000000,2.1508487652,0.0096151829,2.3
752,93800000000,2.150857705,0.0097032361,2.3
753,93825000000,2.1508628062,0.0097922424,2.3
754,93850000000,2.1508640482,0.0098820305,2.3
755,93875000000,2.1508614185,0.0099724271,2.3
756,93900000000,2.1508549123,0.0100632572,2.3
757,93925000000,2.150844533,0.0101543445,2.3
758,93950000000,2.1508302915,0.0102455117,2.3
759,93975000000,2.1508122072,0.0103365813,2.3
760,94000000000,2.1507903072,0.0104273754,2.3
761,94025000000,2.1507646265,0.010517717,2.3
762,94050000000,2.1507352082,0.0106074296,2.3
763,94075000000,2.1507021031,0.010696338,2.3
764,94100000000,2.1506653697,0.0107842688,2.3
765,94125000000,2.1506250742,0.0108710506,2.3
766,94150000000,2.1505812902,0.0109565147,2.3
767,94175000000,2.1505340987,0.011040495,2.3
768,94200000000,2.1504835878,0.0111228293,2.3
769,94225000000,2.1504298526,0.0112033586,2.3
770,94250000000,2.1503729949,0.0112819283,2.3
771,94275000000,2.1503131231,0.0113583883,2.3
772,94300000000,2.1502503518,0.0114325934,2.3
773,94325000000,2.1501848015,0.0115044036,2.3
774,94350000000,2.1501165986,0.0115736844,2.3
775,94375000000,2.1500458748,0.0116403073,2.3
776,94400000000,2.1499727668,0.01170415,2.3
777,94425000000,2.1498974162,0.0117650966,2.3
778,94450000000,2.149819969,0.0118230381,2.3
779,94475000000,2.1497405752,0.0118778724,2.3
780,94500000000,2.1496593884,0.0119295048,2.3
781,94525000000,2.1495765657,0.011977848,2.3
782,94550000000,2.1494922669,0.0120228224,2.3
783,94575000000,2.1494066546,0.0120643561,2.3
784,94600000000,2.1493198931,0.0121023855,2.3
785,94625000000,2.1492321488,0.0121368549,2.3
786,94650000000,2.149143589,0.0121677169,2.3
787,94675000000,2.1490543822,0.0121949323,2.3
788,94700000000,2.1489646972,0.0122184706,2.3
789,94725000000,2.1488747026,0.0122383093,2.3
790,94750000000,2.148784567,0.0122544347,2.3
791,94775000000,2.1486944577,0.0122668412,2.3
792,94800000000,2.1486045412,0.0122755318,2.3
793,94825000000,2.1485149819,0.0122805177,2.3
794,94850000000,2.1484259424,0.0122818185,2.3
795,94875000000,2.1483375827,0.0122794617,2.3
796,94900000000,2.1482500599,0.0122734829,2.3
797,94925000000,2.1481635279,0.0122639258,2.3
798,94950000000,2.1480781368,0.0122508414,2.3
799,94975000000,2.1479940328,0.0122342884,2.3
800,95000000000,2.1479113578,0.0122143329,2.3
801,95025000000,2.1478302488,0.0121910478,2.3
802,95050000000,2.1477508377,0.0121645131,2.3
803,95075000000,2.1476732513,0.012134815,2.3
804,95100000000,2.1475976107,0.0121020462,2.3
805,95125000000,2.1475240308,0.0120663055,2.3
806,95150000000,2.1474526206,0.0120276969,2.3
807,95175000000,2.1473834825,0.0119863301,2.3
808,95200000000,2.1473167123,0.0119423196,2.3
809,95225000000,2.1472523989,0.0118957846,2.3
810,95250000000,2.1471906243,0.0118468485,2.3
811,95275000000,2.1471314631,0.0117956386,2.3
812,95300000000,2.1470749826,0.0117422858,2.3
813,95325000000,2.1470212426,0.011686924,2.3
814,95350000000,2.1469702954,0.0116296897,2.3
815,95375000000,2.1469221857,0.0115707221,2.3
816,95400000000,2.1468769504,0.0115101621,2.3
817,95425000000,2.1468346186,0.0114481519,2.3
818,95450000000,2.1467952117,0.0113848353,2.3
819,95475000000,2.1467587435,0.0113203564,2.3
820,95500000000,2.1467252199,0.0112548598,2.3
821,95525000000,2.1466946392,0.01118849,2.3
822,95550000000,2.1466669922,0.011121391,2.3
823,95575000000,2.1466422621,0.0110537059,2.3
824,95600000000,2.1466204247,0.0109855765,2.3
825,95625000000,2.1466014488,0.010917143,2.3
826,95650000000,2.1465852958,0.0108485436,2.3
827,95675000000,2.1465719204,0.0107799143,2.3
828,95700000000,2.1465612705,0.0107113879,2.3
829,95725000000,2.1465532875,0.0106430947,2.3
830,95750000000,2.1465479065,0.0105751613,2.3
831,95775000000,2.1465450565,0.0105077105,2.3
832,95800000000,2.146544661,0.0104408615,2.3
833,95825000000,2.1465466375,0.0103747287,2.3
834,95850000000,2.1465508986,0.0103094224,2.3
835,95875000000,2.1465573518,0.0102450478,2.3
836,95900000000,2.1465659002,0.0101817051,2.3
837,95925000000,2.1465764422,0.0101194892,2.3
838,95950000000,2.1465888727,0.0100584897,2.3
839,95975000000,2.1466030824,0.0099987902,2.3
840,96000000000,2.1466189591,0.0099404686,2.3
841,96025000000,2.1466363875,0.0098835969,2.3
842,96050000000,2.1466552498,0.0098282409,2.3
843,96075000000,2.1466754257,0.0097744601,2.3
844,96100000000,2.1466967934,0.0097223075,2.3
845,96125000000,2.1467192292,0.0096718301,2.3
846,96150000000,2.1467426087,0.009623068,2.3
847,96175000000,2.1467668064,0.0095760549,2.3
848,96200000000,2.1467916966,0.0095308182,2.3
849,96225000000,2.1468171534,0.0094873783,2.3
850,96250000000,2.1468430514,0.0094457494,2.3
851,96275000000,2.1468692658,0.0094059391,2.3
852,96300000000,2.146895673,0.0093679487,2.3
853,96325000000,2.1469221507,0.009331773,2.3
854,96350000000,2.1469485785,0.0092974005,2.3
855,96375000000,2.1469748378,0.0092648136,2.3
856,96400000000,2.1470008128,0.0092339886,2.3
857,96425000000,2.1470263902,0.0092048961,2.3
858,96450000000,2.1470514599,0.0091775007,2.3
859,96475000000,2.1470759153,0.0091517617,2.3
860,96500000000,2.1470996531,0.0091276328,2.3
861,96525000000,2.1471225742,0.0091050627,2.3
862,96550000000,2.1471445837,0.009083995,2.3
863,96575000000,2.1471655912,0.0090643688,2.3
864,96600000000,2.1471855107,0.0090461184,2.3
865,96625000000,2.1472042615,0.0090291741,2.3
866,96650000000,2.1472217678,0.0090134624,2.3
867,96675000000,2.1472379591,0.0089989057,2.3
868,96700000000,2.1472527706,0.0089854234,2.3
869,96725000000,2.1472661429,0.0089729316,2.3
870,96750000000,2.1472780225,0.0089613435,2.3
871,96775000000,2.1472883618,0.0089505702,2.3
872,96800000000,2.1472971193,0.0089405202,2.3
873,96825000000,2.1473042594,0.0089311004,2.3
874,96850000000,2.1473097528,0.008922216,2.3
875,96875000000,2.1473135764,0.0089137711,2.3
876,96900000000,2.1473157133,0.0089056689,2.3
877,96925000000,2.147316153,0.0088978121,2.3
878,96950000000,2.1473148909,0.0088901029,2.3
879,96975000000,2.147311929,0.008882444,2.3
880,97000000000,2.1473072753,0.0088747382,2.3
881,97025000000,2.147300944,0.0088668891,2.3
882,97050000000,2.147292955,0.0088588016,2.3
883,97075000000,2.1472833346,0.0088503817,2.3
884,97100000000,2.1472721146,0.0088415372,2.3
885,97125000000,2.1472593326,0.0088321778,2.3
886,97150000000,2.1472450316,0.0088222157,2.3
887,97175000000,2.14722926,0.0088115653,2.3
888,97200000000,2.1472120715,0.0088001442,2.3
889,97225000000,2.1471935246,0.0087878729,2.3
890,97250000000,2.1471736827,0.0087746753,2.3
891,97275000000,2.1471526135,0.0087604787,2.3
892,97300000000,2.1471303893,0.0087452147,2.3
893,97325000000,2.1471070861,0.0087288184,2.3
894,97350000000,2.147082784,0.0087112295,2.3
895,97375000000,2.1470575664,0.0086923921,2.3
896,97400000000,2.1470315199,0.0086722546,2.3
897,97425000000,2.1470047342,0.0086507706,2.3
898,97450000000,2.1469773014,0.0086278983,2.3
899,97475000000,2.146949316,0.008603601,2.3
900,97500000000,2.1469208746,0.0085778471,2.3
901,97525000000,2.1468920753,0.0085506104,2.3
902,97550000000,2.1468630178,0.0085218697,2.3
903,97575000000,2.1468338025,0.0084916095,2.3
904,97600000000,2.1468045309,0.0084598195,2.3
905,97625000000,2.1467753046,0.0084264947,2.3
906,97650000000,2.1467462253,0.0083916358,2.3
907,97675000000,2.1467173945,0.0083552488,2.3
908,97700000000,2.1466889132,0.008317345,2.3
909,97725000000,2.1466608812,0.0082779411,2.3
910,97750000000,2.1466333973,0.0082370592,2.3
911,97775000000,2.1466065588,0.0081947262,2.3
912,97800000000,2.146580461,0.0081509745,2.3
913,97825000000,2.1465551972,0.0081058414,2.3
914,97850000000,2.1465308582,0.0080593687,2.3
915,97875000000,2.1465075321,0.0080116035,2.3
916,97900000000,2.1464853042,0.0079625968,2.3
917,97925000000,2.1464642564,0.0079124045,2.3
918,97950000000,2.1464444672,0.0078610865,2.3
919,97975000000,2.1464260115,0.0078087065,2.3
920,98000000000,2.14640896,0.0077553322,2.3
921,98025000000,2.1463933796,0.0077010349,2.3
922,98050000000,2.1463793327,0.0076458891,2.3
923,98075000000,2.1463668773,0.0075899725,2.3
924,98100000000,2.1463560666,0.0075333654,2.3
925,98125000000,2.1463469493,0.007476151,2.3
926,98150000000,2.1463395689,0.0074184146,2.3
927,98175000000,2.1463339639,0.0073602437,2.3
928,98200000000,2.1463301676,0.0073017275,2.3
929,98225000000,2.1463282084,0.0072429566,2.3
930,98250000000,2.146328109,0.0071840229,2.3
931,98275000000,2.1463298869,0.0071250194,2.3
932,98300000000,2.1463335544,0.0070660394,2.3
933,98325000000,2.1463391183,0.0070071768,2.3
934,98350000000,2.1463465798,0.0069485255,2.3
935,98375000000,2.1463559351,0.0068901791,2.3
936,98400000000,2.1463671749,0.0068322309,2.3
937,98425000000,2.1463802846,0.0067747731,2.3
938,98450000000,2.1463952444,0.0067178971,2.3
939,98475000000,2.1464120294,0.0066616929,2.3
940,98500000000,2.1464306097,0.0066062488,2.3
941,98525000000,2.1464509505,0.0065516514,2.3
942,98550000000,2.1464730121,0.0064979849,2.3
943,98575000000,2.1464967502,0.0064453315,2.3
944,98600000000,2.146522116,0.0063937706,2.3
945,98625000000,2.1465490566,0.0063433786,2.3
946,98650000000,2.1465775145,0.0062942292,2.3
947,98675000000,2.1466074286,0.0062463926,2.3
948,98700000000,2.146638734,0.0061999355,2.3
949,98725000000,2.1466713621,0.0061549212,2.3
950,98750000000,2.146705241,0.0061114088,2.3
951,98775000000,2.146740296,0.0060694538,2.3
952,98800000000,2.1467764491,0.0060291074,2.3
953,98825000000,2.1468136199,0.0059904163,2.3
954,98850000000,2.1468517257,0.0059534232,2.3
955,98875000000,2.1468906816,0.005918166,2.3
956,98900000000,2.1469304009,0.0058846781,2.3
957,98925000000,2.1469707953,0.0058529883,2.3
958,98950000000,2.147011775,0.0058231204,2.3
959,98975000000,2.1470532495,0.0057950937,2.3
960,99000000000,2.1470951273,0.0057689223,2.3
961,99025000000,2.1471373165,0.0057446158,2.3
962,99050000000,2.1471797248,0.0057221786,2.3
963,99075000000,2.1472222601,0.0057016105,2.3
964,99100000000,2.1472648305,0.0056829063,2.3
965,99125000000,2.1473073449,0.0056660559,2.3
966,99150000000,2.1473497128,0.0056510446,2.3
967,99175000000,2.1473918449,0.005637853,2.3
968,99200000000,2.1474336533,0.005626457,2.3
969,99225000000,2.1474750515,0.0056168278,2.3
970,99250000000,2.147515955,0.0056089325,2.3
971,99275000000,2.1475562815,0.0056027337,2.3
972,99300000000,2.1475959508,0.0055981898,2.3
973,99325000000,2.1476348853,0.0055952551,2.3
974,99350000000,2.1476730102,0.0055938803,2.3
975,99375000000,2.1477102535,0.0055940119,2.3
976,99400000000,2.1477465465,0.0055955934,2.3
977,99425000000,2.1477818236,0.0055985643,2.3
978,99450000000,2.147816023,0.0056028616,2.3
979,99475000000,2.1478490863,0.0056084187,2.3
980,99500000000,2.1478809588,0.0056151668,2.3
981,99525000000,2.14791159,0.005623034,2.3
982,99550000000,2.1479409333,0.0056319466,2.3
983,99575000000,2.147968946,0.0056418285,2.3
984,99600000000,2.1479955901,0.0056526017,2.3
985,99625000000,2.1480208315,0.0056641869,2.3
986,99650000000,2.1480446408,0.0056765032,2.3
987,99675000000,2.1480669928,0.0056894685,2.3
988,99700000000,2.1480878668,0.0057030002,2.3
989,99725000000,2.1481072467,0.0057170148,2.3
990,99750000000,2.1481251208,0.0057314284,2.3
991,99775000000,2.1481414819,0.0057461572,2.3
992,99800000000,2.1481563273,0.0057611175,2.3
993,99825000000,2.1481696586,0.0057762258,2.3
994,99850000000,2.148181482,0.0057913994,2.3
995,99875000000,2.1481918079,0.0058065566,2.3
996,99900000000,2.1482006509,0.0058216167,2.3
997,99925000000,2.1482080298,0.0058365002,2.3
998,99950000000,2.1482139673,0.0058511296,2.3
999,99975000000,2.1482184903,0.0058654288,2.3
1000,100000000000,2.1482216293,0.005879324,2.3
1001,100025000000,2.1482234185,0.0058927436,2.3
1002,100050000000,2.1482238955,0.0059056183,2.3
1003,100075000000,2.1482231014,0.0059178817,2.3
1004,100100000000,2.1482210803,0.00592947,2.3
1005,100125000000,2.1482178794,0.0059403224,2.3
1006,100150000000,2.1482135485,0.0059503814,2.3
1007,100175000000,2.1482081403,0.0059595926,2.3
1008,100200000000,2.1482017096,0.0059679052,2.3
1009,100225000000,2.1481943133,0.0059752719,2.3
1010,100250000000,2.1481860104,0.005981649,2.3
1011,100275000000,2.1481768616,0.0059869968,2.3
1012,100300000000,2.1481669288,0.0059912792,2.3
1013,100325000000,2.1481562754,0.0059944642,2.3
1014,100350000000,2.1481449656,0.0059965237,2.3
1015,100375000000,2.1481330645,0.0059974336,2.3
1016,100400000000,2.1481206375,0.005997174,2.3
1017,100425000000,2.1481077504,0.0059957291,2.3
1018,100450000000,2.1480944688,0.005993087,2.3
1019,100475000000,2.1480808582,0.00598924,2.3
1020,100500000000,2.1480669836,0.0059841845,2.3
1021,100525000000,2.1480529091,0.0059779209,2.3
1022,100550000000,2.1480386981,0.0059704533,2.3
1023,100575000000,2.1480244126,0.0059617901,2.3
1024,100600000000,2.1480101131,0.0059519433,2.3
1025,100625000000,2.1479958586,0.0059409285,2.3
1026,100650000000,2.1479817061,0.0059287653,2.3
1027,100675000000,2.1479677107,0.0059154764,2.3
1028,100700000000,2.1479539249,0.0059010882,2.3
1029,100725000000,2.1479403991,0.00588563,2.3
1030,100750000000,2.1479271808,0.0058691345,2.3
1031,100775000000,2.1479143147,0.0058516372,2.3
1032,100800000000,2.1479018426,0.0058331763,2.3
1033,100825000000,2.1478898032,0.0058137926,2.3
1034,100850000000,2.1478782317,0.0057935295,2.3
1035,100875000000,2.1478671602,0.0057724322,2.3
1036,100900000000,2.1478566171,0.0057505484,2.3
1037,100925000000,2.1478466273,0.0057279271,2.3
1038,100950000000,2.1478372119,0.0057046192,2.3
1039,100975000000,2.1478283884,0.0056806768,2.3
1040,101000000000,2.1478201704,0.0056561534,2.3
1041,101025000000,2.1478125677,0.005631103,2.3
1042,101050000000,2.147805586,0.0056055807,2.3
1043,101075000000,2.1477992275,0.0055796418,2.3
1044,101100000000,2.1477934902,0.0055533421,2.3
1045,101125000000,2.1477883683,0.005526737,2.3
1046,101150000000,2.1477838522,0.0054998822,2.3
1047,101175000000,2.1477799285,0.0054728325,2.3
1048,101200000000,2.1477765799,0.0054456423,2.3
1049,101225000000,2.1477737858,0.0054183651,2.3
1050,101250000000,2.1477715217,0.0053910531,2.3
1051,101275000000,2.1477697598,0.0053637575,2.3
1052,101300000000,2.1477684689,0.0053365277,2.3
1053,101325000000,2.1477676145,0.0053094116,2.3
1054,101350000000,2.1477671591,0.005282455,2.3
1055,101375000000,2.1477670624,0.0052557017,2.3
1056,101400000000,2.1477672812,0.0052291932,2.3
1057,101425000000,2.1477677696,0.0052029686,2.3
1058,101450000000,2.1477684797,0.0051770643,2.3
1059,101475000000,2.1477693609,0.0051515141,2.3
1060,101500000000,2.1477703611,0.0051263486,2.3
1061,101525000000,2.1477714262,0.0051015956,2.3
1062,101550000000,2.1477725005,0.0050772798,2.3
1063,101575000000,2.1477735272,0.0050534225,2.3
1064,101600000000,2.1477744482,0.0050300416,2.3
1065,101625000000,2.1477752049,0.0050071517,2.3
1066,101650000000,2.1477757378,0.0049847639,2.3
1067,101675000000,2.1477759873,0.0049628855,2.3
1068,101700000000,2.1477758936,0.0049415205,2.3
1069,101725000000,2.1477753974,0.004920669,2.3
1070,101750000000,2.1477744394,0.0049003275,2.3
1071,101775000000,2.1477729616,0.0048804888,2.3
1072,101800000000,2.1477709065,0.0048611422,2.3
1073,101825000000,2.1477682182,0.0048422732,2.3
1074,101850000000,2.1477648421,0.0048238636,2.3
1075,101875000000,2.1477607256,0.0048058918,2.3
1076,101900000000,2.147755818,0.0047883325,2.3
1077,101925000000,2.147750071,0.0047711573,2.3
1078,101950000000,2.1477434386,0.0047543342,2.3
1079,101975000000,2.1477358778,0.0047378279,2.3
1080,102000000000,2.1477273487,0.0047216001,2.3
1081,102025000000,2.1477178143,0.0047056095,2.3
1082,102050000000,2.1477072413,0.0046898118,2.3
1083,102075000000,2.1476956,0.0046741601,2.3
1084,102100000000,2.1476828645,0.0046586049,2.3
1085,102125000000,2.1476690129,0.0046430943,2.3
1086,102150000000,2.1476540276,0.0046275741,2.3
1087,102175000000,2.1476378953,0.0046119882,2.3
1088,102200000000,2.1476206072,0.0045962785,2.3
1089,102225000000,2.1476021592,0.0045803855,2.3
1090,102250000000,2.1475825519,0.004564248,2.3
1091,102275000000,2.1475617907,0.0045478039,2.3
1092,102300000000,2.147539886,0.00453099,2.3
1093,102325000000,2.1475168533,0.0045137422,2.3
1094,102350000000,2.1474927128,0.0044959963,2.3
1095,102375000000,2.1474674904,0.0044776875,2.3
1096,102400000000,2.1474412165,0.0044587511,2.3
1097,102425000000,2.1474139269,0.0044391228,2.3
1098,102450000000,2.1473856626,0.0044187385,2.3
1099,102475000000,2.1473564695,0.0043975351,2.3
1100,102500000000,2.1473263986,0.0043754503,2.3
1101,102525000000,2.1472955057,0.0043524233,2.3
1102,102550000000,2.1472638515,0.0043283946,2.3
1103,102575000000,2.1472315016,0.0043033064,2.3
1104,102600000000,2.1471985261,0.0042771031,2.3
1105,102625000000,2.1471649995,0.0042497311,2.3
1106,102650000000,2.1471310007,0.0042211394,2.3
1107,102675000000,2.1470966129,0.0041912798,2.3
1108,102700000000,2.1470619229,0.0041601067,2.3
1109,102725000000,2.1470270215,0.0041275779,2.3
1110,102750000000,2.1469920029,0.0040936544,2.3
1111,102775000000,2.1469569648,0.0040583008,2.3
1112,102800000000,2.1469220076,0.0040214855,2.3
1113,102825000000,2.1468872347,0.0039831805,2.3
1114,102850000000,2.1468527518,0.0039433623,2.3
1115,102875000000,2.146818667,0.0039020113,2.3
1116,102900000000,2.1467850902,0.0038591123,2.3
1117,102925000000,2.1467521328,0.0038146548,2.3
1118,102950000000,2.1467199075,0.0037686327,2.3
1119,102975000000,2.146688528,0.0037210448,2.3
1120,103000000000,2.1466581085,0.0036718945,2.3
1121,103025000000,2.1466287637,0.0036211903,2.3
1122,103050000000,2.1466006077,0.0035689454,2.3
1123,103075000000,2.1465737548,0.0035151783,2.3
1124,103100000000,2.1465483179,0.0034599123,2.3
1125,103125000000,2.1465244092,0.0034031757,2.3
1126,103150000000,2.1465021391,0.0033450019,2.3
1127,103175000000,2.1464816164,0.0032854294,2.3
1128,103200000000,2.1464629476,0.0032245016,2.3
1129,103225000000,2.1464462364,0.0031622667,2.3
1130,103250000000,2.146431584,0.0030987778,2.3
