,freq,ref_ind,epsilon_r,epsilon_i
256,1548607720000.0,2.158686837502138,4.659928862404983,0.0
257,1553492920000.0,2.158722746911104,4.660083898031423,0.0
258,1558378110000.0,2.158758769505625,4.660239424917441,0.0
259,1563263310000.0,2.1587949054346907,4.660395443730775,0.0
260,1568148510000.0,2.1588311546262,4.660551954184692,0.0
261,1573033710000.0,2.1588675170816787,4.660708956310412,0.0
262,1577918910000.0,2.1589039928026565,4.6608664501392525,0.0
263,1582804100000.0,2.158940581715657,4.661024435378739,0.0
264,1587689300000.0,2.158977283972015,4.661182912707178,0.0
265,1592574500000.0,2.159014099498494,4.661341881833293,0.0
266,1597459700000.0,2.1590510282966466,4.6615013427888075,0.0
267,1602344890000.0,2.1590880702920856,4.661661295277602,0.0
268,1607230090000.0,2.159125225638024,4.661821739986447,0.0
269,1612115290000.0,2.1591624942603174,4.661982676620435,0.0
270,1617000490000.0,2.159199876160536,4.6621441052116745,0.0
271,1621885690000.0,2.159237371340257,4.6623060257923825,0.0
272,1626770880000.0,2.1592749797239614,4.662468438061914,0.0
273,1631656080000.0,2.1593127014672024,4.662631342717588,0.0
274,1636541280000.0,2.159350536494703,4.6627947394599625,0.0
275,1641426480000.0,2.159388484808062,4.6629586283216575,0.0
276,1646311680000.0,2.1594265464088775,4.663123009335372,0.0
277,1651196870000.0,2.159464721220498,4.663287882195922,0.0
278,1656082070000.0,2.1595030094008214,4.663453247611204,0.0
279,1660967270000.0,2.159541410873437,4.663619105277235,0.0
280,1665852470000.0,2.159579925639966,4.663785455227121,0.0
281,1670737660000.0,2.1596185536228476,4.66395229715204,0.0
282,1675622860000.0,2.1596572949818564,4.664119631768349,0.0
283,1680508060000.0,2.1596961496396747,4.664287458768436,0.0
284,1685393260000.0,2.159735117597944,4.664455778185804,0.0
285,1690278460000.0,2.15977419885831,4.664624590054054,0.0
286,1695163650000.0,2.1598133933420782,4.664793894059823,0.0
287,1700048850000.0,2.1598527012113693,4.6649636909300485,0.0
288,1704934050000.0,2.1598921223877285,4.665133980352566,0.0
289,1709819250000.0,2.1599316568728244,4.665304762361385,0.0
290,1714704450000.0,2.1599713046683293,4.665476036990604,0.0
291,1719589640000.0,2.1600110656944134,4.665647803922315,0.0
292,1724474840000.0,2.1600509401155414,4.665820063894034,0.0
293,1729360040000.0,2.160090927852127,4.665992816589063,0.0
294,1734245240000.0,2.1601310289058624,4.6661660620419,0.0
295,1739130430000.0,2.16017124319601,4.666339799930996,0.0
296,1744015630000.0,2.1602115708889107,4.666514031002335,0.0
297,1748900830000.0,2.160252011904072,4.66668875493559,0.0
298,1753786030000.0,2.160292566243205,4.666863971765651,0.0
299,1758671230000.0,2.1603332339080286,4.667039681527521,0.0
300,1763556420000.0,2.1603740148166724,4.667215883895108,0.0
301,1768441620000.0,2.1604149091378217,4.667392579624982,0.0
302,1773326820000.0,2.160455916789849,4.6675697683922674,0.0
303,1778212020000.0,2.160497037774492,4.667747450232354,0.0
304,1783097220000.0,2.1605382720934956,4.6679256251807475,0.0
305,1787982410000.0,2.1605796196638543,4.668104292906805,0.0
306,1792867610000.0,2.1606210806565986,4.668283454177688,0.0
307,1797752810000.0,2.1606626549889683,4.668463108663977,0.0
308,1802638010000.0,2.1607043426627257,4.668643256401562,0.0
309,1807523200000.0,2.1607461435939586,4.668823897056164,0.0
310,1812408400000.0,2.160788057955576,4.6690050314034295,0.0
311,1817293600000.0,2.1608300856639064,4.669186659110285,0.0
312,1822178800000.0,2.160872226720736,4.6693687802130315,0.0
313,1827064000000.0,2.1609144811278553,4.669551394748068,0.0
314,1831949190000.0,2.160956848800217,4.6697345023765635,0.0
315,1836834390000.0,2.1609993299130763,4.669918103884765,0.0
316,1841719590000.0,2.1610419243816272,4.670102198935047,0.0
317,1846604790000.0,2.161084632207681,4.6702867875642085,0.0
318,1851489990000.0,2.1611274533930556,4.670471869809154,0.0
319,1856375180000.0,2.161170387851569,4.6706574453265,0.0
320,1861260380000.0,2.1612134357608213,4.670843514913093,0.0
321,1866145580000.0,2.1612565970348734,4.671030078226761,0.0
322,1871030780000.0,2.161299871675564,4.671217135304809,0.0
323,1875915970000.0,2.161343259595802,4.671404685800208,0.0
324,1880801170000.0,2.1613867609750677,4.671592730518294,0.0
325,1885686370000.0,2.1614303757265128,4.6717812691132545,0.0
326,1890571570000.0,2.161474103851996,4.671970301622789,0.0
327,1895456770000.0,2.161517945353381,4.672159828084701,0.0
328,1900341960000.0,2.1615619001424444,4.672349848147415,0.0
329,1905227160000.0,2.1616059684010103,4.67254036262687,0.0
330,1910112360000.0,2.161650150041098,4.672731371172702,0.0
331,1914997560000.0,2.1616944450645925,4.672922873823117,0.0
332,1919882760000.0,2.1617388534733823,4.673114870616414,0.0
333,1924767950000.0,2.1617833751781093,4.673307361196458,0.0
334,1929653150000.0,2.1618280103629472,4.673500346389819,0.0
335,1934538350000.0,2.1618727589387787,4.673693825841567,0.0
336,1939423550000.0,2.161917620907515,4.67388779959041,0.0
337,1944308740000.0,2.161962596178892,4.6740822672765745,0.0
338,1949193940000.0,2.162007684938957,4.674277229735109,0.0
339,1954079140000.0,2.16205288709769,4.674472686607457,0.0
340,1958964340000.0,2.162098202657021,4.67466863793272,0.0
341,1963849540000.0,2.1621436316188856,4.674865083750103,0.0
342,1968734730000.0,2.1621891738918855,4.675062023695274,0.0
343,1973619930000.0,2.162234829664417,4.67525945861391,0.0
344,1978505130000.0,2.1622805988453235,4.675457388142891,0.0
345,1983390330000.0,2.162326481436563,4.675655812321826,0.0
346,1988275530000.0,2.162372477440098,4.6758547311904275,0.0
347,1993160720000.0,2.1624185867633936,4.676054144379792,0.0
348,1998045920000.0,2.162464809597196,4.676254052746237,0.0
349,2002931120000.0,2.1625111458492126,4.676454455922074,0.0
350,2007816320000.0,2.1625575955214287,4.676655353947423,0.0
