,freq,epsilon_r,epsilon_i
0,75000000000.0,2.1497699655360925,0.027656315486611658
1,75025000000.0,2.14837081306519,0.027738910954758916
2,75050000000.0,2.146981293729403,0.0278088795480576
3,75075000000.0,2.1456014567032202,0.02786624327563846
4,75100000000.0,2.144231383118261,0.02791101912007324
5,75125000000.0,2.1428711856224956,0.02794321930824024
6,75150000000.0,2.141521007872623,0.02796285155452011
7,75175000000.0,2.140181023906901,0.02796991948584011
8,75200000000.0,2.1388514373729213,0.02796442299615984
9,75225000000.0,2.137532480763196,0.02794635877143777
10,75250000000.0,2.1362244144721587,0.027915720785617992
11,75275000000.0,2.134927525785345,0.0278725008748898
12,75300000000.0,2.1336421278075663,0.02781668936945142
13,75325000000.0,2.1323685583052088,0.027748275753312436
14,75350000000.0,2.13110717840928,0.027667249349593675
15,75375000000.0,2.129858371341036,0.027573600082054974
16,75400000000.0,2.128622540986248,0.027467319207127344
17,75425000000.0,2.1274001104613833,0.027348400125266525
18,75450000000.0,2.126191520567468,0.02721683918098921
19,75475000000.0,2.124997228228919,0.027072636498887852
20,75500000000.0,2.1238177048654228,0.026915796815478104
21,75525000000.0,2.12265343470781,0.02674633032967222
22,75550000000.0,2.12150491310803,0.026564253563098158
23,75575000000.0,2.1203726447714852,0.02636959016879384
24,75600000000.0,2.1192571419821724,0.026162371815477384
25,75625000000.0,2.1181589228186284,0.02594263898649564
26,75650000000.0,2.1170785093282136,0.025710441822079468
27,75675000000.0,2.1160164256779743,0.025465840872058717
28,75700000000.0,2.114973196367656,0.025208907898509474
29,75725000000.0,2.1139493443505226,0.024939726598410376
30,75750000000.0,2.112945389237069,0.02465839330427246
31,75775000000.0,2.111961845474069,0.024365017691111712
32,75800000000.0,2.1109992205267685,0.024059723353085174
33,75825000000.0,2.1100580131208004,0.023742648436033027
34,75850000000.0,2.109138711529805,0.023413946160779672
35,75875000000.0,2.108241791794418,0.02307378530876068
36,75900000000.0,2.107367716122805,0.022722350671873857
37,75925000000.0,2.1065169312181298,0.022359843446378026
38,75950000000.0,2.1056898667195707,0.02198648156487088
39,75975000000.0,2.1048869336991016,0.02160249993369849
40,76000000000.0,2.104108523161301,0.02120815070233852
41,76025000000.0,2.103355004691664,0.020803703350614645
42,76050000000.0,2.1026267250895945,0.02038944485244
43,76075000000.0,2.1019240071116405,0.019965679643283336
44,76100000000.0,2.101247148311133,0.019532729598328268
45,76125000000.0,2.1005964198910774,0.01909093397133593
46,76150000000.0,2.099972065720194,0.018640649170569595
47,76175000000.0,2.0993743013465997,0.018182248571650416
48,76200000000.0,2.0988033131645376,0.01771612223732752
49,76225000000.0,2.0982592576169425,0.01724267652573223
50,76250000000.0,2.0977422605291784,0.0167623337007977
51,76275000000.0,2.0972524164947064,0.01627553147594683
52,76300000000.0,2.096789788386364,0.015782722434796857
53,76325000000.0,2.096354406928499,0.015284373490854819
54,76350000000.0,2.0959462703497884,0.014780965192689604
55,76375000000.0,2.0955653441971225,0.014272991060559294
56,76400000000.0,2.095211561151165,0.013760956818002051
57,76425000000.0,2.094884820981377,0.013245379570621777
58,76450000000.0,2.0945849905774634,0.012726786975116993
59,76475000000.0,2.0943119040768687,0.012205716336570737
60,76500000000.0,2.094065363076687,0.01168271365355642
61,76525000000.0,2.093845136891606,0.011158332639880362
62,76550000000.0,2.093650962978346,0.010633133725251208
63,76575000000.0,2.0934825473383416,0.010107682944996846
64,76600000000.0,2.0933395650882067,0.009582550919499524
65,76625000000.0,2.093221661040048,0.009058311668846365
66,76650000000.0,2.0931284504007466,0.00853554151704022
67,76675000000.0,2.093059519495142,0.008014817900682867
68,76700000000.0,2.0930144266132857,0.007496718180287345
69,76725000000.0,2.092992702865522,0.006981818434177254
70,76750000000.0,2.0929938531399626,0.0064706922551252795
71,76775000000.0,2.093017357089042,0.005963909504866601
72,76800000000.0,2.09306267018598,0.005462035081526728
73,76825000000.0,2.09312922482893,0.004965627691898115
74,76850000000.0,2.0932164314905144,0.0044752385902581135
75,76875000000.0,2.093323679914131,0.0039914103789897475
76,76900000000.0,2.0934503403494507,0.0035146757502745067
77,76925000000.0,2.093595764821762,0.0030455562848135513
78,76950000000.0,2.093759288443486,0.002584561264022547
79,76975000000.0,2.093940230748788,0.002132186457733328
80,77000000000.0,2.0941378970583955,0.0016889130082272251
81,77025000000.0,2.0943515798691066,0.0012552062600435046
82,77050000000.0,2.09458056025852,0.0008315146667348572
83,77075000000.0,2.0948241093133593,0.00041826874260824976
84,77100000000.0,2.095081489568853,1.5879990107621936e-05
85,77125000000.0,2.0953821863936293,0.0
86,77150000000.0,2.0956956071484707,0.0
87,77175000000.0,2.0960196878934068,0.0
88,77200000000.0,2.096353641945765,0.0
89,77225000000.0,2.096696683128532,0.0
90,77250000000.0,2.0970480273094543,0.0
91,77275000000.0,2.0974068939323938,0.0
92,77300000000.0,2.0977725075344034,0.0
93,77325000000.0,2.098144099234163,0.0
94,77350000000.0,2.098520908212397,0.0
95,77375000000.0,2.098902183152795,0.0
96,77400000000.0,2.099287183662888,0.0
97,77425000000.0,2.099675181657809,0.0
98,77450000000.0,2.1000654627130038,0.0
99,77475000000.0,2.1004573273728453,0.0
100,77500000000.0,2.1008500924298183,0.0
101,77525000000.0,2.101243092144152,0.0
102,77550000000.0,2.101635679426215,0.0
103,77575000000.0,2.102027226973424,0.0
104,77600000000.0,2.102417128342474,0.0
105,77625000000.0,2.102804798979149,0.0
106,77650000000.0,2.1031896771817125,0.0
107,77675000000.0,2.103571225014711,0.0
108,77700000000.0,2.103948929149501,0.0
109,77725000000.0,2.104322301651142,0.0
110,77750000000.0,2.104690880693915,0.0
111,77775000000.0,2.1050542312096296,0.0
112,77800000000.0,2.1054119454684246,0.0
113,77825000000.0,2.1057636435867804,0.0
114,77850000000.0,2.106108973963319,0.0
115,77875000000.0,2.106447613640569,0.0
116,77900000000.0,2.1067792685928604,0.0
117,77925000000.0,2.1071036739340543,0.0
118,77950000000.0,2.1074205940537944,0.0
119,77975000000.0,2.1077298226746057,0.0
120,78000000000.0,2.1080311828264047,0.0
121,78025000000.0,2.1083245267511947,0.0
122,78050000000.0,2.108609735721497,0.0
123,78075000000.0,2.1088867197854166,0.0
124,78100000000.0,2.109155417434712,0.0
125,78125000000.0,2.10941579519346,0.0
126,78150000000.0,2.109667847131036,0.0
127,78175000000.0,2.1099115943023934,0.0
128,78200000000.0,2.110147084113965,0.0
129,78225000000.0,2.1103743896160645,0.0
130,78250000000.0,2.1105936087286423,0.0
131,78275000000.0,2.110804863395524,0.0
132,78300000000.0,2.111008298675756,0.0
133,78325000000.0,2.111204081772981,0.0
134,78350000000.0,2.1113924009991125,0.0
135,78375000000.0,2.1115734646886306,0.0
136,78400000000.0,2.111747500053623,0.0
137,78425000000.0,2.1119147519871353,0.0
138,78450000000.0,2.1120754818268304,0.0
139,78475000000.0,2.11222996606885,0.0
140,78500000000.0,2.1123784950450677,0.0
141,78525000000.0,2.1125213715669666,0.0
142,78550000000.0,2.1126589095346278,0.0
143,78575000000.0,2.1127914325253068,0.0
144,78600000000.0,2.112919272357447,0.0
145,78625000000.0,2.113042767636669,0.0
146,78650000000.0,2.1131622622923425,0.0
147,78675000000.0,2.113278104104747,0.0
148,78700000000.0,2.1133906432302623,0.0
149,78725000000.0,2.1135002307290223,0.0
150,78750000000.0,2.113607217100765,0.0
151,78775000000.0,2.1137119508285824,0.0
152,78800000000.0,2.1138147769458797,0.0
153,78825000000.0,2.113916035617338,0.0
154,78850000000.0,2.114016060751398,0.0
155,78875000000.0,2.114115178642728,0.0
156,78900000000.0,2.1142137066450606,0.0
157,78925000000.0,2.1143119518891798,0.0
158,78950000000.0,2.114410210042321,0.0
159,78975000000.0,2.114508764111821,0.0
160,79000000000.0,2.1146078833042155,0.0
161,79025000000.0,2.1147078219375426,0.0
162,79050000000.0,2.114808818411804,0.0
163,79075000000.0,2.1149110942370664,0.0
164,79100000000.0,2.1150148531342543,0.0
165,79125000000.0,2.1151202801943194,0.0
166,79150000000.0,2.115227541111945,0.0
167,79175000000.0,2.115336781485609,0.0
168,79200000000.0,2.1154503319328857,2.748304693746318e-05
169,79225000000.0,2.1155720692147697,0.00012952800043393702
170,79250000000.0,2.1156960991553526,0.00023171363248035328
171,79275000000.0,2.1158225045784103,0.0003343298657619842
172,79300000000.0,2.1159513465542643,0.0004376760111647658
173,79325000000.0,2.116082664046633,0.0005420593476895177
174,79350000000.0,2.1162164736311158,0.0006477936751985138
175,79375000000.0,2.1163527693096102,0.0007551978871215983
176,79400000000.0,2.116491522384284,0.0008645944646675871
177,79425000000.0,2.1166326814188157,0.0009763080006788314
178,79450000000.0,2.1167761722767926,0.001090663681719521
179,79475000000.0,2.116921898240093,0.0012079858142836689
180,79500000000.0,2.1170697402029317,0.0013285963330942725
181,79525000000.0,2.1172195569400194,0.0014528132804644404
182,79550000000.0,2.117371185453849,0.0015809493678620892
183,79575000000.0,2.117524441396049,0.001713310506422306
184,79600000000.0,2.1176791195576614,0.0018501943729041163
185,79625000000.0,2.11783499443701,0.0019918890189989176
186,79650000000.0,2.117991820869102,0.002138671489522722
187,79675000000.0,2.118149334731778,0.0022908065026425034
188,79700000000.0,2.118307253703344,0.0024485451386578065
189,79725000000.0,2.1184652780955973,0.002612123599485869
190,79750000000.0,2.1186230917471165,0.0027817620404529536
191,79775000000.0,2.1187803629604103,0.002957663388822009
192,79800000000.0,2.118936745504441,0.003140012263229173
193,79825000000.0,2.1190918796751355,0.003328973989458205
194,79850000000.0,2.1192453933859325,0.0035246935931658235
195,79875000000.0,2.11939690331931,0.00372729491322521
196,79900000000.0,2.119546016121181,0.003936879807513935
197,79925000000.0,2.119692329615958,0.0041535273826498725
198,79950000000.0,2.1198354340729275,0.004377293304063393
199,79975000000.0,2.1199749135127317,0.004608209229465689
200,80000000000.0,2.1201103470115967,0.004846282270169157
201,80025000000.0,2.1202413100637902,0.005091494562743505
202,80050000000.0,2.1203673759322625,0.005343802901389776
203,80075000000.0,2.1204881170343355,0.005603138490675666
204,80100000000.0,2.1206031063370605,0.005869406756099754
205,80125000000.0,2.1207119187768115,0.006142487231423474
206,80150000000.0,2.1208141326283667,0.006422233562396596
207,80175000000.0,2.1209093309444182,0.006708473574988313
208,80200000000.0,2.120997102927108,0.0070010094650552615
209,80225000000.0,2.1210770453476497,0.007299618006336537
210,80250000000.0,2.1211487639092512,0.007604050931325146
211,80275000000.0,2.121211874600164,0.007914035317242486
212,80300000000.0,2.121266005045908,0.008229274131406169
213,80325000000.0,2.1213107958249786,0.008549446798981085
214,80350000000.0,2.1213459017406056,0.008874209888560377
215,80375000000.0,2.12137099308151,0.009203197869142274
216,80400000000.0,2.12138575680143,0.0095360239219247
217,80425000000.0,2.121389897739799,0.009872280903268136
218,80450000000.0,2.121383139702354,0.010211542246564604
219,80475000000.0,2.1213652265322502,0.010553363099543824
220,80500000000.0,2.1213359231529068,0.01089728139108015
221,80525000000.0,2.1212950164959956,0.011242819021139536
222,80550000000.0,2.1212423164225904,0.0115894831434166
223,80575000000.0,2.1211776565481593,0.011936767408489415
224,80600000000.0,2.1211008949954087,0.012284153365843677
225,80625000000.0,2.12101191511903,0.012631111834861928
226,80650000000.0,2.1209106260935706,0.012977104376225956
227,80675000000.0,2.1207969634792523,0.01332158474236417
