,freq,epsilon_r,epsilon_i
,75000000000,2.17856517,0
,75025000000,2.1771606611,0
,75050000000,2.1758226428,0
,75075000000,2.1745508141,0
,75100000000,2.1733448065,0
,75125000000,2.1722041852,0
,75150000000,2.1711284494,0
,75175000000,2.1701170332,0
,75200000000,2.1691693071,0
,75225000000,2.1682845781,0
,75250000000,2.167462092,0
,75275000000,2.1667010338,0
,75300000000,2.1660005294,0
,75325000000,2.1653596475,0
,75350000000,2.1647774005,0
,75375000000,2.1642527466,0
,75400000000,2.1637845916,0
,75425000000,2.1633717904,0
,75450000000,2.1630131495,0
,75475000000,2.1627074283,0
,75500000000,2.1624533418,0
,75525000000,2.1622495625,0
,75550000000,2.1620947224,0
,75575000000,2.1619874156,0
,75600000000,2.1619262005,0
,75625000000,2.1619096021,0
,75650000000,2.1619361143,0
,75675000000,2.1620042028,0
,75700000000,2.1621123068,0
,75725000000,2.1622588423,0
,75750000000,2.162442204,0
,75775000000,2.1626607682,0
,75800000000,2.1629128952,0
,75825000000,2.1631969319,0
,75850000000,2.1635112141,0
,75875000000,2.1638540696,0
,75900000000,2.1642238202,0
,75925000000,2.1646187844,0
,75950000000,2.1650372801,0
,75975000000,2.1654776268,0
,76000000000,2.1659381483,0
,76025000000,2.1664171748,0
,76050000000,2.1669130459,0
,76075000000,2.1674241123,0
,76100000000,2.1679487385,0
,76125000000,2.168485305,0
,76150000000,2.1690322105,0
,76175000000,2.1695878742,0
,76200000000,2.1701507378,0
,76225000000,2.1707192675,0
,76250000000,2.1712919563,0
,76275000000,2.1718673256,0
,76300000000,2.1724439273,0
,76325000000,2.1730203456,0
,76350000000,2.1735951987,0
,76375000000,2.1741671405,0
,76400000000,2.1747348622,0
,76425000000,2.1752970938,0
,76450000000,2.1758526055,0
,76475000000,2.1764002093,0
,76500000000,2.1769387601,0
,76525000000,2.177467157,0
,76550000000,2.1779843442,0
,76575000000,2.1784893123,0
,76600000000,2.1789810995,0
,76625000000,2.1794587918,0
,76650000000,2.1799215242,0
,76675000000,2.1803684817,0
,76700000000,2.1807988992,0
,76725000000,2.1812120627,0
,76750000000,2.1816073092,0
,76775000000,2.1819840275,0
,76800000000,2.1823416582,0
,76825000000,2.1826796939,0
,76850000000,2.1829976793,0
,76875000000,2.1833294166,0.0004511732
,76900000000,2.1836457113,0.0009749308
,76925000000,2.1839412617,0.0015054675
,76950000000,2.1842157693,0.0020421605
,76975000000,2.1844689859,0.0025843687
,77000000000,2.1847007132,0.0031314343
,77025000000,2.1849108026,0.0036826846
,77050000000,2.1850991546,0.0042374342
,77075000000,2.185265718,0.004794987
,77100000000,2.1854104898,0.0053546379
,77125000000,2.1855335138,0.005915675
,77150000000,2.1856348803,0.0064773818
,77175000000,2.1857147248,0.0070390391
,77200000000,2.1857732273,0.0075999276
,77225000000,2.1858106109,0.0081593293
,77250000000,2.1858271409,0.0087165302
,77275000000,2.1858231235,0.0092708221
,77300000000,2.1857989043,0.0098215049
,77325000000,2.1857548671,0.0103678886
,77350000000,2.1856914323,0.0109092953
,77375000000,2.1856090554,0.0114450611
,77400000000,2.1855082255,0.0119745386
,77425000000,2.1853894634,0.0124970978
,77450000000,2.1852533201,0.0130121289
,77475000000,2.1851003748,0.0135190438
,77500000000,2.1849312332,0.0140172773
,77525000000,2.1847465256,0.0145062893
,77550000000,2.1845469049,0.0149855663
,77575000000,2.1843330446,0.0154546223
,77600000000,2.1841056371,0.0159130009
,77625000000,2.1838653912,0.016360276
,77650000000,2.1836130302,0.0167960529
,77675000000,2.1833492902,0.0172199698
,77700000000,2.1830749175,0.0176316982
,77725000000,2.1827906667,0.0180309441
,77750000000,2.1824972987,0.0184174484
,77775000000,2.1821955783,0.0187909875
,77800000000,2.1818862727,0.019151374
,77825000000,2.1815701485,0.0194984564
,77850000000,2.1812479708,0.0198321201
,77875000000,2.1809205003,0.020152287
,77900000000,2.1805884914,0.0204589152
,77925000000,2.1802526907,0.0207519995
,77950000000,2.1799138349,0.0210315705
,77975000000,2.1795726485,0.0212976945
,78000000000,2.1792298426,0.021550473
,78025000000,2.1788861129,0.0217900418
,78050000000,2.1785421379,0.0220165706
,78075000000,2.1781985774,0.0222302617
,78100000000,2.1778560711,0.0224313495
,78125000000,2.1775152367,0.0226200992
,78150000000,2.177176669,0.0227968057
,78175000000,2.1768409381,0.0229617925
,78200000000,2.1765085885,0.02311541
,78225000000,2.1761801379,0.0232580347
,78250000000,2.1758560762,0.0233900673
,78275000000,2.1755368642,0.0235119312
