,freq,alpha,delay,azimuth,ellipticity_angle
0,297997069000.0,46.01947647866,270.6588501697901,81.05008079044471,-43.9286422806882
1,302882267000.0,46.113956243571195,270.7440173111005,80.77114072260673,-43.82559836685781
2,307767465000.0,46.191969217069506,270.8187213563943,80.5283163867654,-43.73973412934384
3,312652662000.0,46.254367879891745,270.88278362518815,80.31301446660912,-43.67028537422946
4,317537860000.0,46.30201201289719,270.9361196394635,80.12019371634068,-43.616466693655774
5,322423058000.0,46.33576473920466,270.9787370635471,79.94679275735484,-43.577475687551846
6,327308256000.0,46.35648890594445,271.0107327390793,79.7909335487517,-43.55249648826209
7,332193454000.0,46.36504363101766,271.03228871434123,79.65149183478853,-43.54070309418538
8,337078652000.0,46.36228111522919,271.0436674623962,79.52785558427097,-43.541262535401714
9,341963850000.0,46.34904371666786,271.04520639126275,79.41978728676636,-43.553337932709795
10,346849047000.0,46.326161298193746,271.03731176878546,79.32734832190175,-43.576091459523916
11,351734245000.0,46.29444881588355,271.020452168447,79.25086414475001,-43.60868723977452
12,356619443000.0,46.25470421891193,270.9951515821776,79.1909204873485,-43.65029410003969
13,361504641000.0,46.20770655746386,270.96198227920274,79.14838696853265,-43.70008825957588
14,366389839000.0,46.154214352304884,270.9215575358111,79.12447049139459,-43.75725588000666
15,371275037000.0,46.094964186672925,270.8745243272986,79.12080593736235,-43.82099548200068
16,376160234000.0,46.030669521020315,270.82155608271916,79.13959928769737,-43.89052018902479
17,381045432000.0,45.962019631620365,270.76334551446774,79.18385026157928,-43.965059855370406
18,385930630000.0,45.889678854631875,270.700597758796,79.25770242407636,-44.04386281464438
19,390815828000.0,45.81428585314078,270.634023670835,79.36700819305568,-44.12619745459653
20,395701026000.0,45.73645308437194,270.56433348648244,79.52027434341099,-44.21135326224535
21,400586224000.0,45.65676637260835,270.4922308320423,79.73031960069429,-44.298641137595176
22,405471422000.0,45.57578458432072,270.4184071276292,80.01735419565803,-44.3873923561794
23,410356619000.0,45.4940394075283,270.34353642814733,80.41513306367322,-44.47695475276893
24,415241817000.0,45.41203512167956,270.2682706310173,80.98445359882616,-44.56668258320473
25,420127015000.0,45.33024859819208,270.193235296614,81.84666479019005,-44.655908888437786
26,425012213000.0,45.24912918704211,270.1190257838754,83.28254789419867,-44.743861274188575
27,429897411000.0,45.16909873269779,270.04620393540205,86.11030215950562,-44.829330506202005
28,434782609000.0,45.09055161325142,269.97529521996336,93.88395000374186,-44.90860976149889
29,439667807000.0,45.01385481518655,269.9067863431496,126.72217689622465,-44.95137745183194
30,444553004000.0,44.93934805615854,269.8411233308194,153.6810819644576,-44.90005452553667
31,449438202000.0,44.867343864041885,269.7787099940055,160.08483629071145,-44.82725776545716
32,454323400000.0,44.798127840054455,269.7199069605346,162.6250054143358,-44.754306955700415
33,459208598000.0,44.73195880185724,269.66503098626066,164.00092734913332,-44.68393620045106
34,464093796000.0,44.66906903881923,269.6143547290091,164.88667104151804,-44.616993190657524
35,468978994000.0,44.60966458974698,269.56810688062046,165.5244504541238,-44.553915071627706
36,473864191000.0,44.553925572797674,269.52647265445006,166.02204556149593,-44.494990197285226
37,478749389000.0,44.5020065041516,269.4895945529015,166.43461825299718,-44.4404292790604
38,483634587000.0,44.45403677839311,269.45757351305406,166.7933550889252,-44.390390651853615
39,488519785000.0,44.41012108570706,269.43047023135557,167.1172733185527,-44.34499105939386
40,493404983000.0,44.37033994232918,269.408306768477,167.41869801010643,-44.30431119487471
41,498290181000.0,44.33475026701444,269.3910683517053,167.70604359636692,-44.268399028094464
42,503175379000.0,44.303386017533484,269.3787053542166,167.98533181414277,-44.2372721463219
43,508060576000.0,44.27625889395428,269.37113542287284,168.26107086566157,-44.21091963782013
44,512945774000.0,44.2533590778799,269.3682457183633,168.53679185081475,-44.18930373040589
45,517830972000.0,44.23465608880905,269.3698952604268,168.81539122977975,-44.172361381612994
46,522716170000.0,44.220099645679426,269.3759173204197,169.09936054852932,-44.16000577112186
47,527601368000.0,44.209620617337,269.3861218613459,169.39094768037535,-44.15212780709131
48,532486566000.0,44.20313202423364,269.400297990319,169.69227654100553,-44.14859762403694
49,537371764000.0,44.20053009392087,269.41821640345427,170.00544171268618,-44.14926608081783
50,542256961000.0,44.201695365430595,269.4396317984473,170.3325887222678,-44.15396625421919
51,547142159000.0,44.20649384051313,269.4642852646554,170.67598799743823,-44.16251492850047
52,552027357000.0,44.214778170513064,269.4919065672862,171.03810738410147,-44.174714054210305
53,556912555000.0,44.226388877519284,269.52221640013585,171.42168968346198,-44.190352182681345
54,561797753000.0,44.24115560130905,269.55492853137474,171.82983924595166,-44.2092058475905
55,566682951000.0,44.258898364897895,269.58975185824465,172.2661235479968,-44.23104087786381
56,571568149000.0,44.27942885145865,269.62639235957437,172.73469630253996,-44.25561361644202
57,576453346000.0,44.302551680083056,269.6645549331049,173.2404503902134,-44.28267200725093
58,581338544000.0,44.328065702202686,269.70394516184865,173.78921231054403,-44.311956542796004
59,586223742000.0,44.355765238737796,269.7442708898266,174.38799152142468,-44.343200931828505
60,591108940000.0,44.385441345380066,269.7852437635489,175.04530722754046,-44.37613252088604
61,595994138000.0,44.416883028999685,269.82658062370234,175.7716194834566,-44.41047227926334
62,600879336000.0,44.449878435700164,269.8680047955633,176.57990473116394,-44.4459342244762
63,605764533000.0,44.48421599241922,269.90924726506654,177.48643033890886,-44.48222404969255
64,610649731000.0,44.51968553877106,269.9500477947136,178.51180449620313,-44.51903666572536
65,615534929000.0,44.55607933742333,269.99015585682776,179.6823984272021,-44.55605205315019
66,620420127000.0,44.59319309885957,270.02933155754766,1.0322674360531463,-44.59292884476392
67,625305325000.0,44.63082691124989,270.0673464290976,2.6056920449837677,-44.62929446717242
68,630190523000.0,44.66878611338585,270.10398414557216,4.460384932094589,-44.66473041612196
69,635075721000.0,44.706882100738696,270.13904115798505,6.6710959279414626,-44.698750858736
70,639960918000.0,44.744933054380766,270.172327246,9.332444078313063,-44.730773105917784
71,644846116000.0,44.78276463771628,270.2036660301169,12.55760910375537,-44.760081332905955
72,649731314000.0,44.82021054297712,270.23289534626025,16.465137708324686,-44.78579418446896
73,654616512000.0,44.857113042892614,270.2598676220432,21.140692033097196,-44.80686963532581
74,659501710000.0,44.89332343057133,270.2844501539173,26.563930571358174,-44.822214259608266
75,664386908000.0,44.92870239503151,270.3065253288758,32.52602936059985,-44.830965257158155
76,669272106000.0,44.963120325724304,270.3259907853703,38.62536754619691,-44.83288448984288
77,674157303000.0,44.9964575409934,270.3427595115703,44.407922303266176,-44.82858363683988
78,679042501000.0,45.0286044830339,270.3567599014787,49.55514179898097,-44.819341170431734
79,683927699000.0,45.05946178002758,270.3679357195186,53.955960779845284,-44.80666136416551
80,688812897000.0,45.08894031485498,270.376246042969,57.651978391179775,-44.79191218893286
81,693698095000.0,45.11696120058127,270.38166512974874,60.75222293537553,-44.77617688252377
82,698583293000.0,45.143455707492386,270.3841822338873,63.37660284470518,-44.76025382422554
83,703468490000.0,45.168365133515536,270.3838013657255,65.63140772236986,-44.74471140589657
84,708353688000.0,45.191640651691465,270.38054099597423,67.60309639125903,-44.72994729818152
85,713238886000.0,45.213243062944095,270.3744337070482,69.3595978947156,-44.7162358253902
86,718124084000.0,45.233142560165454,270.3655257910949,70.95376682078617,-44.703761933695084
87,723009282000.0,45.25131843025029,270.35387679580145,72.42687978053867,-44.692644591884026
88,727894480000.0,45.26775872935998,270.3395590202346,73.81154187151512,-44.68295271672595
89,732779678000.0,45.28245993008995,270.32265696244906,75.13392702889966,-44.674716050869826
90,737664875000.0,45.29542654193283,270.3032667253331,76.41544910052257,-44.66793268257941
91,742550073000.0,45.30667072399387,270.28149535854647,77.67399145613635,-44.66257432600034
92,747435271000.0,45.31621185468598,270.2574602002694,78.924801056815,-44.65859012503116
93,752320469000.0,45.3240761148936,270.2312881427223,80.18113604993592,-44.655909446499585
94,757205667000.0,45.33029604723949,270.20311488328923,81.45472289053885,-44.65444401935
95,762090865000.0,45.3349101111419,270.1730841424592,82.75606544202644,-44.65408964826424
96,766976063000.0,45.337962233752044,270.14134685635577,84.0946323677251,-44.65472768257174
97,771861260000.0,45.33950135925121,270.10806035530965,85.4789388283724,-44.656226387913335
98,776746458000.0,45.339581000293684,270.0733874914367,86.91653372388092,-44.65844235673452
99,781631656000.0,45.33825878987605,270.0374958230464,88.41389419167454,-44.66122208339317
100,786516854000.0,45.33559604195826,270.00055672415675,89.97623893453616,-44.66440384260262
101,791402052000.0,45.33165731719617,269.9627445255066,91.60726584240885,-44.667819998882784
102,796287250000.0,45.32650999791333,269.92423565154354,93.30883325920627,-44.671299869602606
103,801172447000.0,45.3202238746937,269.885207772767,95.08061390275002,-44.67467323107825
104,806057645000.0,45.31287073764915,269.8458389299391,96.91976787168988,-44.677774502657236
105,810942843000.0,45.30452399337342,269.80630675471514,98.82068745774355,-44.68044753547289
106,815828041000.0,45.29525828266791,269.76678763106617,100.77488745151061,-44.68255083194698
107,820713239000.0,45.28514911860674,269.72745592116416,102.77109839115766,-44.68396285772811
108,825598437000.0,45.27427253828533,269.68848321168025,104.79560754232791,-44.684586998747825
109,830483635000.0,45.26270476988897,269.6500375920023,106.83285265354048,-44.68435564376727
110,835368832000.0,45.25052191805417,269.61228297495614,108.86622562896689,-44.68323289893217
111,840254030000.0,45.23779965255009,269.5753784168828,110.87900043430565,-44.68121557178627
112,845139228000.0,45.22461293820842,269.5394775550453,112.85526199981933,-44.678332289246754
113,850024426000.0,45.21103575624392,269.5047280097146,114.7807257883861,-44.674640864220954
