,freq,lin_pol_deg
0,297997069000.0,3.7388722800267162
1,302882267000.0,4.098286935745659
2,307767465000.0,4.397738997765331
3,312652662000.0,4.639913189057452
4,317537860000.0,4.827565194258718
5,322423058000.0,4.963506277284118
6,327308256000.0,5.050590760507988
7,332193454000.0,5.091704504199731
8,337078652000.0,5.089754218017709
9,341963850000.0,5.047657311672509
10,346849047000.0,4.968332183164499
11,351734245000.0,4.854688770944538
12,356619443000.0,4.709619607568988
13,361504641000.0,4.535991046015725
14,366389839000.0,4.336634904098547
15,371275037000.0,4.114340483162407
16,376160234000.0,3.8718470900994637
17,381045432000.0,3.611836860077934
18,385930630000.0,3.3369288029362627
19,390815828000.0,3.049673362790862
20,395701026000.0,2.752548744007565
21,400586224000.0,2.4479597211937816
22,405471422000.0,2.1382411113313764
23,410356619000.0,1.8256709067254653
24,415241817000.0,1.512505451298871
25,420127015000.0,1.201075685327035
26,425012213000.0,0.8940809091771983
27,429897411000.0,0.5957453958818175
28,434782609000.0,0.3190115721211979
29,439667807000.0,0.16972462976134914
30,444553004000.0,0.34887481265361797
31,449438202000.0,0.6029804960259698
32,454323400000.0,0.8576200009413446
33,459208598000.0,1.1032484080285903
34,464093796000.0,1.3369061483045006
35,468978994000.0,1.5570672244490407
36,473864191000.0,1.762725463970433
37,478749389000.0,1.9531460939413763
38,483634587000.0,2.127777466192641
39,488519785000.0,2.286213323286383
40,493404983000.0,2.4281733708581124
41,498290181000.0,2.5534915796509723
42,503175379000.0,2.662107937082545
43,508060576000.0,2.75406180496671
44,512945774000.0,2.829486144143496
45,517830972000.0,2.888601921338517
46,522716170000.0,2.9317128708656703
47,527601368000.0,2.959200221533123
48,532486566000.0,2.9715174659555683
49,537371764000.0,2.9691851411944485
50,542256961000.0,2.952785634769415
51,547142159000.0,2.922958012887751
52,552027357000.0,2.8803929619252093
53,556912555000.0,2.825827818702965
54,561797753000.0,2.760041787314889
55,566682951000.0,2.6838513954539565
56,571568149000.0,2.5981062774765067
57,576453346000.0,2.5036854141702416
58,581338544000.0,2.401493854578522
59,586223742000.0,2.292460409582366
60,591108940000.0,2.177536198855562
61,595994138000.0,2.0576947157059275
62,600879336000.0,1.933933839037764
63,605764533000.0,1.8072806253994398
64,610649731000.0,1.67879988492702
65,615534929000.0,1.5496086517118455
66,620420127000.0,1.4208985732917405
67,625305325000.0,1.2939703084012515
68,630190523000.0,1.1702849093900225
69,635075721000.0,1.0515384971231927
70,639960918000.0,0.939765314077827
71,644846116000.0,0.837464346039243
72,649731314000.0,0.747712384304833
73,654616512000.0,0.6741470433511102
74,659501710000.0,0.6205853231253291
75,664386908000.0,0.5900391388500692
76,669272106000.0,0.5833398682564526
77,674157303000.0,0.598352415303792
78,679042501000.0,0.630614100028212
79,683927699000.0,0.674874030306815
80,688812897000.0,0.7263571000906832
81,693698095000.0,0.7812821199243107
82,698583293000.0,0.8368622588444109
83,703468490000.0,0.8911135079178537
84,708353688000.0,0.9426477991934296
85,713238886000.0,0.9905076319724393
86,718124084000.0,1.0340474968038456
87,723009282000.0,1.0728521869284253
88,727894480000.0,1.106681204275905
89,732779678000.0,1.1354307851467955
90,737664875000.0,1.1591076489393357
91,742550073000.0,1.1778105649889834
92,747435271000.0,1.191717073863651
93,752320469000.0,1.201073737462536
94,757205667000.0,1.2061886726586142
95,762090865000.0,1.2074255710232211
96,766976063000.0,1.205198573193804
97,771861260000.0,1.1999674829521092
98,776746458000.0,1.1922328458835383
99,781631656000.0,1.182530453417892
100,786516854000.0,1.171424787881023
101,791402052000.0,1.1595009628093376
102,796287250000.0,1.1473547305411602
103,801172447000.0,1.13558024477936
104,806057645000.0,1.124755456153231
105,810942843000.0,1.1154253967601795
106,815828041000.0,1.1080839607791733
107,820713239000.0,1.1031553622395545
108,825598437000.0,1.1009768313909156
109,830483635000.0,1.101784363639619
110,835368832000.0,1.1057032437128356
111,840254030000.0,1.1127446106515528
112,845139228000.0,1.1228085365985063
113,850024426000.0,1.135693219137341
114,854909624000.0,1.1511090575174512
115,859794822000.0,1.1686958857729426
116,864680020000.0,1.1880414947919868
117,869565217000.0,1.2086997732213978
118,874450415000.0,1.230207244307592
119,879335613000.0,1.2520971783518848
120,884220811000.0,1.2739110603909114
121,889106009000.0,1.2952073886942792
122,893991207000.0,1.315568088517337
123,898876404000.0,1.3346029021108226
124,903761602000.0,1.351952174857085
125,908646800000.0,1.3672883538996852
126,913531998000.0,1.3803166011061725
127,918417196000.0,1.390774725719008
128,923302394000.0,1.3984326680475794
129,928187592000.0,1.4030916864484222
130,933072789000.0,1.4045833625601258
131,937957987000.0,1.4027685075561898
132,942843185000.0,1.3975360240200456
133,947728383000.0,1.3888017694108956
134,952613581000.0,1.3765074419246381
135,957498779000.0,1.3606195110381671
136,962383977000.0,1.3411282056525147
137,967269174000.0,1.3180465766393268
138,972154372000.0,1.291409614880183
139,977039570000.0,1.2612735108962623
140,981924768000.0,1.2277149785843264
141,986809966000.0,1.1908307362024786
142,991695164000.0,1.1507371525336174
143,996580362000.0,1.107570113234702
144,1001465560000.0,1.0614851826344236
145,1006350760000.0,1.0126581531407957
146,1011235960000.0,0.9612862542472097
147,1016121150000.0,0.9075902013913528
148,1021006350000.0,0.8518170257362755
149,1025891550000.0,0.794245924120324
150,1030776750000.0,0.7351960518870265
151,1035661940000.0,0.6750398814884315
152,1040547140000.0,0.6142239358773648
153,1045432340000.0,0.5533044769162299
154,1050317540000.0,0.4930056216930816
155,1055202740000.0,0.43431901190649413
156,1060087930000.0,0.3786719429157024
157,1064973130000.0,0.32819431874269206
158,1069858330000.0,0.2860615232876147
159,1074743530000.0,0.2566138926564164
160,1079628720000.0,0.24438873089094176
161,1084513920000.0,0.2515345184885748
162,1089399120000.0,0.27596132303114806
163,1094284320000.0,0.31291861033504065
164,1099169520000.0,0.3577264871788923
165,1104054710000.0,0.4069322048082938
166,1108939910000.0,0.45823022139991326
167,1113825110000.0,0.5100938038662032
168,1118710310000.0,0.5614793960573042
169,1123595510000.0,0.6116399245583111
170,1128480700000.0,0.6600147500475791
171,1133365900000.0,0.7061659817346639
172,1138251100000.0,0.7497402400875691
173,1143136300000.0,0.7904467040197127
174,1148021490000.0,0.8280436067171403
175,1152906690000.0,0.8623306886388965
176,1157791890000.0,0.893144330114952
177,1162677090000.0,0.9203557112703259
178,1167562290000.0,0.9438701170647015
179,1172447480000.0,0.9636274009216274
180,1177332680000.0,0.9796034999979327
181,1182217880000.0,0.9918122678868071
182,1187103080000.0,1.0003083527584202
183,1191988280000.0,1.005190453576956
184,1196873470000.0,1.006605190438462
185,1201758670000.0,1.0047515218251541
186,1206643870000.0,0.9998856293880803
187,1211529070000.0,0.9923262058194329
188,1216414260000.0,0.9824598723289252
189,1221299460000.0,0.9707462033282717
190,1226184660000.0,0.9577219683939814
191,1231069860000.0,0.9440031049451085
192,1235955060000.0,0.930283174440727
193,1240840250000.0,0.9173261984633166
194,1245725450000.0,0.9059514120966996
195,1250610650000.0,0.8970081507019467
196,1255495850000.0,0.8913391247376895
197,1260381050000.0,0.8897333592775357
198,1265266240000.0,0.8928725473205976
199,1270151440000.0,0.9012780516463856
200,1275036640000.0,0.9152675250292971
201,1279921840000.0,0.934929623393651
202,1284807030000.0,0.9601213020833671
203,1289692230000.0,0.9904872288359448
204,1294577430000.0,1.0254948478545758
205,1299462630000.0,1.0644780491411383
206,1304347830000.0,1.1066810051486335
207,1309233020000.0,1.151296942879081
208,1314118220000.0,1.197499706642238
209,1319003420000.0,1.244466338285286
210,1323888620000.0,1.2913935025580145
211,1328773820000.0,1.3375079604990394
212,1333659010000.0,1.3820731448118055
213,1338544210000.0,1.4243936535271762
214,1343429410000.0,1.4638173416107387
215,1348314610000.0,1.4997375759582283
216,1353199800000.0,1.5315946951865078
217,1358085000000.0,1.558877902008289
218,1362970200000.0,1.5811267047050608
219,1367855400000.0,1.5979332984312589
220,1372740600000.0,1.6089449103975275
221,1377625790000.0,1.6138665090827269
222,1382510990000.0,1.612463818346235
223,1387396190000.0,1.6045664809176046
224,1392281390000.0,1.5900715350171526
225,1397166590000.0,1.568946977152805
226,1402051780000.0,1.541235516610915
227,1406936980000.0,1.507058089748659
228,1411822180000.0,1.4666179641958408
229,1416707380000.0,1.4202042273709543
230,1421592570000.0,1.3681954914450072
231,1426477770000.0,1.311062692788944
232,1431362970000.0,1.2493724301211024
233,1436248170000.0,1.183788328008502
234,1441133370000.0,1.115071371180184
235,1446018560000.0,1.0440777084374784
236,1450903760000.0,0.9717514674524774
237,1455788960000.0,0.8991121019830487
238,1460674160000.0,0.8272292616739748
239,1465559360000.0,0.7571814725415507
240,1470444550000.0,0.6899903155264095
241,1475329750000.0,0.6265215845679045
242,1480214950000.0,0.5673513547284312
243,1485100150000.0,0.5126010355441386
244,1489985340000.0,0.4617694275828486
245,1494870540000.0,0.4136062184712837
246,1499755740000.0,0.36607915753565173
247,1504640940000.0,0.31645854231546905
248,1509526140000.0,0.2615001803957864
249,1514411330000.0,0.19767182493485294
250,1519296530000.0,0.12139140605363387
251,1524181730000.0,0.03013312007895385
252,1529066930000.0,0.0846179455355483
253,1533952130000.0,0.21963806535038605
254,1538837320000.0,0.3812821560062422
255,1543722520000.0,0.5724684111108432
256,1548607720000.0,0.7962118677862438
