,freq,lin_pol_deg
0,297997069000.0,4.24571911422721
1,302882267000.0,4.015333935508189
2,307767465000.0,3.734936513302869
3,312652662000.0,3.367181524329651
4,317537860000.0,2.9022793385705024
5,322423058000.0,2.354313392297245
6,327308256000.0,1.755204553427574
7,332193454000.0,1.1464013152601424
8,337078652000.0,0.8449363685838743
9,341963850000.0,0.8744826014537948
10,346849047000.0,1.0945197681974572
11,351734245000.0,1.3673034340776002
12,356619443000.0,1.63323857742826
13,361504641000.0,1.8723220131795604
14,366389839000.0,2.077143728180152
15,371275037000.0,2.244393869443484
16,376160234000.0,2.3727843834748166
17,381045432000.0,2.4628307865330874
18,385930630000.0,2.5169384550273297
19,390815828000.0,2.539300807203129
20,395701026000.0,2.5354834237913013
21,400586224000.0,2.5117065147163538
22,405471422000.0,2.473958370490704
23,410356619000.0,2.4271943653407386
24,415241817000.0,2.3749198648055083
25,420127015000.0,2.319348973235609
26,425012213000.0,2.2620820403351067
27,429897411000.0,2.2049949866824874
28,434782609000.0,2.15093028174859
29,439667807000.0,2.103858280078637
30,444553004000.0,2.0683882129510374
31,449438202000.0,2.0487143810452664
32,454323400000.0,2.0472792460906217
33,459208598000.0,2.063600375038707
34,464093796000.0,2.093784754363468
35,468978994000.0,2.1311296653142087
36,473864191000.0,2.167792893605849
37,478749389000.0,2.1969411463781863
38,483634587000.0,2.214446696967719
39,488519785000.0,2.2194521845462907
40,493404983000.0,2.213771885394017
41,498290181000.0,2.2006234770291617
42,503175379000.0,2.1832937797006133
43,508060576000.0,2.164155507634976
44,512945774000.0,2.144220815295291
45,517830972000.0,2.1232346474808863
46,522716170000.0,2.1001746086196054
47,527601368000.0,2.0739046506459795
48,532486566000.0,2.043713280793009
49,537371764000.0,2.0095604005431236
50,542256961000.0,1.9720063021186076
51,547142159000.0,1.93189955109756
52,552027357000.0,1.8899293010720613
53,556912555000.0,1.846149258296775
54,561797753000.0,1.7996199597770743
55,566682951000.0,1.748352737766238
56,571568149000.0,1.6897134529982414
57,576453346000.0,1.6212006252607631
58,581338544000.0,1.5412115454594575
59,586223742000.0,1.4493497014213514
60,591108940000.0,1.3461658008228212
61,595994138000.0,1.2326957071868947
62,600879336000.0,1.1102966093885063
63,605764533000.0,0.9810639890574173
64,610649731000.0,0.8487680619727103
65,615534929000.0,0.7200450370953962
66,620420127000.0,0.6053975716648855
67,625305325000.0,0.5188805448622053
68,630190523000.0,0.47373692333448114
