,freq,wls,alpha_fit,ref_ind_fit
0,297997069000.0,1006.024854559895,0.0027368091138106217,2.1065501062463587
1,302882267000.0,989.7986467461299,0.00297300738251739,2.106556404379244
2,307767465000.0,974.0875566558019,0.003218980660609849,2.106562804853631
3,312652662000.0,958.8674412118071,0.003474728894735857,2.106569307664929
4,317537860000.0,944.1156339593648,0.003740252189598759,2.1065759128125006
5,322423058000.0,929.8108511829821,0.004015550493847355,2.1065826202916718
6,327308256000.0,915.9330768607316,0.004300623807481646,2.1065894300990378
7,332193454000.0,902.4634723837755,0.004595472130501629,2.106596342231143
8,337078652000.0,889.3842912365747,0.004900095462907307,2.10660335668448
9,341963850000.0,876.6788009902216,0.005214493804698679,2.106610473455487
10,346849047000.0,864.3312143798394,0.005538667088516989,2.1066176925390656
11,351734245000.0,852.3266138046922,0.005872615447078804,2.106625013934507
12,356619443000.0,840.6509064061322,0.006216338815026313,2.1066324376366286
13,361504641000.0,829.2907586765947,0.006569837192359515,2.106639963641663
14,366389839000.0,818.2335482289398,0.006933110579078412,2.1066475919457908
15,371275037000.0,807.4673170122127,0.007306158975183002,2.106655322545141
16,376160234000.0,796.9807302916555,0.007688982301308865,2.1066631554341786
17,381045432000.0,786.7630282994706,0.0080815807141839,2.106671090612133
18,385930630000.0,776.8040023151311,0.008483954136444627,2.1066791280733868
19,390815828000.0,767.0939519880449,0.008896102568091048,2.106687267813861
20,395701026000.0,757.6236559972933,0.009318026009123162,2.1066955098294255
21,400586224000.0,748.3843428425038,0.00974972445954097,2.106703854115899
22,405471422000.0,739.3676637462257,0.010191197919344475,2.106712300669048
23,410356619000.0,730.5656692721703,0.010642446295162639,2.1067208494828256
24,415241817000.0,721.9707787763581,0.01110346977173659,2.106729500556396
25,420127015000.0,713.5757694610522,0.011574268257696231,2.1067382538836297
26,425012213000.0,705.3737488715414,0.012054841753041565,2.1067471094600863
27,429897411000.0,697.3581378465199,0.012545190257772594,2.1067560672812737
28,434782609000.0,689.5226529173342,0.013045313771889316,2.1067651273426478
29,439667807000.0,681.861289880612,0.01355521229539173,2.1067742896396116
