,freqs,delta
785,94625000000.0,1.3417140851811176
786,94650000000.0,1.3410792115201315
787,94675000000.0,1.3404441793791788
788,94700000000.0,1.3398089927911758
789,94725000000.0,1.3391736556456113
790,94750000000.0,1.3385381716761746
791,94775000000.0,1.3379025451726214
792,94800000000.0,1.337266779947728
793,94825000000.0,1.3366308799593707
794,94850000000.0,1.33599484930521
795,94875000000.0,1.3353586918303335
796,94900000000.0,1.3347224115253984
797,94925000000.0,1.3340860125173206
798,94950000000.0,1.333449498735007
799,94975000000.0,1.3328128742090781
800,95000000000.0,1.3321761430412866
801,95025000000.0,1.331539309150434
802,95050000000.0,1.3309023765880772
803,95075000000.0,1.3302653495269314
804,95100000000.0,1.3296282317699357
805,95125000000.0,1.3289910275833743
806,95150000000.0,1.3283537411676607
807,95175000000.0,1.3277163762119513
808,95200000000.0,1.3270789370519038
809,95225000000.0,1.3264414277711325
810,95250000000.0,1.325803852360237
811,95275000000.0,1.3251662149808978
812,95300000000.0,1.3245285197683903
813,95325000000.0,1.323890770807603
814,95350000000.0,1.3232529721546817
815,95375000000.0,1.322615127952836
816,95400000000.0,1.321977242470703
817,95425000000.0,1.3213393197402923
818,95450000000.0,1.3207013638727252
819,95475000000.0,1.3200633792611984
820,95500000000.0,1.3194253695831688
821,95525000000.0,1.3187873393941105
822,95550000000.0,1.3181492928423386
823,95575000000.0,1.317511233878398
824,95600000000.0,1.3168731668730032
825,95625000000.0,1.3162350960562255
826,95650000000.0,1.3155970255782699
827,95675000000.0,1.31495895936259
828,95700000000.0,1.31432090191905
829,95725000000.0,1.3136828573188584
830,95750000000.0,1.3130448300817852
831,95775000000.0,1.3124068240108655
832,95800000000.0,1.3117688435318515
833,95825000000.0,1.311130892905294
834,95850000000.0,1.3104929763152258
835,95875000000.0,1.3098550980132153
836,95900000000.0,1.3092172622599862
837,95925000000.0,1.308579473187703
838,95950000000.0,1.3079417352649427
839,95975000000.0,1.3073040526818542
840,96000000000.0,1.3066664297089083
841,96025000000.0,1.3060288705648098
842,96050000000.0,1.3053913795538117
843,96075000000.0,1.3047539611026642
844,96100000000.0,1.3041166191735618
845,96125000000.0,1.3034793583326232
846,96150000000.0,1.302842182796273
847,96175000000.0,1.30220509697778
848,96200000000.0,1.301568105102673
849,96225000000.0,1.3009312112604026
850,96250000000.0,1.3002944202357178
851,96275000000.0,1.2996577359848618
852,96300000000.0,1.299021163083232
853,96325000000.0,1.298384705470438
854,96350000000.0,1.2977483678924029
855,96375000000.0,1.2971121545627295
856,96400000000.0,1.2964760697277786
857,96425000000.0,1.2958401178660073
858,96450000000.0,1.2952043032717364
859,96475000000.0,1.2945686302961628
860,96500000000.0,1.2939331033629784
861,96525000000.0,1.293297726772876
862,96550000000.0,1.2926625048389606
863,96575000000.0,1.2920274420937887
864,96600000000.0,1.2913925427928972
865,96625000000.0,1.2907578112551177
866,96650000000.0,1.2901232521154467
867,96675000000.0,1.2894888696300542
868,96700000000.0,1.2888546680294022
869,96725000000.0,1.2882206518167671
870,96750000000.0,1.2875868256492895
871,96775000000.0,1.2869531935222054
872,96800000000.0,1.2863197601130183
873,96825000000.0,1.285686529731287
874,96850000000.0,1.2850535067528375
875,96875000000.0,1.2844206956336623
876,96900000000.0,1.2837881009731782
877,96925000000.0,1.2831557267987554
878,96950000000.0,1.2825235778576904
879,96975000000.0,1.2818916584482525
880,97000000000.0,1.2812599729452403
881,97025000000.0,1.280628526078786
882,97050000000.0,1.279997321897483
883,97075000000.0,1.2793663650467526
884,97100000000.0,1.2787356600306652
885,97125000000.0,1.2781052110462674
886,97150000000.0,1.2774750227290268
887,97175000000.0,1.276845099539362
888,97200000000.0,1.2762154457884398
889,97225000000.0,1.2755860661800547
890,97250000000.0,1.2749569649990309
891,97275000000.0,1.2743281466450458
892,97300000000.0,1.2736996157160445
893,97325000000.0,1.2730713765136343
894,97350000000.0,1.2724434336341743
895,97375000000.0,1.271815791564509
896,97400000000.0,1.271188454710412
897,97425000000.0,1.2705614275503019
898,97450000000.0,1.269934714640451
899,97475000000.0,1.2693083202426907
900,97500000000.0,1.2686822489567982
901,97525000000.0,1.2680565054577233
902,97550000000.0,1.267431093854476
903,97575000000.0,1.2668060189386428
904,97600000000.0,1.2661812849691565
905,97625000000.0,1.2655568966278008
906,97650000000.0,1.2649328582192378
907,97675000000.0,1.26430917439075
908,97700000000.0,1.2636858494380356
909,97725000000.0,1.2630628880031098
910,97750000000.0,1.2624402945974826
911,97775000000.0,1.261818073746608
912,97800000000.0,1.2611962296660986
913,97825000000.0,1.2605747670396854
914,97850000000.0,1.2599536905586404
915,97875000000.0,1.259333004381513
916,97900000000.0,1.258712713153258
917,97925000000.0,1.258092821451004
918,97950000000.0,1.2574733335400836
919,97975000000.0,1.256854254138503
920,98000000000.0,1.256235587795812
921,98025000000.0,1.255617338755985
922,98050000000.0,1.254999511658197
923,98075000000.0,1.2543821110580509
924,98100000000.0,1.2537651412104336
925,98125000000.0,1.253148606902823
926,98150000000.0,1.2525325125489177
927,98175000000.0,1.251916862696265
928,98200000000.0,1.2513016616975032
929,98225000000.0,1.2506869140759478
930,98250000000.0,1.2500726245488065
931,98275000000.0,1.2494587975772713
932,98300000000.0,1.248845437207763
933,98325000000.0,1.2482325485149346
934,98350000000.0,1.2476201358200965
935,98375000000.0,1.2470082035273355
936,98400000000.0,1.2463967561527458
937,98425000000.0,1.2457857981829155
938,98450000000.0,1.2451753342055103
939,98475000000.0,1.2445653686096008
940,98500000000.0,1.2439559061804943
941,98525000000.0,1.2433469510279485
942,98550000000.0,1.2427385079473807
943,98575000000.0,1.2421305811709547
944,98600000000.0,1.241523175317186
945,98625000000.0,1.240916295032198
946,98650000000.0,1.2403099446124068
947,98675000000.0,1.2397041285331052
948,98700000000.0,1.239098851462558
949,98725000000.0,1.2384941178622324
950,98750000000.0,1.2378899319760144
951,98775000000.0,1.237286298670637
952,98800000000.0,1.236683222002088
953,98825000000.0,1.2360807067074073
954,98850000000.0,1.235478757480172
955,98875000000.0,1.2348773783462947
956,98900000000.0,1.2342765740320567
957,98925000000.0,1.233676349106611
958,98950000000.0,1.2330767078927274
959,98975000000.0,1.232477654942281
960,99000000000.0,1.2318791946460805
961,99025000000.0,1.2312813316926703
962,99050000000.0,1.2306840700985955
963,99075000000.0,1.2300874149019272
964,99100000000.0,1.2294913700772503
965,99125000000.0,1.2288959404067021
966,99150000000.0,1.2283011301890043
967,99175000000.0,1.227706944026662
968,99200000000.0,1.2271133863798669
969,99225000000.0,1.2265204614346568
970,99250000000.0,1.2259281738188066
971,99275000000.0,1.2253365283765505
972,99300000000.0,1.224745528674361
973,99325000000.0,1.2241551800198134
974,99350000000.0,1.223565486286238
975,99375000000.0,1.2229764522869087
976,99400000000.0,1.2223880822123823
977,99425000000.0,1.2218003805974806
978,99450000000.0,1.221213351839671
979,99475000000.0,1.220627000304465
980,99500000000.0,1.220041330854245
981,99525000000.0,1.2194563472717466
982,99550000000.0,1.2188720543701965
983,99575000000.0,1.218288456491682
984,99600000000.0,1.2177055580150438
985,99625000000.0,1.2171233635538816
986,99650000000.0,1.2165418770432996
987,99675000000.0,1.215961103373556
988,99700000000.0,1.2153810467485933
989,99725000000.0,1.2148017112790266
990,99750000000.0,1.2142231021383247
991,99775000000.0,1.2136452229512142
992,99800000000.0,1.213068078531725
993,99825000000.0,1.2124916730552953
994,99850000000.0,1.2119160110083793
995,99875000000.0,1.2113410965893823
996,99900000000.0,1.2107669344782217
997,99925000000.0,1.2101935289786638
998,99950000000.0,1.2096208842393077
999,99975000000.0,1.2090490047913494
1000,100000000000.0,1.208477894912381
1001,100025000000.0,1.207907558997764
1002,100050000000.0,1.2073380012893358
1003,100075000000.0,1.206769226507182
1004,100100000000.0,1.2062012385735499
1005,100125000000.0,1.2056340420087448
1006,100150000000.0,1.2050676411937018
1007,100175000000.0,1.2045020403860949
1008,100200000000.0,1.203937243618098
1009,100225000000.0,1.2033732557506291
1010,100250000000.0,1.2028100808413864
1011,100275000000.0,1.2022477230005928
1012,100300000000.0,1.201686187039167
1013,100325000000.0,1.201125476829693
1014,100350000000.0,1.2005655969235989
1015,100375000000.0,1.2000065512294558
1016,100400000000.0,1.1994483445930757
1017,100425000000.0,1.1988909809224368
1018,100450000000.0,1.1983344644330647
1019,100475000000.0,1.197778799752159
1020,100500000000.0,1.1972239906768238
1021,100525000000.0,1.1966700420099572
1022,100550000000.0,1.196116957641604
1023,100575000000.0,1.1955647419770528
1024,100600000000.0,1.195013398979093
1025,100625000000.0,1.194462933426919
1026,100650000000.0,1.1939133490780465
1027,100675000000.0,1.1933646501911326
1028,100700000000.0,1.1928168413755589
1029,100725000000.0,1.1922699265235832
1030,100750000000.0,1.1917239099165664
1031,100775000000.0,1.191178795883553
1032,100800000000.0,1.1906345883439224
1033,100825000000.0,1.1900912921283142
1034,100850000000.0,1.1895489105689667
1035,100875000000.0,1.1890074482472763
1036,100900000000.0,1.1884669094652163
1037,100925000000.0,1.1879272982910618
1038,100950000000.0,1.1873886192303706
1039,100975000000.0,1.1868508756678595
1040,101000000000.0,1.186314072203444
1041,101025000000.0,1.1857782133739654
1042,101050000000.0,1.1852433026410718
1043,101075000000.0,1.1847093444712846
1044,101100000000.0,1.1841763432194157
1045,101125000000.0,1.1836443025349979
1046,101150000000.0,1.1831132268550733
1047,101175000000.0,1.1825831203719865
1048,101200000000.0,1.182053986813296
1049,101225000000.0,1.1815258303972884
1050,101250000000.0,1.1809986557433416
1051,101275000000.0,1.180472466304728
1052,101300000000.0,1.179947266349491
1053,101325000000.0,1.1794230600662026
1054,101350000000.0,1.178899851375631
1055,101375000000.0,1.178377644268807
1056,101400000000.0,1.1778564430863514
1057,101425000000.0,1.177336251717538
1058,101450000000.0,1.1768170742316375
1059,101475000000.0,1.1762989146663518
1060,101500000000.0,1.175781777074417
1061,101525000000.0,1.1752656652147198
1062,101550000000.0,1.174750583477557
1063,101575000000.0,1.1742365358202003
1064,101600000000.0,1.1737235256818104
1065,101625000000.0,1.1732115582036882
1066,101650000000.0,1.1727006361105121
1067,101675000000.0,1.1721907641546492
1068,101700000000.0,1.1716819461222585
1069,101725000000.0,1.171174185793281
1070,101750000000.0,1.1706674874730394
1071,101775000000.0,1.1701618547864299
1072,101800000000.0,1.1696572918445525
1073,101825000000.0,1.1691538025901407
1074,101850000000.0,1.1686513907843865
1075,101875000000.0,1.1681500604209558
1076,101900000000.0,1.1676498155296509
1077,101925000000.0,1.1671506600238175
1078,101950000000.0,1.1666525975703204
1079,101975000000.0,1.166155632281747
1080,102000000000.0,1.165659767851036
1081,102025000000.0,1.1651650084024339
1082,102050000000.0,1.1646713575201337
1083,102075000000.0,1.1641788191948894
1084,102100000000.0,1.1636873972724107
1085,102125000000.0,1.1631970954841302
1086,102150000000.0,1.162707917991253
1087,102175000000.0,1.162219868302659
1088,102200000000.0,1.161732950243169
1089,102225000000.0,1.1612471679657692
1090,102250000000.0,1.160762524649519
1091,102275000000.0,1.16027902436726
1092,102300000000.0,1.159796671505282
1093,102325000000.0,1.1593154691659966
1094,102350000000.0,1.1588354209558027
1095,102375000000.0,1.158356530938791
1096,102400000000.0,1.157878803009022
1097,102425000000.0,1.1574022405728295
1098,102450000000.0,1.1569268478676995
1099,102475000000.0,1.1564526280279745
1100,102500000000.0,1.1559795849751089
1101,102525000000.0,1.1555077226707544
1102,102550000000.0,1.1550370446800138
1103,102575000000.0,1.1545675543874743
1104,102600000000.0,1.1540992557990262
1105,102625000000.0,1.1536321525352908
1106,102650000000.0,1.153166248082132
1107,102675000000.0,1.152701546545881
1108,102700000000.0,1.1522380508282026
1109,102725000000.0,1.1517757653876732
1110,102750000000.0,1.1513146932665506
1111,102775000000.0,1.1508548381511758
1112,102800000000.0,1.1503962039402875
1113,102825000000.0,1.1499387940216432
1114,102850000000.0,1.1494826121330737
1115,102875000000.0,1.1490276617018391
1116,102900000000.0,1.1485739461950977
1117,102925000000.0,1.1481214692205701
1118,102950000000.0,1.1476702346915997
1119,102975000000.0,1.1472202458136593
1120,103000000000.0,1.1467715061199595
1121,103025000000.0,1.1463240192327464
1122,103050000000.0,1.1458777888843952
1123,103075000000.0,1.1454328183036016
1124,103100000000.0,1.1449891107307428
1125,103125000000.0,1.1445466704262748
1126,103150000000.0,1.1441054998382938
1127,103175000000.0,1.143665603088959
1128,103200000000.0,1.143226983613761
1129,103225000000.0,1.1427896452001929
1130,103250000000.0,1.1423535905771198
1131,103275000000.0,1.1419188231245339
1132,103300000000.0,1.1414853469339454
1133,103325000000.0,1.1410531649304516
1134,103350000000.0,1.1406222807079964
1135,103375000000.0,1.1401926978335608
1136,103400000000.0,1.1397644193233538
1137,103425000000.0,1.1393374489551726
1138,103450000000.0,1.1389117891811524
1139,103475000000.0,1.1384874442713042
1140,103500000000.0,1.1380644176057142
1141,103525000000.0,1.1376427120278327
1142,103550000000.0,1.1372223307627136
1143,103575000000.0,1.1368032773729222
1144,103600000000.0,1.136385555688917
1145,103625000000.0,1.1359691679806088
1146,103650000000.0,1.135554118022213
1147,103675000000.0,1.1351404092673634
1148,103700000000.0,1.1347280449311157
1149,103725000000.0,1.1343170278011683
1150,103750000000.0,1.133907361404416
1151,103775000000.0,1.1334990493220993
1152,103800000000.0,1.133092094084954
1153,103825000000.0,1.1326864994241823
1154,103850000000.0,1.1322822684072338
1155,103875000000.0,1.1318794038092086
1156,103900000000.0,1.1314779095998506
1157,103925000000.0,1.1310777883487704
1158,103950000000.0,1.1306790430875768
1159,103975000000.0,1.130281677593229
1160,104000000000.0,1.1298856948385239
1161,104025000000.0,1.1294910974829502
1162,104050000000.0,1.1290978885037621
1163,104075000000.0,1.1287060719324276
1164,104100000000.0,1.1283156502211762
1165,104125000000.0,1.1279266264281202
1166,104150000000.0,1.1275390039250852
1167,104175000000.0,1.1271527854388423
1168,104200000000.0,1.126767974170213
1169,104225000000.0,1.1263845730785398
1170,104250000000.0,1.1260025852634439
1171,104275000000.0,1.125622013826519
1172,104300000000.0,1.1252428612765788
1173,104325000000.0,1.1248651316135243
1174,104350000000.0,1.124488826722455
1175,104375000000.0,1.1241139503032826
1176,104400000000.0,1.123740505081358
1177,104425000000.0,1.1233684936802752
1178,104450000000.0,1.122997919815543
1179,104475000000.0,1.1226287852253698
1180,104500000000.0,1.1222610937301092
1181,104525000000.0,1.1218948482136921
1182,104550000000.0,1.1215300513417208
1183,104575000000.0,1.1211667059247223
1184,104600000000.0,1.1208048152568335
1185,104625000000.0,1.1204443811893525
1186,104650000000.0,1.1200854076633835
1187,104675000000.0,1.119727897231815
1188,104700000000.0,1.1193718519658014
1189,104725000000.0,1.1190172758101655
1190,104750000000.0,1.1186641707465848
1191,104775000000.0,1.118312539881985
1192,104800000000.0,1.1179623861197154
1193,104825000000.0,1.1176137120439713
1194,104850000000.0,1.117266520142714
1195,104875000000.0,1.1169208135835953
1196,104900000000.0,1.116576594794026
1197,104925000000.0,1.1162338667102965
1198,104950000000.0,1.115892631973286
1199,104975000000.0,1.115552893279718
1200,105000000000.0,1.1152146531477176
1201,105025000000.0,1.114877914528806
1202,105050000000.0,1.1145426800692944
1203,105075000000.0,1.1142089519713747
1204,105100000000.0,1.1138767330724908
1205,105125000000.0,1.1135460268587538
1206,105150000000.0,1.1132168342781232
1207,105175000000.0,1.1128891593704835
1208,105200000000.0,1.1125630041689718
1209,105225000000.0,1.1122383709565598
1210,105250000000.0,1.111915262875179
1211,105275000000.0,1.1115936822142412
1212,105300000000.0,1.1112736312900133
1213,105325000000.0,1.110955113022041
1214,105350000000.0,1.110638129731121
1215,105375000000.0,1.110322683642
1216,105400000000.0,1.110008778165712
1217,105425000000.0,1.109696414573802
1218,105450000000.0,1.1093855960484944
1219,105475000000.0,1.1090763249781663
1220,105500000000.0,1.1087686034751671
1221,105525000000.0,1.1084624345925231
1222,105550000000.0,1.108157820088365
1223,105575000000.0,1.1078547627768116
1224,105600000000.0,1.1075532647614847
1225,105625000000.0,1.1072533287935866
1226,105650000000.0,1.1069549570737303
1227,105675000000.0,1.1066581516006273
1228,105700000000.0,1.1063629153492152
1229,105725000000.0,1.1060692500968623
1230,105750000000.0,1.10577715873447
1231,105775000000.0,1.1054866428884074
1232,105800000000.0,1.1051977052320032
1233,105825000000.0,1.104910348196056
1234,105850000000.0,1.1046245736266422
1235,105875000000.0,1.1043403839492343
1236,105900000000.0,1.1040577819006572
1237,105925000000.0,1.1037767686813784
1238,105950000000.0,1.1034973474526062
1239,105975000000.0,1.1032195200782289
1240,106000000000.0,1.1029432886954482
1241,106025000000.0,1.1026686557740037
1242,106050000000.0,1.1023956231051169
1243,106075000000.0,1.102124192941801
1244,106100000000.0,1.1018543676724912
1245,106125000000.0,1.1015861487888214
1246,106150000000.0,1.101319539202847
1247,106175000000.0,1.1010545403358538
1248,106200000000.0,1.100791154850959
1249,106225000000.0,1.1005293845024622
1250,106250000000.0,1.1002692315654472
1251,106275000000.0,1.1000106977512993
1252,106300000000.0,1.0997537855071573
1253,106325000000.0,1.0994984965654584
1254,106350000000.0,1.0992448329743474
1255,106375000000.0,1.098992796885465
1256,106400000000.0,1.0987423901615716
1257,106425000000.0,1.0984936147177609
1258,106450000000.0,1.0982464728019936
1259,106475000000.0,1.0980009660816372
1260,106500000000.0,1.0977570966854562
1261,106525000000.0,1.0975148663084302
1262,106550000000.0,1.0972742770948478
1263,106575000000.0,1.0970353311397718
1264,106600000000.0,1.0967980296211444
1265,106625000000.0,1.0965623747695596
1266,106650000000.0,1.0963283685539658
1267,106675000000.0,1.0960960131528041
1268,106700000000.0,1.0958653097108695
1269,106725000000.0,1.0956362602693621
1270,106750000000.0,1.0954088670240183
1271,106775000000.0,1.0951831311819897
1272,106800000000.0,1.0949590547674546
1273,106825000000.0,1.0947366398018787
1274,106850000000.0,1.0945158878870416
1275,106875000000.0,1.0942968007146299
1276,106900000000.0,1.0940793798281991
1277,106925000000.0,1.0938636272406372
1278,106950000000.0,1.0936495444135066
1279,106975000000.0,1.093437133235841
1280,107000000000.0,1.0932263950517875
1281,107025000000.0,1.0930173321374057
1282,107050000000.0,1.0928099459484903
1283,107075000000.0,1.0926042374688305
1284,107100000000.0,1.0924002088672036
1285,107125000000.0,1.092197861903147
1286,107150000000.0,1.0919971979120453
1287,107175000000.0,1.0917982183589312
1288,107200000000.0,1.0916009252548056
1289,107225000000.0,1.0914053197544493
1290,107250000000.0,1.0912114034808935
1291,107275000000.0,1.0910191781578853
1292,107300000000.0,1.0908286450380746
1293,107325000000.0,1.0906398059230449
1294,107350000000.0,1.0904526618993917
1295,107375000000.0,1.0902672147610495
1296,107400000000.0,1.0900834658233465
1297,107425000000.0,1.0899014167650352
1298,107450000000.0,1.0897210685319771
1299,107475000000.0,1.0895424229548767
1300,107500000000.0,1.0893654816665588
1301,107525000000.0,1.0891902455592233
1302,107550000000.0,1.0890167162586262
1303,107575000000.0,1.0888448947304814
1304,107600000000.0,1.0886747828962275
1305,107625000000.0,1.0885063821586103
1306,107650000000.0,1.0883396931720848
1307,107675000000.0,1.0881747178105574
1308,107700000000.0,1.0880114569661279
1309,107725000000.0,1.08784991271096
1310,107750000000.0,1.0876900853163578
1311,107775000000.0,1.0875319766687064
1312,107800000000.0,1.087375587776258
1313,107825000000.0,1.0872209200911955
1314,107850000000.0,1.0870679743553129
1315,107875000000.0,1.0869167527056884
1316,107900000000.0,1.0867672551592356
1317,107925000000.0,1.0866194838154393
1318,107950000000.0,1.0864734391629003
1319,107975000000.0,1.0863291228776064
1320,108000000000.0,1.0861865361529512
1321,108025000000.0,1.086045679551827
1322,108050000000.0,1.0859065541093702
1323,108075000000.0,1.0857691619367948
1324,108100000000.0,1.0856335039295384
1325,108125000000.0,1.0854995796494236
1326,108150000000.0,1.0853673917858948
1327,108175000000.0,1.0852369408269276
1328,108200000000.0,1.0851082276805186
1329,108225000000.0,1.0849812533455228
1330,108250000000.0,1.0848560192682823
1331,108275000000.0,1.0847325256590759
1332,108300000000.0,1.0846107746880758
1333,108325000000.0,1.0844907659218626
1334,108350000000.0,1.0843725010550858
1335,108375000000.0,1.0842559812712527
1336,108400000000.0,1.084141207050134
1337,108425000000.0,1.0840281791618172
1338,108450000000.0,1.0839168984218666
1339,108475000000.0,1.0838073667811818
1340,108500000000.0,1.0836995840813868
1341,108525000000.0,1.0835935514193675
1342,108550000000.0,1.0834892692834628
1343,108575000000.0,1.083386739173798
1344,108600000000.0,1.0832859614891603
1345,108625000000.0,1.0831869371797151
1346,108650000000.0,1.0830896671376902
1347,108675000000.0,1.082994151751277
1348,108700000000.0,1.0829003919055442
1349,108725000000.0,1.0828083884524773
1350,108750000000.0,1.0827181420498333
1351,108775000000.0,1.0826296533278794
1352,108800000000.0,1.0825429232261479
1353,108825000000.0,1.082457952099318
1354,108850000000.0,1.082374741217831
1355,108875000000.0,1.082293290568628
1356,108900000000.0,1.0822136009757717
1357,108925000000.0,1.0821356734566991
1358,108950000000.0,1.0820595080927564
1359,108975000000.0,1.0819851056900451
1360,109000000000.0,1.0819124664547721
1361,109025000000.0,1.081841592017054
1362,109050000000.0,1.0817724820735997
1363,109075000000.0,1.0817051371603335
1364,109100000000.0,1.0816395583276681
1365,109125000000.0,1.0815757455028143
1366,109150000000.0,1.0815136995289703
1367,109175000000.0,1.0814534208065019
1368,109200000000.0,1.0813949099137634
1369,109225000000.0,1.0813381670817859
1370,109250000000.0,1.0812831934580893
1371,109275000000.0,1.08122998829244
1372,109300000000.0,1.0811785525258946
1373,109325000000.0,1.0811288874224454
1374,109350000000.0,1.0810809921533047
1375,109375000000.0,1.0810348677065627
1376,109400000000.0,1.0809905141657923
1377,109425000000.0,1.080947931889756
1378,109450000000.0,1.0809071217298611
1379,109475000000.0,1.0808680835730737
1380,109500000000.0,1.0808308173362304
1381,109525000000.0,1.0807953238601602
1382,109550000000.0,1.0807616037266201
1383,109575000000.0,1.0807296567587013
1384,109600000000.0,1.0806994829269416
1385,109625000000.0,1.0806710828272026
1386,109650000000.0,1.080644456839244
1387,109675000000.0,1.0806196050756778
1388,109700000000.0,1.0805965273554228
1389,109725000000.0,1.0805752244215698
1390,109750000000.0,1.0805556957254534
1391,109775000000.0,1.0805379420637815
1392,109800000000.0,1.080521963342526
1393,109825000000.0,1.080507759750351
1394,109850000000.0,1.080495331524353
1395,109875000000.0,1.0804846783581232
1396,109900000000.0,1.0804758004719637
1397,109925000000.0,1.0804686986089052
1398,109950000000.0,1.0804633715588174
1399,109975000000.0,1.080459820572004
1400,110000000000.0,1.0804580448874757
