,freq,circ_pol
192,1235955060000.0,-99.99567277245227
193,1240840250000.0,-99.99579247471172
194,1245725450000.0,-99.99589617598774
195,1250610650000.0,-99.99597680095722
196,1255495850000.0,-99.99602749391954
197,1260381050000.0,-99.99604179440999
198,1265266240000.0,-99.9960138136228
199,1270151440000.0,-99.99593840688541
200,1275036640000.0,-99.99581133906374
201,1279921840000.0,-99.99562943748742
202,1284807030000.0,-99.99539072919954
203,1289692230000.0,-99.9950945549306
204,1294577430000.0,-99.9947416633346
205,1299462630000.0,-99.99433427191211
206,1304347830000.0,-99.99387609825335
207,1309233020000.0,-99.99337235711833
208,1314118220000.0,-99.99282971519804
209,1319003420000.0,-99.99225621783356
210,1323888620000.0,-99.99166116642702
211,1328773820000.0,-99.9910549622095
212,1333659010000.0,-99.99044891299563
213,1338544210000.0,-99.98985499899374
214,1343429410000.0,-99.9892856199623
215,1348314610000.0,-99.9887533035754
216,1353199800000.0,-99.98827040053087
217,1358085000000.0,-99.98784876017001
218,1362970200000.0,-99.98749941039465
219,1367855400000.0,-99.98723223078917
220,1372740600000.0,-99.98705564359472
221,1377625790000.0,-99.98697632637393
222,1382510990000.0,-99.98699895703703
223,1387396190000.0,-99.98712600334262
224,1392281390000.0,-99.98735756341162
225,1397166590000.0,-99.98769126939017
226,1402051780000.0,-99.98812226000815
227,1406936980000.0,-99.98864323469002
228,1411822180000.0,-99.98924458034023
229,1416707380000.0,-99.98991459118544
230,1421592570000.0,-99.99063976741618
231,1426477770000.0,-99.99140520372526
232,1431362970000.0,-99.99219503806711
233,1436248170000.0,-99.99299298048075
234,1441133370000.0,-99.99378288592334
235,1446018560000.0,-99.99454936014635
236,1450903760000.0,-99.99527838395923
237,1455788960000.0,-99.9959579054477
238,1460674160000.0,-99.99657840020643
239,1465559360000.0,-99.9971333399995
240,1470444550000.0,-99.99761953848942
241,1475329750000.0,-99.99803733426008
242,1480214950000.0,-99.99839054924978
243,1485100150000.0,-99.99868619226135
244,1489985340000.0,-99.99893383929526
245,1494870540000.0,-99.99914464582206
246,1499755740000.0,-99.99932992800711
247,1504640940000.0,-99.99949926870131
248,1509526140000.0,-99.99965808769375
249,1514411330000.0,-99.99980462905728
250,1519296530000.0,-99.99992632060554
251,1524181730000.0,-99.99999545997527
252,1529066930000.0,-99.99996419901007
253,1533952130000.0,-99.99975879531034
254,1538837320000.0,-99.99927311694576
255,1543722520000.0,-99.99836138616612
256,1548607720000.0,-99.99683018306928
257,1553492920000.0,-99.9944297087967
258,1558378110000.0,-99.99084436172555
259,1563263310000.0,-99.98568262028155
260,1568148510000.0,-99.97846641068342
261,1573033710000.0,-99.96861989543382
262,1577918910000.0,-99.95545787933567
263,1582804100000.0,-99.93817394745903
264,1587689300000.0,-99.91582823993393
265,1592574500000.0,-99.88733555675358
266,1597459700000.0,-99.85145325309526
