,freq,L
0,503175379000.0,1.6302904020984056e-05
1,591108940000.0,6.827843000831347e-05
2,679042501000.0,6.964633349564423e-05
3,766976063000.0,0.00012238462844999743
4,854909624000.0,3.03382352873636e-05
5,942843185000.0,4.306382154079457e-05
6,1030776750000.0,6.423791339969585e-05
7,1118710310000.0,5.604298237464903e-05
8,1206643870000.0,1.5906189216838703e-05
9,1294577430000.0,2.272622206933069e-06
10,1382510990000.0,3.002457327792991e-05
11,1470444550000.0,2.1367946027933265e-05
12,1558378110000.0,1.3786854182178402e-05
13,1646311680000.0,2.167393545395844e-05
14,1734245240000.0,1.2649292402334291e-05
15,1822178800000.0,6.634881816991404e-05
16,1910112360000.0,1.0130153995575121e-05
17,1998045920000.0,7.078739803623595e-05
