,freq,E1 ellipticity angle,E2 ellipticity angle
0,297997069000.0,-0.2985959192026386,0.32006455175590487
1,302882267000.0,-0.29832698680057346,0.3221185617546176
2,307767465000.0,-0.2990540174967801,0.32408884035981095
3,312652662000.0,-0.30052377233121563,0.3264600568292847
4,317537860000.0,-0.30239893586950445,0.3295976216575224
5,322423058000.0,-0.3043722801495844,0.3336653848896931
6,327308256000.0,-0.3062564250417176,0.33860323260286423
7,332193454000.0,-0.30802212549709473,0.34415249890942345
8,337078652000.0,-0.31294003861112185,0.3461536215844703
9,341963850000.0,-0.3183771830222544,0.34750407988939674
10,346849047000.0,-0.3235467160995209,0.3490002040047117
11,351734245000.0,-0.328445581681213,0.3505882730651593
12,356619443000.0,-0.33308757745643575,0.35225152452041064
13,361504641000.0,-0.3374785348798621,0.354004451153112
14,366389839000.0,-0.3416036437528956,0.3558749758643818
15,371275037000.0,-0.3454300291977121,0.3578827001785767
16,376160234000.0,-0.34891950319306253,0.3600227460663606
17,381045432000.0,-0.35204265397437406,0.3622605277004315
18,385930630000.0,-0.3547876591619282,0.3645370978844977
19,390815828000.0,-0.35716226946684,0.36678140481143656
20,395701026000.0,-0.35919085080318985,0.36892495391723046
21,400586224000.0,-0.36090896783539417,0.3709148626234883
22,405471422000.0,-0.3623576010714926,0.3727226107045573
23,410356619000.0,-0.3635780612141979,0.37434620653532
24,415241817000.0,-0.36460933971333725,0.3758047183733785
25,420127015000.0,-0.36548946184328507,0.37712526359293563
26,425012213000.0,-0.36626138185957924,0.37832552360236527
27,429897411000.0,-0.36698097108654154,0.3793976950172974
28,434782609000.0,-0.3677221935546806,0.380300842067338
29,439667807000.0,-0.3685748953592292,0.3809666973120609
30,444553004000.0,-0.36963293510778933,0.3813193769007968
31,449438202000.0,-0.3709737554434583,0.381304467496187
32,454323400000.0,-0.372633462694166,0.3809181527374483
33,459208598000.0,-0.37458498732657336,0.3802241419519274
34,464093796000.0,-0.37673018645618606,0.37934790291894976
35,468978994000.0,-0.37891538903531985,0.37844661043273353
36,473864191000.0,-0.3809698629300749,0.3776664611597976
37,478749389000.0,-0.38275223233118977,0.3771066068560805
38,483634587000.0,-0.38418380466881774,0.37680383196329204
39,488519785000.0,-0.38525639993733335,0.37673893124653407
40,493404983000.0,-0.38601750957687714,0.37685599261845615
41,498290181000.0,-0.3865446263396196,0.3770844985832809
42,503175379000.0,-0.3869199824905283,0.3773579519345369
43,508060576000.0,-0.3872119751822843,0.3776265269196823
44,512945774000.0,-0.38746541965832915,0.37786295299990597
45,517830972000.0,-0.3877006083371792,0.3780616466889738
46,522716170000.0,-0.38791946836852337,0.37823221826676234
47,527601368000.0,-0.38811548252254674,0.3783901653129719
48,532486566000.0,-0.38828341105698294,0.37854806383453643
49,537371764000.0,-0.3884260855637974,0.3787095656120237
50,542256961000.0,-0.38855751489290463,0.37886684675714977
51,547142159000.0,-0.38870263971761343,0.3790012737988458
52,552027357000.0,-0.38889392537681905,0.37908718148638465
53,556912555000.0,-0.3891646799938417,0.37909881308022697
54,561797753000.0,-0.38953980609055067,0.37901950546969265
55,566682951000.0,-0.39002685311317487,0.3788501923391421
56,571568149000.0,-0.3906119028946435,0.3786128270029109
57,576453346000.0,-0.39126338208801603,0.3783460728306299
58,581338544000.0,-0.3919422266747896,0.37809513724892874
59,586223742000.0,-0.3926130288553991,0.37790110489317236
60,591108940000.0,-0.3932514563025927,0.37779428705865836
61,595994138000.0,-0.3938466226508776,0.37779249058020536
62,600879336000.0,-0.3943993164184046,0.3779026610472501
63,605764533000.0,-0.3949172171763693,0.37812404824956247
64,610649731000.0,-0.39540826600947987,0.3784515569104726
65,615534929000.0,-0.3958741349432402,0.37887808897774145
66,620420127000.0,-0.3963064547586675,0.37939508841778086
67,625305325000.0,-0.3966878069404472,0.3799918029120847
68,630190523000.0,-0.39699710650351583,0.38065495219676415
69,635075721000.0,-0.39721655827089497,0.38137005840090427
70,639960918000.0,-0.3973370489821487,0.3821237133134893
71,644846116000.0,-0.3973606866563751,0.38290469050073517
72,649731314000.0,-0.3973011030250948,0.3837026823880185
73,654616512000.0,-0.3971823137951068,0.3845054547561577
74,659501710000.0,-0.3970360339023458,0.38529645996697015
75,664386908000.0,-0.39689710837801395,0.3860548156231872
76,669272106000.0,-0.39679728119815016,0.3867580953060644
77,674157303000.0,-0.3967588727220459,0.3873869421948004
78,679042501000.0,-0.39679059123635746,0.38792958996067045
79,683927699000.0,-0.3968872295410924,0.3883846143858522
80,688812897000.0,-0.39703331919123386,0.3887610396299026
81,693698095000.0,-0.39720928096523517,0.3890757802550568
82,698583293000.0,-0.39739789811598103,0.38934903769543494
83,703468490000.0,-0.39758895416632783,0.38959905442064546
84,708353688000.0,-0.39778018916090024,0.3898382026527517
85,713238886000.0,-0.397973995561485,0.39007217200883704
86,718124084000.0,-0.3981712734405798,0.39030227126783495
87,723009282000.0,-0.39836608285480984,0.39052902657166466
88,727894480000.0,-0.3985446720764017,0.3907545030013186
89,732779678000.0,-0.39868974463413215,0.390982171352105
90,737664875000.0,-0.39878714665206744,0.3912150410915784
91,742550073000.0,-0.3988310245075346,0.39145359554576953
92,747435271000.0,-0.39882538559131386,0.3916944863313898
93,752320469000.0,-0.3987824029562651,0.3919303299513204
94,757205667000.0,-0.398718645718462,0.3921508822726624
95,762090865000.0,-0.3986502018581327,0.39234574337926814
96,766976063000.0,-0.398587734486063,0.39250804044286813
97,771861260000.0,-0.3985330849307374,0.3926375067015587
98,776746458000.0,-0.3984792621274333,0.3927409892611381
