,freq,intensity
0,297997069000.0,0.23085826148329947
1,302882267000.0,0.24222765412224098
2,307767465000.0,0.2616087447577796
3,312652662000.0,0.2881002423643693
4,317537860000.0,0.3201545831576473
5,322423058000.0,0.35573395705679967
6,327308256000.0,0.39270628632809285
7,332193454000.0,0.42936713614662325
8,337078652000.0,0.4164712910292605
9,341963850000.0,0.3957482395284804
10,346849047000.0,0.38175265083336424
11,351734245000.0,0.3758566545434437
12,356619443000.0,0.3775005017382948
13,361504641000.0,0.3845640101152141
14,366389839000.0,0.3939560621587167
15,371275037000.0,0.40243546058762897
16,376160234000.0,0.4074988615757489
17,381045432000.0,0.40799163201717487
18,385930630000.0,0.4041845217478676
19,390815828000.0,0.39735570169435386
20,395701026000.0,0.3891504013763227
21,400586224000.0,0.3810039933651565
22,405471422000.0,0.37378084600007633
23,410356619000.0,0.36764572654253064
24,415241817000.0,0.3621204174349361
25,420127015000.0,0.3562717003962917
26,425012213000.0,0.34898585930385634
27,429897411000.0,0.33928410947910964
28,434782609000.0,0.32661916423605153
29,439667807000.0,0.3110772770694171
30,444553004000.0,0.2934140622518693
31,449438202000.0,0.27489581793222345
32,454323400000.0,0.2569915715598897
33,459208598000.0,0.24102163625178738
34,464093796000.0,0.22787461713576998
35,468978994000.0,0.21785670204654897
36,473864191000.0,0.21067705327290892
37,478749389000.0,0.20554275993051427
38,483634587000.0,0.20134129893111735
39,488519785000.0,0.1968970620602364
40,493404983000.0,0.19126977259319183
41,498290181000.0,0.18401824039323958
42,503175379000.0,0.1753248923997649
43,508060576000.0,0.16591216536999884
44,512945774000.0,0.15678004165126966
45,517830972000.0,0.14888671718000185
46,522716170000.0,0.1429052452245873
47,527601368000.0,0.13911579488636017
48,532486566000.0,0.13740803626539033
49,537371764000.0,0.1373361875817311
50,542256961000.0,0.13819338618089416
51,547142159000.0,0.1391140596821705
52,552027357000.0,0.13923405158194613
53,556912555000.0,0.137913929050059
54,561797753000.0,0.13496254952870318
55,566682951000.0,0.13073715100206426
56,571568149000.0,0.12602705662862618
57,576453346000.0,0.1217644352865891
58,581338544000.0,0.118724120704399
59,586223742000.0,0.11735235624116176
60,591108940000.0,0.11774511293359702
61,595994138000.0,0.11971257369136813
62,600879336000.0,0.1228654850370393
63,605764533000.0,0.12669688505875532
64,610649731000.0,0.13066150822719205
65,615534929000.0,0.13425972810514955
66,620420127000.0,0.13711757764505988
67,625305325000.0,0.13903440638594444
68,630190523000.0,0.13996907456123373
69,635075721000.0,0.13996556184528144
70,639960918000.0,0.13905710769250795
71,644846116000.0,0.1372004691032434
72,649731314000.0,0.1342727561175796
73,654616512000.0,0.13013284028360794
74,659501710000.0,0.12472289455128664
75,664386908000.0,0.11816606217555277
76,669272106000.0,0.11080821137207329
77,674157303000.0,0.10316932421067576
78,679042501000.0,0.09581662095777704
79,683927699000.0,0.08921949192070144
80,688812897000.0,0.08365404657601522
81,693698095000.0,0.07918691882072883
82,698583293000.0,0.07572216498247315
83,703468490000.0,0.07307620527572299
84,708353688000.0,0.07105168619426933
85,713238886000.0,0.06949163819005845
86,718124084000.0,0.06830085384187334
87,723009282000.0,0.06742807258034134
88,727894480000.0,0.06681713580655127
89,732779678000.0,0.06635252582176204
90,737664875000.0,0.06583119167602329
91,742550073000.0,0.06498119022752677
92,747435271000.0,0.06352549783536941
93,752320469000.0,0.06126881296719976
94,757205667000.0,0.05817411167476832
95,762090865000.0,0.05439657385697877
96,766976063000.0,0.05025635329776462
97,771861260000.0,0.046156922544888915
98,776746458000.0,0.042481654107020254
99,781631656000.0,0.03951042479068387
100,786516854000.0,0.03738204291657813
101,791402052000.0,0.036099988413273505
102,796287250000.0,0.03556105032156143
103,801172447000.0,0.035588232576367146
104,806057645000.0,0.03596185621487485
105,810942843000.0,0.036452520478093615
106,815828041000.0,0.03685972862776573
107,820713239000.0,0.03705152022291962
108,825598437000.0,0.03699039590445314
109,830483635000.0,0.03672945646638398
110,835368832000.0,0.03637569675702882
111,840254030000.0,0.03603648153547071
112,845139228000.0,0.03577356874878094
113,850024426000.0,0.03558075434958276
114,854909624000.0,0.03538717159502971
115,859794822000.0,0.03508036672120175
116,864680020000.0,0.03454203013699093
117,869565217000.0,0.03368819353209611
118,874450415000.0,0.0325019351182467
119,879335613000.0,0.0310448843407687
120,884220811000.0,0.02944078260627337
121,889106009000.0,0.02783872516056282
122,893991207000.0,0.02637415180888802
123,898876404000.0,0.02514321804420732
124,903761602000.0,0.02419456900793158
125,908646800000.0,0.02353276094741744
126,913531998000.0,0.023125420274921395
127,918417196000.0,0.022909944167394506
128,923302394000.0,0.022800634467270146
129,928187592000.0,0.022700284926290695
130,933072789000.0,0.0225191440004151
131,937957987000.0,0.02219838759523788
132,942843185000.0,0.021728254389661392
133,947728383000.0,0.021149902370822725
134,952613581000.0,0.020538061539065774
135,957498779000.0,0.019972207173350482
136,962383977000.0,0.01950785986916447
137,967269174000.0,0.019155664570287195
138,972154372000.0,0.018871304834649865
139,977039570000.0,0.01855965430365947
140,981924768000.0,0.018099014601824368
141,986809966000.0,0.01738646869717047
142,991695164000.0,0.016388406228227955
143,996580362000.0,0.015165180920054602
144,1001465560000.0,0.013849827106137034
145,1006350760000.0,0.012594953332168635
146,1011235960000.0,0.01152306646504542
147,1016121150000.0,0.010703133450518423
148,1021006350000.0,0.010150785071697518
149,1025891550000.0,0.009837397827247414
150,1030776750000.0,0.009697761125805731
151,1035661940000.0,0.009637199256792722
152,1040547140000.0,0.009547496244377519
153,1045432340000.0,0.009338789193502998
154,1050317540000.0,0.00897818975769809
155,1055202740000.0,0.008509210597468425
156,1060087930000.0,0.008034282485091457
157,1064973130000.0,0.00767345508270164
158,1069858330000.0,0.007528712833344538
159,1074743530000.0,0.007666978666802931
160,1079628720000.0,0.008109151968671586
161,1084513920000.0,0.008803529460690187
162,1089399120000.0,0.009580127384740967
163,1094284320000.0,0.010132063744073232
