,freq,lp_cp_deg
0,75000000000.0,0.9993596523065671
1,75025000000.0,0.9993288243822506
2,75050000000.0,0.9992989007536914
3,75075000000.0,0.9992700160317265
4,75100000000.0,0.9992422968299843
5,75125000000.0,0.9992158610481849
6,75150000000.0,0.9991908172436017
7,75175000000.0,0.9991672640970037
8,75200000000.0,0.9991452899722681
9,75225000000.0,0.9991249725741347
10,75250000000.0,0.9991063786999894
11,75275000000.0,0.9990895640865449
12,75300000000.0,0.999074573350387
13,75325000000.0,0.9990614400188265
14,75350000000.0,0.9990501866450912
15,75375000000.0,0.9990408250083567
16,75400000000.0,0.9990333563895201
17,75425000000.0,0.9990277719191547
18,75450000000.0,0.9990240529911133
19,75475000000.0,0.9990221717353494
20,75500000000.0,0.9990220915448569
21,75525000000.0,0.9990237676459152
22,75550000000.0,0.9990271477092547
23,75575000000.0,0.9990321724915585
24,75600000000.0,0.9990387765026179
25,75625000000.0,0.9990468886891452
26,75650000000.0,0.9990564331288905
27,75675000000.0,0.9990673297306848
28,75700000000.0,0.9990794949295372
29,75725000000.0,0.9990928423767542
30,75750000000.0,0.9991072836133175
31,75775000000.0,0.9991227287259703
32,75800000000.0,0.9991390869793816
33,75825000000.0,0.9991562674208343
34,75850000000.0,0.9991741794528881
35,75875000000.0,0.9991927333713811
36,75900000000.0,0.9992118408667356
37,75925000000.0,0.9992314154852784
38,75950000000.0,0.9992513730502731
39,75975000000.0,0.9992716320392551
40,76000000000.0,0.9992921139211464
41,76025000000.0,0.9993127434478686
42,76050000000.0,0.9993334489051451
43,76075000000.0,0.9993541623196547
44,76100000000.0,0.9993748196269616
45,76125000000.0,0.9993953607986925
46,76150000000.0,0.9994157299316825
47,76175000000.0,0.9994358753015744
48,76200000000.0,0.999455749381911
49,76225000000.0,0.9994753088317452
50,76250000000.0,0.9994945144544447
51,76275000000.0,0.9995133311282924
52,76300000000.0,0.999531727715236
53,76325000000.0,0.9995496769455752
54,76350000000.0,0.9995671552857774
55,76375000000.0,0.9995841427884149
56,76400000000.0,0.9996006229302681
57,76425000000.0,0.9996165824369547
58,76450000000.0,0.9996320110999095
59,76475000000.0,0.9996469015873867
60,76500000000.0,0.9996612492489051
61,76525000000.0,0.9996750519195337
62,76550000000.0,0.9996883097216808
63,76575000000.0,0.9997010248688856
64,76600000000.0,0.9997132014722006
65,76625000000.0,0.9997248453496254
66,76650000000.0,0.9997359638421686
67,76675000000.0,0.9997465656344449
68,76700000000.0,0.999756660583665
69,76725000000.0,0.9997662595557809
70,76750000000.0,0.9997753742705977
71,76775000000.0,0.999784017154999
72,76800000000.0,0.9997922012065686
73,76825000000.0,0.9997999398658041
74,76850000000.0,0.9998072468985025
75,76875000000.0,0.9998149075249952
76,76900000000.0,0.9998221698723189
77,76925000000.0,0.9998289278570438
78,76950000000.0,0.9998351952396126
79,76975000000.0,0.9998409860270788
80,77000000000.0,0.9998463144065483
81,77025000000.0,0.999851194686715
82,77050000000.0,0.9998556412460367
83,77075000000.0,0.9998596684883807
84,77100000000.0,0.9998632908047927
85,77125000000.0,0.9998665225412754
86,77150000000.0,0.9998693779725444
87,77175000000.0,0.9998718712804748
88,77200000000.0,0.9998740165374458
89,77225000000.0,0.9998758276942775
90,77250000000.0,0.9998773185707326
91,77275000000.0,0.9998785028505918
92,77300000000.0,0.9998793940785483
93,77325000000.0,0.9998800056598941
94,77350000000.0,0.9998803508616153
95,77375000000.0,0.9998804428153729
96,77400000000.0,0.9998802945210206
97,77425000000.0,0.9998799188511985
98,77450000000.0,0.9998793285555727
99,77475000000.0,0.9998785362652445
100,77500000000.0,0.9998775544968841
101,77525000000.0,0.9998763956559714
102,77550000000.0,0.9998750720386381
103,77575000000.0,0.9998735958330163
104,77600000000.0,0.9998719791188284
105,77625000000.0,0.9998702338651211
106,77650000000.0,0.9998683719268514
107,77675000000.0,0.999866405039286
108,77700000000.0,0.9998643448106976
109,77725000000.0,0.999862202713287
110,77750000000.0,0.9998599900721281
111,77775000000.0,0.9998577180522842
112,77800000000.0,0.9998553976444482
113,77825000000.0,0.9998530396484476
114,77850000000.0,0.9998506546559969
115,77875000000.0,0.9998482530311954
116,77900000000.0,0.9998458448905999
117,77925000000.0,0.9998434400820961
118,77950000000.0,0.9998410481626376
119,77975000000.0,0.9998386783759944
120,78000000000.0,0.9998363396297237
121,78025000000.0,0.9998340404722244
122,78050000000.0,0.9998317890701767
123,78075000000.0,0.9998295931859231
124,78100000000.0,0.9998274601559928
125,78125000000.0,0.9998253968699344
126,78150000000.0,0.9998234097508614
127,78175000000.0,0.9998215047370188
128,78200000000.0,0.9998196872648305
129,78225000000.0,0.9998179622536812
130,78250000000.0,0.9998163340930137
131,78275000000.0,0.9998148066309033
132,78300000000.0,0.9998133831650904
133,78325000000.0,0.9998120664366008
134,78350000000.0,0.9998108586250014
135,78375000000.0,0.999809761347063
136,78400000000.0,0.9998087756574447
137,78425000000.0,0.9998079020516507
138,78450000000.0,0.9998071404721058
139,78475000000.0,0.9998064903166117
140,78500000000.0,0.9998059504489547
141,78525000000.0,0.9998055192122042
142,78550000000.0,0.999805194444207
143,78575000000.0,0.9998049734956992
144,78600000000.0,0.9998048532496167
145,78625000000.0,0.999804830143565
146,78650000000.0,0.9998049001932833
147,78675000000.0,0.9998050590177637
148,78700000000.0,0.9998053018665245
149,78725000000.0,0.9998056236474253
150,78750000000.0,0.9998060189561683
151,78775000000.0,0.9998064821062627
152,78800000000.0,0.9998070071605225
153,78825000000.0,0.9998075879619601
154,78850000000.0,0.9998082181661309
155,78875000000.0,0.9998088912729635
156,78900000000.0,0.9998096006590989
157,78925000000.0,0.9998103396093665
158,78950000000.0,0.9998111013487347
159,78975000000.0,0.9998118790732211
160,79000000000.0,0.9998126659801205
161,79025000000.0,0.9998134552976369
162,79050000000.0,0.9998142403133617
163,79075000000.0,0.9998150144024245
164,79100000000.0,0.9998157710532279
165,79125000000.0,0.9998165038929894
166,79150000000.0,0.9998172067116377
167,79175000000.0,0.9998178734842604
168,79200000000.0,0.9998184983922295
169,79225000000.0,0.9998190758426799
170,79250000000.0,0.9998196004870462
171,79275000000.0,0.9998200672372355
172,79300000000.0,0.999820471281274
173,79325000000.0,0.9998208080967561
174,79350000000.0,0.9998210734630292
175,79375000000.0,0.9998212634723576
176,79400000000.0,0.9998213745393146
177,79425000000.0,0.9998214034085506
178,79450000000.0,0.9998213471621821
179,79475000000.0,0.9998212032254686
180,79500000000.0,0.999820969370854
181,79525000000.0,0.9998206437220307
182,79550000000.0,0.999820224755988
183,79575000000.0,0.9998197113047178
184,79600000000.0,0.999819102555761
185,79625000000.0,0.9998183980521135
186,79650000000.0,0.9998175976912961
187,79675000000.0,0.9998167017236722
188,79700000000.0,0.9998157107501991
189,79725000000.0,0.999814625719626
190,79750000000.0,0.9998134479251826
191,79775000000.0,0.9998121790005033
192,79800000000.0,0.9998108209153399
193,79825000000.0,0.9998093759705979
194,79850000000.0,0.9998078467931519
195,79875000000.0,0.9998062363300282
196,79900000000.0,0.9998045478420443
197,79925000000.0,0.9998027848975208
198,79950000000.0,0.9998009513646156
199,79975000000.0,0.9997990514041845
200,80000000000.0,0.9997970894613091
201,80025000000.0,0.9997950702569607
202,80050000000.0,0.9997929987784417
203,80075000000.0,0.9997908802696325
204,80100000000.0,0.9997887202207185
205,80125000000.0,0.9997865243567263
206,80150000000.0,0.9997842986260046
207,80175000000.0,0.9997820491873909
208,80200000000.0,0.9997797823969046
209,80225000000.0,0.9997775047937484
210,80250000000.0,0.9997752230850375
211,80275000000.0,0.9997729441303744
212,80300000000.0,0.9997706749247696
213,80325000000.0,0.9997684225816657
214,80350000000.0,0.9997661943143623
215,80375000000.0,0.9997639974166153
216,80400000000.0,0.9997618392431381
217,80425000000.0,0.9997597271887567
218,80450000000.0,0.9997576686668469
219,80475000000.0,0.9997556710872187
220,80500000000.0,0.999753741833666
221,80525000000.0,0.9997518882402959
222,80550000000.0,0.9997501175682363
223,80575000000.0,0.9997484369810182
224,80600000000.0,0.99974685352073
225,80625000000.0,0.9997453740828016
226,80650000000.0,0.9997440053920444
227,80675000000.0,0.9997427539775174
228,80700000000.0,0.9997416261482983
229,80725000000.0,0.9997406279693822
230,80750000000.0,0.9997397652378714
231,80775000000.0,0.9997390434597969
232,80800000000.0,0.9997384678277579
233,80825000000.0,0.9997380431990341
234,80850000000.0,0.999737774074943
235,80875000000.0,0.99973766458127
236,80900000000.0,0.9997377184496672
237,80925000000.0,0.9997379390003853
238,80950000000.0,0.9997383291268054
239,80975000000.0,0.9997388912810089
240,81000000000.0,0.9997396274614017
241,81025000000.0,0.9997405392014914
242,81050000000.0,0.9997416275613672
243,81075000000.0,0.9997428931200036
244,81100000000.0,0.9997443359704695
245,81125000000.0,0.9997459557162193
246,81150000000.0,0.999747751470421
247,81175000000.0,0.9997497218562188
248,81200000000.0,0.999751865010009
249,81225000000.0,0.9997541785863764
250,81250000000.0,0.9997566597648584
251,81275000000.0,0.9997593052592175
252,81300000000.0,0.9997621113283495
253,81325000000.0,0.9997650737894868
254,81350000000.0,0.9997681880327074
255,81375000000.0,0.999771449037873
256,81400000000.0,0.9997748513929187
257,81425000000.0,0.9997783893140026
258,81450000000.0,0.9997820566669398
259,81475000000.0,0.9997858469901159
260,81500000000.0,0.99978975351896
261,81525000000.0,0.9997937692114142
262,81550000000.0,0.999797886774091
263,81575000000.0,0.9998020986897134
264,81600000000.0,0.9998063972454464
265,81625000000.0,0.9998107745614727
266,81650000000.0,0.9998152226197226
267,81675000000.0,0.9998197332938077
268,81700000000.0,0.9998242983783956
269,81725000000.0,0.9998289096184031
270,81750000000.0,0.9998335587388095
271,81775000000.0,0.999838237473325
272,81800000000.0,0.9998429375928977
273,81825000000.0,0.9998476509340105
274,81850000000.0,0.9998523694253646
275,81875000000.0,0.9998570851145887
276,81900000000.0,0.99986179019327
277,81925000000.0,0.9998664770213673
278,81950000000.0,0.9998711381498704
279,81975000000.0,0.9998757663428997
280,82000000000.0,0.999880354597639
281,82025000000.0,0.999884896163336
282,82050000000.0,0.9998893845584264
283,82075000000.0,0.9998938135863816
284,82100000000.0,0.9998981773496466
285,82125000000.0,0.999902470262105
286,82150000000.0,0.9999066870596796
