,freq,n_s,n_p,bf,k_s,k_p
1240,106000000000.0,1.207911273448692,1.294157769165442,0.08624649571674992,0.012754618391464297,0.024012080356512887
1241,106025000000.0,1.2079155250047546,1.2941576600449696,0.08624213504021494,0.012802855599862845,0.02410139266897659
1242,106050000000.0,1.2079197844730156,1.2941575652367363,0.08623778076372068,0.012839651464109265,0.024169157213842628
1243,106075000000.0,1.2079240711764123,1.2941575211044567,0.08623344992804438,0.012865243066434592,0.024215825398802387
1244,106100000000.0,1.2079284042473208,1.2941575636417528,0.08622915939443199,0.012879914761421115,0.02424193754773787
1245,106125000000.0,1.2079328025764804,1.2941577283762542,0.08622492579977381,0.012883997701915638,0.02424812185981968
1246,106150000000.0,1.207937284757239,1.2941580502649834,0.08622076550774449,0.012877868798783675,0.02423509249749432
1247,106175000000.0,1.2079418690342472,1.2941585635981745,0.08621669456392733,0.012861949808059967,0.024203647732115738
1248,106200000000.0,1.2079465732544914,1.294159301907558,0.0862127286530665,0.012836706147843763,0.024154667797348487
1249,106225000000.0,1.2079514148159158,1.2941602978701798,0.086208883054264,0.012802645509162273,0.02408911216386101
1250,106250000000.0,1.2079564106182337,1.29416158321639,0.0862051725981563,0.012760316379228975,0.024008016726992952
1251,106275000000.0,1.207961577019645,1.2941631886489933,0.08620161162934825,0.012710306438074715,0.02391249082690823
1252,106300000000.0,1.207966929789052,1.2941651437539776,0.08619821396492555,0.012653240715854759,0.02380371369966464
1253,106325000000.0,1.2079724840627226,1.294167476919651,0.08619499285692833,0.012589779627588777,0.02368293074718201
1254,106350000000.0,1.2079782543049555,1.2941702152633339,0.08619196095837833,0.012520617005387208,0.023551449886529532
1255,106375000000.0,1.2079842542655799,1.2941733845521275,0.08618913028654762,0.012446477696502792,0.02341063693947828
1256,106400000000.0,1.2079904969460271,1.29417700913982,0.08618651219379281,0.012368115462570476,0.02326191170724866
1257,106425000000.0,1.207996994558587,1.294181111890991,0.08618411733240405,0.01228631029447862,0.023106742888942843
1258,106450000000.0,1.2080037585000478,1.2941857141321733,0.0861819556321255,0.012201866060595982,0.022946643655516536
1259,106475000000.0,1.2080107993135403,1.2941908355808283,0.08618003626728798,0.012115607658071608,0.022783166347620384
1260,106500000000.0,1.2080181266631986,1.294196494298423,0.08617836763522435,0.012028378330758545,0.022617897314412456
1261,106525000000.0,1.2080257493082551,1.294202706642427,0.08617695733417197,0.01194103687472532,0.022452451761659765
1262,106550000000.0,1.2080336750761018,1.2942094872163492,0.08617581214024739,0.011854454603863964,0.022288468021383533
1263,106575000000.0,1.208041910841276,1.294216848830899,0.08617493798962284,0.011769512478121526,0.022127602105656126
1264,106600000000.0,1.2080504625065132,1.2942248024689995,0.08617433996248636,0.011687097913936824,0.021971521809026683
1265,106625000000.0,1.2080593349840436,1.2942333572512388,0.08617402226719517,0.01160810184962235,0.02182190113696787
1266,106650000000.0,1.2080685321808085,1.2942425204086472,0.08617398822783873,0.01153341553161378,0.02168041430255041
1267,106675000000.0,1.2080780569856706,1.2942522972592019,0.08617424027353127,0.011463927302727156,0.021548729725331412
1268,106700000000.0,1.2080879112584388,1.2942626911876924,0.0861747799292536,0.011400519577506533,0.021428504290333324
1269,106725000000.0,1.2080980958225471,1.2942737036324288,0.08617560780988165,0.011344065496833894,0.021321377187979426
