freq,alpha,delay,azimuth,ellipticity_angle
297997069000.0,46.02077494038684,270.65295610378195,81.13568855307003,-43.928307747410315
302882267000.0,46.11520260229612,270.7386805682435,80.84246396328963,-43.82525739996369
307767465000.0,46.1931363122516,270.8140416759275,80.58719815767033,-43.739387282821035
312652662000.0,46.25542858970626,270.87885217963276,80.36051625800432,-43.66993511220049
317537860000.0,46.30294009755053,270.9330169315021,80.15689843397854,-43.61611670857445
322423058000.0,46.3365352813585,270.9765326938971,79.97295561644843,-43.57713050964928
327308256000.0,46.35707866356537,271.0094854862303,79.80656528033612,-43.55216121818211
332193454000.0,46.36543139496506,271.03204657496286,79.65640680959231,-43.54038318215862
337078652000.0,46.36244801149276,271.04446783097006,79.52169677047836,-43.540963608466676
341963850000.0,46.34897347038796,271.0470762745734,79.40203633328667,-43.5530656578919
346849047000.0,46.32584046701939,271.04026803339144,79.29732435036316,-43.575851429019636
351734245000.0,46.29386697137636,271.02450188485403,79.20771184671008,-43.60848488267827
356619443000.0,46.25385408973639,271.0002923401972,79.1335885706288,-43.65013462965729
361504641000.0,46.20658412384663,270.96820258426993,79.07559424667474,-43.69997664785421
366389839000.0,46.1528188963385,270.92883721961675,79.03465707805208,-43.75719687145115
371275037000.0,46.0932982986064,270.8828349809136,79.01206415682653,-43.82099365372296
376160234000.0,46.0287390630979,270.8308615070044,79.00957584068125,-43.89058007002621
381045432000.0,45.95983366431897,270.77360217015405,79.0296061842501,-43.96518612586135
385930630000.0,45.88724951734628,270.71175526352357,79.07550764511264,-44.0440606200118
390815828000.0,45.81162821788704,270.64602526400694,79.15203350516515,-44.126472892700434
395701026000.0,45.73358497307958,270.57711652134805,79.26611217269499,-44.21171414954142
400586224000.0,45.65370814472462,270.50572727664553,79.42820751329715,-44.29909825232383
405471422000.0,45.57255890094779,270.4325440622859,79.65485147732626,-44.3879615547029
410356619000.0,45.490670973706514,270.3582365487258,79.97371747139172,-44.47766081585417
415241817000.0,45.408550411733486,270.28345275274285,80.43479252437756,-44.56756683412172
420127015000.0,45.326675561457385,270.20881488690407,81.13828471491492,-44.65704611941216
425012213000.0,45.245496952411145,270.1349154604029,82.31791163008955,-44.74540387352566
429897411000.0,45.165437299858105,270.0623139987744,84.66723233930516,-44.83165437931455
434782609000.0,45.08689154392692,269.9915341787978,91.39447166321393,-44.91300541463281
439667807000.0,45.010226924166716,269.92306144758805,127.55622838452848,-44.960194533957136
444553004000.0,44.935783108344644,269.85734110119523,155.9981679754771,-44.904022445310474
449438202000.0,44.863872275214916,269.7947767683117,161.4958359237187,-44.829530583638345
454323400000.0,44.79477939282335,269.7357294206928,163.6121444099003,-44.75592023081956
459208598000.0,44.7287623704592,269.68051670254914,164.75275447993133,-44.685219944202075
464093796000.0,44.666052330513516,269.62941269664316,165.4886005459637,-44.61809264455553
468978994000.0,44.606853904817626,269.58264804587554,166.02150781559155,-44.55490811977236
473864191000.0,44.55134558225096,269.54041044067236,166.44061673618572,-44.495924499621374
478749389000.0,44.499680048891776,269.5028453730827,166.7913674828224,-44.44133690664305
483634587000.0,44.451984690229345,269.4700572681933,167.09939341355954,-44.3912947837973
488519785000.0,44.40836203107013,269.4421107922659,167.38030998153073,-44.34590939792541
493404983000.0,44.36889028849831,269.4190324416838,167.64423913535802,-44.305257858683895
498290181000.0,44.33362397272661,269.40081231613857,167.89810138255922,-44.269385675634815
503175379000.0,44.302594546782046,269.3874060715183,168.14686497878856,-44.238308682965794
508060576000.0,44.275811152619355,269.37873701794325,168.39426908477998,-44.21201468589637
512945774000.0,44.25326137310266,269.3746983261806,168.64326530203417,-44.190464958784816
517830972000.0,44.234912109917005,269.37515533428683,168.89630003751805,-44.173595748841514
522716170000.0,44.22071046604038,269.37994790106313,169.1555048099234,-44.161319715185435
527601368000.0,44.21058471579113,269.38889280245115,169.42283073189955,-44.15352740124601
532486566000.0,44.20444532505101,269.40178614017213,169.7001495080328,-44.15008871216116
537371764000.0,44.20218602375273,269.4184057392433,169.9893344942735,-44.150854400529006
542256961000.0,44.20368492544025,269.4385135134937,170.29233084061937,-44.15565755401898
547142159000.0,44.20880569397112,269.4618578058813,170.61122151143522,-44.164315085298114
552027357000.0,44.21739874143378,269.48817562568485,170.94829343140265,-44.1766291933644
556912555000.0,44.2293024622155,269.51719485038353,171.30610950815554,-44.19238880739262
561797753000.0,44.24434448865288,269.5486363248644,171.68759039482208,-44.21137098028127
566682951000.0,44.262342966101855,269.58221586764785,172.09611150529994,-44.233342220575935
571568149000.0,44.28310783616523,269.6176461799248,172.53562183135432,-44.258059735503785
576453346000.0,44.30644211967972,269.65463863725705,173.01079262383772,-44.28527255183924
581338544000.0,44.33214321720215,269.692905016606,173.52720790260528,-44.31472250641441
586223742000.0,44.360004151660526,269.73215903076215,174.09161029385493,-44.34614497143446
591108940000.0,44.3898148347291,269.7721178396792,174.71222576142924,-44.37926934798975
595994138000.0,44.42136328785356,269.81250340411503,175.3991950931841,-44.41381914667876
600879336000.0,44.45443683051161,269.8530437518604,176.1651555661235,-44.44951153152511
605764533000.0,44.488823223705026,269.8934741268057,177.02603223518128,-44.486056096495886
610649731000.0,44.52431180259579,269.93353808241017,178.00212528097458,-44.523152585956346
615534929000.0,44.56069448552311,269.9729884038116,179.1196093408551,-44.56048694293112
615534929000.0,44.56069448552311,269.9729884038116,nan,-44.56048694293112
620420127000.0,44.59776680060184,270.011588010584,0.41260552300621034,-44.597725075365844
625305325000.0,44.6353288134582,270.0491107448942,1.9260128526131046,-44.634503066987435
630190523000.0,44.67318599930797,270.08534208140327,3.7192602557668817,-44.67041218199992
635075721000.0,44.711150048256705,270.12007975801345,5.870904814970793,-44.704976340719035
639960918000.0,44.749039591281786,270.1531343349405,8.483170676590044,-44.737619535954295
644846116000.0,44.78668089621927,270.1843297057305,11.683206372075729,-44.76762262772255
649731314000.0,44.823908410297,270.21350348863416,15.612529980553061,-44.79407758899106
654616512000.0,44.860565310041565,270.24050740880347,20.387704540050702,-44.815872674502714
659501710000.0,44.89650393691211,270.26520759495236,26.014032162944382,-44.831788449620724
664386908000.0,44.931586169247694,270.287484817518,32.273935852738916,-44.84080737128892
669272106000.0,44.96568372232556,270.3072346700673,38.70374494203555,-44.842596438257104
674157303000.0,44.9986783715637,270.32436769233374,44.766553631244015,-44.83781076903684
679042501000.0,45.03046214203882,270.3388094480848,50.09698758634328,-44.82787826456414
683927699000.0,45.06093736430306,270.35050051904227,54.58676593313107,-44.81445763419307
688812897000.0,45.0900167361704,270.3593964731253,58.30400820805637,-44.79901651127528
693698095000.0,45.117623290404126,270.3654677643166,61.38457540464299,-44.78268289874844
