,freq,diattenuation
0,297997069000.0,0.0004266602681783522
1,302882267000.0,0.0004420775624675149
2,307767465000.0,0.00045526337863186037
3,312652662000.0,0.0004661395992412789
4,317537860000.0,0.0004747729238299176
5,322423058000.0,0.000481255850390286
6,327308256000.0,0.0004856791926995626
7,332193454000.0,0.00048815037936635606
8,337078652000.0,0.0004887843478185324
9,341963850000.0,0.00048769669082902596
10,346849047000.0,0.00048501173781147563
11,351734245000.0,0.0004808653146939053
12,356619443000.0,0.00047539207450626606
13,361504641000.0,0.0004687342812288505
14,366389839000.0,0.0004610381199163072
15,371275037000.0,0.00045245302734988257
16,376160234000.0,0.0004431309010734214
17,381045432000.0,0.000433224644703323
18,385930630000.0,0.00042288908501131057
19,390815828000.0,0.0004122781757712954
20,395701026000.0,0.0004015451475826444
21,400586224000.0,0.0003908416776481505
22,405471422000.0,0.00038031674151115826
23,410356619000.0,0.0003701158402441076
24,415241817000.0,0.0003603800739722286
25,420127015000.0,0.0003512459491556729
26,425012213000.0,0.0003428436268073026
27,429897411000.0,0.00033529690969479666
28,434782609000.0,0.00032872225571434476
29,439667807000.0,0.0003232282008253967
30,444553004000.0,0.0003189145848565739
31,449438202000.0,0.0003158723075500214
32,454323400000.0,0.0003141823843029496
33,459208598000.0,0.0003139158656942081
34,464093796000.0,0.0003151333486731074
35,468978994000.0,0.0003178845517328583
36,473864191000.0,0.00032220821198272477
37,478749389000.0,0.00032813187498749376
38,483634587000.0,0.00033567174825843715
39,488519785000.0,0.000344832697530521
40,493404983000.0,0.0003556084218671522
41,498290181000.0,0.00036798145022877497
42,503175379000.0,0.00038192335756157697
43,508060576000.0,0.00039739505802747913
44,512945774000.0,0.0004143472400152848
45,517830972000.0,0.0004327206408355281
46,522716170000.0,0.00045244664402526076
47,527601368000.0,0.0004734477258787745
48,532486566000.0,0.0004956381578168968
49,537371764000.0,0.0005189245789890733
50,542256961000.0,0.0005432065843442504
51,547142159000.0,0.0005683777947293016
52,552027357000.0,0.0005943261923442902
53,556912555000.0,0.0006209353038093804
54,561797753000.0,0.0006480847232506458
55,566682951000.0,0.0006756511566151858
56,571568149000.0,0.0007035090515843925
57,576453346000.0,0.0007315316612046231
58,581338544000.0,0.000759591674338169
59,586223742000.0,0.0007875623306826284
60,591108940000.0,0.0008153178233536811
61,595994138000.0,0.000842734512220374
62,600879336000.0,0.0008696914021724633
63,605764533000.0,0.000896071023275975
64,610649731000.0,0.0009217601935579174
65,615534929000.0,0.0009466503712212028
66,620420127000.0,0.0009706387155214551
67,625305325000.0,0.0009936283816729481
68,630190523000.0,0.0010155290854446674
69,635075721000.0,0.001036257738347169
70,639960918000.0,0.001055738597115708
71,644846116000.0,0.001073904029410718
72,649731314000.0,0.0010906944115570024
73,654616512000.0,0.00110605876128029
74,659501710000.0,0.0011199547234887139
75,664386908000.0,0.0011323488233562023
76,669272106000.0,0.001143216579954287
77,674157303000.0,0.0011525424394995872
78,679042501000.0,0.0011603199836266501
79,683927699000.0,0.0011665516664315996
80,688812897000.0,0.0011712488677670496
81,693698095000.0,0.001174431526038615
82,698583293000.0,0.0011761283038395826
83,703468490000.0,0.0011763759185246406
84,708353688000.0,0.0011752192368742304
85,713238886000.0,0.0011727106139477943
86,718124084000.0,0.0011689098018327461
87,723009282000.0,0.0011638834661760527
88,727894480000.0,0.001157704657660548
89,732779678000.0,0.0011504525086708246
90,737664875000.0,0.0011422116945695418
91,742550073000.0,0.0011330719223292356
92,747435271000.0,0.0011231274612024497
93,752320469000.0,0.001112476562739217
94,757205667000.0,0.001101220886722676
95,762090865000.0,0.0010894651456149487
96,766976063000.0,0.0010773163122011584
97,771861260000.0,0.0010648831521181997
98,776746458000.0,0.0010522757827726398
99,781631656000.0,0.0010396049226623558
100,786516854000.0,0.0010269815593351938
101,791402052000.0,0.0010145162532409521
102,796287250000.0,0.0010023187094373293
103,801172447000.0,0.000990497271255588
104,806057645000.0,0.0009791584080198889
105,810942843000.0,0.0009684062718266786
106,815828041000.0,0.0009583423217792763
107,820713239000.0,0.000949064789829706
108,825598437000.0,0.0009406683683068637
109,830483635000.0,0.0009332438623491559
110,835368832000.0,0.000926877836375924
111,840254030000.0,0.0009216522690339505
112,845139228000.0,0.0009176443874135649
113,850024426000.0,0.00091492634192466
114,854909624000.0,0.0009135649910497295
115,859794822000.0,0.0009136217770111404
116,864680020000.0,0.0009151525647427394
117,869565217000.0,0.0009182074962354866
118,874450415000.0,0.0009228309045871495
119,879335613000.0,0.0009290612696220965
120,884220811000.0,0.00093693115917159
121,889106009000.0,0.0009464672799625027
122,893991207000.0,0.0009576904073477063
123,898876404000.0,0.0009706154849877775
124,903761602000.0,0.0009852516726004724
125,908646800000.0,0.0010016024357712501
126,913531998000.0,0.0010196656012690629
127,918417196000.0,0.00103943353222936
128,923302394000.0,0.0010608931880165292
129,928187592000.0,0.0010840263316058121
130,933072789000.0,0.0011088096554679437
131,937957987000.0,0.0011352149124755995
132,942843185000.0,0.001163209123074606
133,947728383000.0,0.0011927547228851969
134,952613581000.0,0.0012238097426171541
135,957498779000.0,0.0012563279941550545
136,962383977000.0,0.0012902592359519207
137,967269174000.0,0.0013255493210264286
138,972154372000.0,0.0013621404723928039
139,977039570000.0,0.00139997132600436
140,981924768000.0,0.001438977243605095
141,986809966000.0,0.001479090326458714
142,991695164000.0,0.0015202397144714259
143,996580362000.0,0.0015623516945741458
144,1001465560000.0,0.0016053498535952744
145,1006350760000.0,0.001649155281290317
146,1011235960000.0,0.0016936866565276858
147,1016121150000.0,0.00173886040327747
148,1021006350000.0,0.0017845911509464622
149,1025891550000.0,0.0018307913644533245
150,1030776750000.0,0.0018773718950824898
151,1035661940000.0,0.0019242420062896002
152,1040547140000.0,0.0019713098197448983
153,1045432340000.0,0.0020184820234164535
154,1050317540000.0,0.0020656644612811114
155,1055202740000.0,0.002112762219897506
156,1060087930000.0,0.0021596797716763724
157,1064973130000.0,0.0022063215831718253
158,1069858330000.0,0.002252591883541557
159,1074743530000.0,0.002298395281293824
160,1079628720000.0,0.0023436368675702904
161,1084513920000.0,0.002388222985765588
162,1089399120000.0,0.0024320610157847512
163,1094284320000.0,0.0024750601630434545
164,1099169520000.0,0.0025171317006672514
165,1104054710000.0,0.0025581894197057964
166,1108939910000.0,0.0025981505069136023
167,1113825110000.0,0.002636935395271005
168,1118710310000.0,0.002674468748128953
169,1123595510000.0,0.0027106799251658703
170,1128480700000.0,0.002745503504828725
171,1133365900000.0,0.0027788802596936876
172,1138251100000.0,0.002810757268455368
173,1143136300000.0,0.002841089009534882
174,1148021490000.0,0.002869837824553229
175,1152906690000.0,0.0028969749251934306
176,1157791890000.0,0.0029224807628632343
177,1162677090000.0,0.0029463459958155493
178,1167562290000.0,0.0029685722299285975
179,1172447480000.0,0.0029891726413624566
180,1177332680000.0,0.0030081729502868053
181,1182217880000.0,0.0030256118772219245
182,1187103080000.0,0.003041542011749742
183,1191988280000.0,0.003056030530596947
184,1196873470000.0,0.0030691597869811874
185,1201758670000.0,0.0030810280232965327
186,1206643870000.0,0.0030917497825934176
187,1211529070000.0,0.003101456653384144
188,1216414260000.0,0.0031102975720177627
189,1221299460000.0,0.0031184393592223877
190,1226184660000.0,0.003126066876697078
191,1231069860000.0,0.0031333834140033806
192,1235955060000.0,0.003140610758312975
193,1240840250000.0,0.0031479892512672435
194,1245725450000.0,0.0031557777357401557
195,1250610650000.0,0.0031642533703560103
196,1255495850000.0,0.0031737113044122017
197,1260381050000.0,0.0031844642752474547
198,1265266240000.0,0.003196841939460087
199,1270151440000.0,0.0032111903868308964
200,1275036640000.0,0.0032278709557098627
201,1279921840000.0,0.0032472594766278897
202,1284807030000.0,0.0032697449097743394
203,1289692230000.0,0.0032957282173477175
204,1294577430000.0,0.0033256206608251924
205,1299462630000.0,0.0033598422375476916
206,1304347830000.0,0.0033988198309978872
207,1309233020000.0,0.0034429851404999337
208,1314118220000.0,0.003492772928874138
209,1319003420000.0,0.0035486181335068457
210,1323888620000.0,0.003610953758430263
211,1328773820000.0,0.0036802082924233402
212,1333659010000.0,0.003756802619377151
213,1338544210000.0,0.003841147996783483
214,1343429410000.0,0.003933641976217962
215,1348314610000.0,0.0040346660265216635
216,1353199800000.0,0.004144581911207236
217,1358085000000.0,0.0042637293576359425
218,1362970200000.0,0.004392421417446873
219,1367855400000.0,0.004530941878471015
220,1372740600000.0,0.004679541790495068
221,1377625790000.0,0.00483843563884204
222,1382510990000.0,0.005007799286546782
223,1387396190000.0,0.005187764638530422
224,1392281390000.0,0.00537841774864587
225,1397166590000.0,0.005579795091015865
226,1402051780000.0,0.005791880185489263
227,1406936980000.0,0.006014602215852174
228,1411822180000.0,0.006247830714276475
229,1416707380000.0,0.006491374450226317
230,1421592570000.0,0.006744978192802603
231,1426477770000.0,0.007008322399880327
232,1431362970000.0,0.007281018127629042
233,1436248170000.0,0.00756260731839052
234,1441133370000.0,0.007852560837476355
235,1446018560000.0,0.008150276666627683
236,1450903760000.0,0.008455081355992529
237,1455788960000.0,0.008766225997311184
238,1460674160000.0,0.009082888296751433
239,1465559360000.0,0.009404172110253236
240,1470444550000.0,0.009729107244431894
241,1475329750000.0,0.010056653077990894
242,1480214950000.0,0.010385695531673232
243,1485100150000.0,0.010715051587308745
244,1489985340000.0,0.01104346964777054
245,1494870540000.0,0.011369634692483364
246,1499755740000.0,0.011692166930550463
247,1504640940000.0,0.012009627335594075
248,1509526140000.0,0.012320520680298468
249,1514411330000.0,0.012623298408317156
250,1519296530000.0,0.012916365551927229
