,freq,lp_cp_deg
147,1016121150000.0,-0.9999600573264058
148,1021006350000.0,-0.9999649269305549
149,1025891550000.0,-0.9999696343916844
150,1030776750000.0,-0.9999741249198263
151,1035661940000.0,-0.9999783468183114
152,1040547140000.0,-0.9999822522557859
153,1045432340000.0,-0.999985797897697
154,1050317540000.0,-0.9999889455613353
155,1055202740000.0,-0.9999916627547011
156,1060087930000.0,-0.9999939231405707
157,1064973130000.0,-0.9999957069358036
158,1069858330000.0,-0.9999970011728712
159,1074743530000.0,-0.9999977999111769
160,1079628720000.0,-0.9999981043221828
161,1084513920000.0,-0.9999979226768321
162,1089399120000.0,-0.9999972702215602
163,1094284320000.0,-0.9999961689548127
164,1099169520000.0,-0.9999946472929657
165,1104054710000.0,-0.9999927396379494
166,1108939910000.0,-0.9999904858239979
167,1113825110000.0,-0.9999879305092594
168,1118710310000.0,-0.999985122440605
169,1123595510000.0,-0.9999821136565886
170,1128480700000.0,-0.999978958622943
171,1133365900000.0,-0.9999757132761038
172,1138251100000.0,-0.9999724340852292
173,1143136300000.0,-0.99996917701727
174,1148021490000.0,-0.9999659965233864
175,1152906690000.0,-0.9999629444863237
176,1157791890000.0,-0.9999600692499765
177,1162677090000.0,-0.9999574146187288
178,1167562290000.0,-0.9999550189438109
179,1172447480000.0,-0.9999529142800833
180,1177332680000.0,-0.9999511256140396
181,1182217880000.0,-0.9999496702445798
182,1187103080000.0,-0.9999485572476557
183,1191988280000.0,-0.9999477871072947
184,1196873470000.0,-0.9999473515010466
185,1201758670000.0,-0.999947233252902
186,1206643870000.0,-0.9999474064751426
187,1211529070000.0,-0.9999478368883418
188,1216414260000.0,-0.99994848233691
189,1221299460000.0,-0.9999492935019444
190,1226184660000.0,-0.9999502147878286
191,1231069860000.0,-0.9999511854009967
192,1235955060000.0,-0.9999521405895188
193,1240840250000.0,-0.9999530130317884
194,1245725450000.0,-0.9999537343622605
195,1250610650000.0,-0.9999542367815334
196,1255495850000.0,-0.9999544547577072
197,1260381050000.0,-0.9999543267570644
198,1265266240000.0,-0.9999537969803435
199,1270151440000.0,-0.999952817054188
200,1275036640000.0,-0.9999513476552171
201,1279921840000.0,-0.99994936000131
202,1284807030000.0,-0.9999468371876691
203,1289692230000.0,-0.9999437752865085
204,1294577430000.0,-0.9999401842507967
205,1299462630000.0,-0.999936088481723
206,1304347830000.0,-0.9999315271005752
207,1309233020000.0,-0.9999265538790607
208,1314118220000.0,-0.9999212367484772
209,1319003420000.0,-0.999915657029203
210,1323888620000.0,-0.9999099081709286
211,1328773820000.0,-0.9999040941592191
212,1333659010000.0,-0.9998983275561272
213,1338544210000.0,-0.9998927271385819
214,1343429410000.0,-0.9998874153502146
215,1348314610000.0,-0.9998825153766188
216,1353199800000.0,-0.9998781480907118
217,1358085000000.0,-0.9998744288149479
218,1362970200000.0,-0.9998714641235413
219,1367855400000.0,-0.9998693485927965
220,1372740600000.0,-0.9998681617315118
221,1377625790000.0,-0.9998679651343957
222,1382510990000.0,-0.9998687999710633
223,1387396190000.0,-0.99987068491323
224,1392281390000.0,-0.9998736145897174
225,1397166590000.0,-0.9998775586724212
226,1402051780000.0,-0.9998824616567812
227,1406936980000.0,-0.9998882434698595
228,1411822180000.0,-0.9998948007997567
229,1416707380000.0,-0.9999020093755683
230,1421592570000.0,-0.9999097270375871
231,1426477770000.0,-0.9999177977232178
232,1431362970000.0,-0.999926056058679
233,1436248170000.0,-0.9999343327761973
234,1441133370000.0,-0.9999424605838206
235,1446018560000.0,-0.9999502803858505
236,1450903760000.0,-0.9999576477094345
237,1455788960000.0,-0.9999644388295378
238,1460674160000.0,-0.9999705565985577
239,1465559360000.0,-0.9999759353776885
240,1470444550000.0,-0.9999805447550952
241,1475329750000.0,-0.9999843916426877
242,1480214950000.0,-0.9999875201310046
243,1485100150000.0,-0.9999900087757441
244,1489985340000.0,-0.9999919646245273
245,1494870540000.0,-0.9999935135050565
246,1499755740000.0,-0.9999947859360814
247,1504640940000.0,-0.99999589816858
248,1509526140000.0,-0.9999969277346753
249,1514411330000.0,-0.9999978829905054
250,1519296530000.0,-0.9999986661588921
251,1524181730000.0,-0.9999990293914804
252,1529066930000.0,-0.9999985235046911
253,1533952130000.0,-0.9999964390548157
254,1538837320000.0,-0.9999917395688366
255,1543722520000.0,-0.9999829867629578
256,1548607720000.0,-0.9999682579309711
257,1553492920000.0,-0.9999450554935562
258,1558378110000.0,-0.9999102092406027
259,1563263310000.0,-0.9998597712373734
260,1568148510000.0,-0.9997889051848777
261,1573033710000.0,-0.9996917696960839
262,1577918910000.0,-0.999561397511519
263,1582804100000.0,-0.9993895719202008
264,1587689300000.0,-0.9991666995821344
265,1592574500000.0,-0.998881686818797
266,1597459700000.0,-0.9985218142097506
267,1602344890000.0,-0.9980726174594572
268,1607230090000.0,-0.9975177688224721
269,1612115290000.0,-0.9968389758119626
270,1617000490000.0,-0.996015881266252
271,1621885690000.0,-0.9950259803718469
272,1626770880000.0,-0.9938445545937823
273,1631656080000.0,-0.9924446104379365
274,1636541280000.0,-0.9907968625858128
275,1641426480000.0,-0.9888697155567936
276,1646311680000.0,-0.986629281136269
277,1651196870000.0,-0.9840394255713404
278,1656082070000.0,-0.9810618172264081
279,1660967270000.0,-0.9776560573546678
280,1665852470000.0,-0.9737797894556008
281,1670737660000.0,-0.9693888750040733
282,1675622860000.0,-0.9644375496159501
283,1680508060000.0,-0.958878701881429
284,1685393260000.0,-0.9526640950880971
285,1690278460000.0,-0.9457446627027549
286,1695163650000.0,-0.9380708410687469
287,1700048850000.0,-0.9295928485360566
288,1704934050000.0,-0.920261147987421
289,1709819250000.0,-0.9100267762787259
290,1714704450000.0,-0.898841768742242
291,1719589640000.0,-0.886659610069813
292,1724474840000.0,-0.8734355688733296
293,1729360040000.0,-0.8591272905548607
294,1734245240000.0,-0.8436951457120412
295,1739130430000.0,-0.8271027330655949
296,1744015630000.0,-0.8093171780330346
297,1748900830000.0,-0.7903097613881562
298,1753786030000.0,-0.7700561938979713
299,1758671230000.0,-0.748537035522412
300,1763556420000.0,-0.7257381034437328
301,1768441620000.0,-0.7016506119383544
302,1773326820000.0,-0.6762717465211004
303,1778212020000.0,-0.6496047350421826
304,1783097220000.0,-0.6216591057742262
305,1787982410000.0,-0.5924509156314147
306,1792867610000.0,-0.5620026274382963
307,1797752810000.0,-0.5303435374456779
308,1802638010000.0,-0.4975095556098761
309,1807523200000.0,-0.46354329868760896
310,1812408400000.0,-0.42849372022148224
311,1817293600000.0,-0.39241638489706443
312,1822178800000.0,-0.35537299678637646
313,1827064000000.0,-0.3174312200278654
314,1831949190000.0,-0.27866446104479775
315,1836834390000.0,-0.23915120325762568
316,1841719590000.0,-0.19897509162211416
317,1846604790000.0,-0.15822418208747913
318,1851489990000.0,-0.11699054600277461
319,1856375180000.0,-0.07536984565779509
320,1861260380000.0,-0.03346045074893567
321,1866145580000.0,0.008636619740070536
322,1871030780000.0,0.050818630734272965
323,1875915970000.0,0.09298157155624365
324,1880801170000.0,0.13502112667781221
325,1885686370000.0,0.17683279206548513
326,1890571570000.0,0.21831285929908587
327,1895456770000.0,0.25935896692582333
328,1900341960000.0,0.2998706499294344
329,1905227160000.0,0.3397502912296317
330,1910112360000.0,0.37890322904285684
331,1914997560000.0,0.41723867422678135
332,1919882760000.0,0.4546701861227079
333,1924767950000.0,0.49111612823460005
334,1929653150000.0,0.5265004596006058
335,1934538350000.0,0.5607527435805102
336,1939423550000.0,0.5938088627250969
337,1944308740000.0,0.6256112474995434
338,1949193940000.0,0.6561094530695942
339,1954079140000.0,0.6852600348991444
340,1958964340000.0,0.7130270232951824
341,1963849540000.0,0.7393820113271162
342,1968734730000.0,0.76430420020102
343,1973619930000.0,0.7877806353777105
344,1978505130000.0,0.8098058738466436
345,1983390330000.0,0.8303821034981669
346,1988275530000.0,0.8495189415943676
347,1993160720000.0,0.8672331909204859
348,1998045920000.0,0.8835487139849876
349,2002931120000.0,0.8984958912686232
350,2007816320000.0,0.9121113911750602
