,freq,lp_lp_deg
154,1050317540000.0,0.004701994803140257
155,1055202740000.0,0.004083432512998611
156,1060087930000.0,0.0034862131217720713
157,1064973130000.0,0.002930206470941878
158,1069858330000.0,0.0024490090372977134
159,1074743530000.0,0.002097658886925188
160,1079628720000.0,0.0019471394507740432
161,1084513920000.0,0.0020382938994478418
162,1089399120000.0,0.0023365678736104673
163,1094284320000.0,0.0027680454652497543
164,1099169520000.0,0.003271908528218869
165,1104054710000.0,0.0038105998724998875
166,1108939910000.0,0.004362139553556176
167,1113825110000.0,0.004913128922453734
168,1118710310000.0,0.005454804987190221
169,1123595510000.0,0.00598100049334918
170,1128480700000.0,0.006487088050473156
171,1133365900000.0,0.00696942307134958
172,1138251100000.0,0.007425029943511336
173,1143136300000.0,0.007851433971182839
