,freq,E1 azimuth,E2 azimuth
0,297997069000.0,25.478592133866275,115.49053832522144
1,302882267000.0,25.212398117939156,115.22496811954642
2,307767465000.0,24.945876619461348,114.9590182715415
3,312652662000.0,24.679378619964684,114.69303390814729
4,317537860000.0,24.4132587757039,114.42736793573354
5,322423058000.0,24.147875819153676,114.16237817666482
6,327308256000.0,23.88359107654045,113.89842511326968
7,332193454000.0,23.62076650544116,113.63587049894774
8,337078652000.0,23.359763023088494,113.37507544395449
9,341963850000.0,23.10093876548858,113.1163984797148
10,346849047000.0,22.844647140660836,112.86019387935849
11,351734245000.0,22.591234691000956,112.6068096307979
12,356619443000.0,22.341039743108247,112.35658569529889
13,361504641000.0,22.094390222937804,112.10985211305389
14,366389839000.0,21.851601985701294,111.86692722285483
15,371275037000.0,21.6129771164351,111.62811594516796
16,376160234000.0,21.378802368957054,111.39370819675044
17,381045432000.0,21.14934748276108,111.16397715821041
18,385930630000.0,20.924864058520765,110.93917817754169
19,390815828000.0,20.705584148075133,110.7195472614982
20,395701026000.0,20.49171917956577,110.50529999934423
21,400586224000.0,20.28345900288639,110.29663057280338
22,405471422000.0,20.080971099567574,110.09371091861459
23,410356619000.0,19.88439998936108,109.89669010000284
24,415241817000.0,19.693866605774662,109.70569364150688
25,420127015000.0,19.509468227223348,109.5208234438337
26,425012213000.0,19.331278194902776,109.34215743388029
27,429897411000.0,19.159345966321567,109.16974960844747
28,434782609000.0,18.99369730086873,109.00363017801587
29,439667807000.0,18.834334588625577,108.84380586818693
30,444553004000.0,18.68123735575766,108.69026039208218
31,449438202000.0,18.534362740989597,108.54295491009853
32,454323400000.0,18.393646419074265,108.40182891780938
33,459208598000.0,18.259003311237233,108.2668009455461
34,464093796000.0,18.130328563853432,108.1377695154845
35,468978994000.0,18.00749858656577,108.01461416096042
36,473864191000.0,17.890372190897345,107.89719655516161
37,478749389000.0,17.77879168232621,107.78536159037093
38,483634587000.0,17.672584248427835,107.67893875670977
39,488519785000.0,17.5715631524222,107.57774332882919
40,493404983000.0,17.475529083273006,107.48157771340536
41,498290181000.0,17.384271509254702,107.39023279703483
42,503175379000.0,17.29757004537858,107.30348931283604
43,508060576000.0,17.21519584311111,107.22111923093856
44,512945774000.0,17.136912893459407,107.14288706464981
45,517830972000.0,17.062479487447224,107.06855133244275
46,522716170000.0,16.991649485650612,106.99786583376266
47,527601368000.0,16.924173647589562,106.93058098314593
48,532486566000.0,16.859800908475986,106.86644509556477
49,537371764000.0,16.7982796171477,106.80520563156117
50,542256961000.0,16.739358740334154,106.74661040938082
51,547142159000.0,16.682788954075075,106.69040871105669
52,552027357000.0,16.628323805210513,106.63635244926185
53,556912555000.0,16.575720688192956,106.58419716118881
54,561797753000.0,16.524741825888782,106.53370299809902
55,566682951000.0,16.47515517058428,106.48463564268667
56,571568149000.0,16.426735242038202,106.43676715827952
57,576453346000.0,16.37926390474331,106.38987678387122
58,581338544000.0,16.33253103190532,106.3437516106052
59,586223742000.0,16.286335193697358,106.29818728978391
60,591108940000.0,16.24048418516014,106.25298857116555
61,595994138000.0,16.1947955283514,106.20796982800034
62,600879336000.0,16.14909690258027,106.16295550003017
63,605764533000.0,16.10322651446235,106.11778048301281
64,610649731000.0,16.05703335684339,106.07229040652643
65,615534929000.0,16.010377501011874,106.0263419385163
66,620420127000.0,15.963130228081663,105.97980294198312
67,625305325000.0,15.915174153644271,105.93255261287776
68,630190523000.0,15.866403283526925,105.88448155422267
69,635075721000.0,15.816723013775725,105.8354917965895
70,639960918000.0,15.766050092754211,105.78549677267343
71,644846116000.0,15.714312475639426,105.73442119632547
72,649731314000.0,15.661449242795193,105.68220098963334
73,654616512000.0,15.607410363477408,105.62878306999882
74,659501710000.0,15.552156474660675,105.57412514044968
75,664386908000.0,15.495658607654688,105.5181954331953
76,669272106000.0,15.437897879200666,105.46097241536765
77,674157303000.0,15.378865162507983,105.40244447112565
78,679042501000.0,15.318560663342888,105.34260949493887
79,683927699000.0,15.256993593084257,105.28147457158501
80,688812897000.0,15.194181692114299,105.21905551358145
81,693698095000.0,15.130150794131422,105.15537643023998
82,698583293000.0,15.064934352198447,105.09046926955187
83,703468490000.0,14.998572969220442,105.02437334631878
84,708353688000.0,14.931113836541616,104.95713479463728
85,713238886000.0,14.862610303942644,104.88880613425812
86,718124084000.0,14.793121297539344,104.81944569728829
87,723009282000.0,14.722710801814836,104.74911710948808
88,727894480000.0,14.651447323608059,104.67788875166566
89,732779678000.0,14.57940335089592,104.60583322021937
90,737664875000.0,14.506654829060938,104.53302679890551
91,742550073000.0,14.43328056431059,104.45954885767772
92,747435271000.0,14.359361780597148,104.38548140471468
93,752320469000.0,14.284981535694937,104.3109084945145
94,757205667000.0,14.210224220873561,104.23591571846252
95,762090865000.0,14.135175054472802,104.16058969366166
96,766976063000.0,14.059919594060686,104.08501755911827
97,771861260000.0,13.984543275661075,104.00928650574735
98,776746458000.0,13.909130892615462,103.93348324565315
99,781631656000.0,13.83376625165519,103.8576936507516
100,786516854000.0,13.758531690080952,103.78200226129252
101,791402052000.0,13.683507696403428,103.70649188878825
102,796287250000.0,13.60877253575899,103.63124322916126
103,801172447000.0,13.53440191578558,103.55633451406717
104,806057645000.0,13.460468601772028,103.48184111051026
105,810942843000.0,13.387042209575212,103.4078352999168
106,815828041000.0,13.314188871884092,103.33438593101135
107,820713239000.0,13.241971009667248,103.26155817448333
108,825598437000.0,13.170447113283018,103.18941329172506
109,830483635000.0,13.09967155134614,103.1180084304232
110,835368832000.0,13.029694421186848,103.0473964615878
