,freq,n_s,n_p
329,83225000000.0,1.2013221825047058,1.288400586117343
330,83250000000.0,1.2013476429172505,1.288443702213016
331,83275000000.0,1.2013724472109177,1.2884855185045763
332,83300000000.0,1.2013965946216125,1.2885260336305826
333,83325000000.0,1.2014200861398536,1.28856524969796
334,83350000000.0,1.2014429244748324,1.288603172211397
335,83375000000.0,1.2014651140073196,1.288639809980526
336,83400000000.0,1.20148666074477,1.288675175031244
337,83425000000.0,1.201507572272058,1.288709282508222
338,83450000000.0,1.2015278576949773,1.288742150562988
339,83475000000.0,1.201547527584126,1.2887738002425548
340,83500000000.0,1.2015665939177116,1.2888042553758077
341,83525000000.0,1.2015850700146353,1.288833542440589
342,83550000000.0,1.2016029704734152,1.2888616904421217
343,83575000000.0,1.2016203111002974,1.2888887307700696
344,83600000000.0,1.2016371088411737,1.288914697062984
345,83625000000.0,1.2016533817105373,1.2889396250668457
346,83650000000.0,1.2016691487153168,1.2889635524834713
347,83675000000.0,1.2016844297787777,1.2889865188189986
348,83700000000.0,1.2016992456678115,1.28900856523907
349,83725000000.0,1.201713617907459,1.2890297343988293
350,83750000000.0,1.201727568708985,1.289050070299643
351,83775000000.0,1.2017411208832434,1.289069618116917
352,83800000000.0,1.2017542977641882,1.289088424047909
353,83825000000.0,1.2017671231259037,1.2891065351468618
354,83850000000.0,1.2017796211024114,1.2891239991656895
355,83875000000.0,1.2017918161049597,1.2891408643898152
356,83900000000.0,1.2018037327425788,1.2891571794804886
357,83925000000.0,1.2018153957417992,1.2891729933156721
358,83950000000.0,1.201826829865377,1.2891883548289638
359,83975000000.0,1.2018380598366178,1.2892033128597957
360,84000000000.0,1.2018491102588509,1.2892179159941344
361,84025000000.0,1.2018600055428643,1.2892322124210605
362,84050000000.0,1.2018707698289297,1.289246249778754
363,84075000000.0,1.201881426915818,1.2892600750144687
364,84100000000.0,1.2018920001922382,1.2892737342493568
365,84125000000.0,1.2019025125648597,1.28928727263674
366,84150000000.0,1.2019129863933062,1.2893007342341947
367,84175000000.0,1.201923443428814,1.2893141618830521
368,84200000000.0,1.2019339047504658,1.2893275970831444
369,84225000000.0,1.2019443907071932,1.2893410798791223
370,84250000000.0,1.2019549208642517,1.2893546487556244
371,84275000000.0,1.2019655139503405,1.2893683405337946
372,84300000000.0,1.2019761878075381,1.289382190273512
373,84325000000.0,1.2019869593475454,1.2893962311880305
374,84350000000.0,1.201997844509573,1.2894104945619627
375,84375000000.0,1.2020088582189752,1.2894250096707682
376,84400000000.0,1.2020200143534487,1.2894398037152175
377,84425000000.0,1.2020313257136652,1.2894549017645789
378,84450000000.0,1.202042803991976,1.2894703266960348
379,84475000000.0,1.202054459750605,1.2894860991528496
380,84500000000.0,1.202066302399688,1.2895022375021434
381,84525000000.0,1.2020783401820234,1.289518757805958
382,84550000000.0,1.2020905801582176,1.2895356737930543
383,84575000000.0,1.2021030282001055,1.289552996846974
384,84600000000.0,1.2021156889835913,1.2895707359929238
385,84625000000.0,1.2021285659849437,1.2895888978914718
386,84650000000.0,1.2021416614882945,1.2896074868542091
387,84675000000.0,1.2021549765858546,1.2896265048450513
388,84700000000.0,1.2021685111882152,1.2896459515013503
389,84725000000.0,1.2021822640378799,1.289665824161317
390,84750000000.0,1.2021962327252318,1.2896861178961658
391,84775000000.0,1.202210413706664,1.2897068255464974
392,84800000000.0,1.2022248023265683,1.2897279377661857
393,84825000000.0,1.20223939284431,1.289749443076086
394,84850000000.0,1.202254178460131,1.2897713279155008
395,84875000000.0,1.202269151349763,1.2897935767108144
396,84900000000.0,1.2022843026948935,1.2898161719358916
397,84925000000.0,1.2022996227213705,1.2898390941876487
398,84950000000.0,1.2023151007381125,1.2898623222630345
399,84975000000.0,1.2023307251767092,1.2898858332372414
400,85000000000.0,1.2023464836374438,1.2899096025546073
401,85025000000.0,1.2023623629318105,1.2899336041125857
402,85050000000.0,1.2023783491313504,1.2899578103580644
403,85075000000.0,1.202394427614355,1.289982192379563
404,85100000000.0,1.2024105831179348,1.2900067200099175
405,85125000000.0,1.20242679979028,1.2900313619293367
406,85150000000.0,1.202443061239207,1.2900560857611887
407,85175000000.0,1.2024593505899426,1.2900808581859236
408,85200000000.0,1.2024756505380048,1.2901056450453872
409,85225000000.0,1.2024919434047465,1.2901304114523613
410,85250000000.0,1.2025082111905951,1.2901551218955674
411,85275000000.0,1.2025244356352096,1.2901797403583513
412,85300000000.0,1.2025405982681467,1.2902042304186423
413,85325000000.0,1.2025566804707997,1.2902285553711623
414,85350000000.0,1.202572663526973,1.290252678327243
415,85375000000.0,1.2025885286813631,1.2902765623302455
416,85400000000.0,1.2026042571934112,1.2903001704619148
417,85425000000.0,1.2026198303930613,1.2903234659524272
418,85450000000.0,1.2026352297315446,1.2903464122807309
419,85475000000.0,1.2026504368364106,1.2903689732831871
420,85500000000.0,1.2026654335626785,1.2903911132546957
421,85525000000.0,1.2026802020430578,1.2904127970478394
422,85550000000.0,1.2026947247373794,1.2904339901705963
423,85575000000.0,1.2027089844763266,1.2904546588728076
424,85600000000.0,1.2027229645153104,1.2904747702525172
425,85625000000.0,1.2027366485716202,1.2904942923295277
426,85650000000.0,1.2027500208690585,1.2905131941335282
427,85675000000.0,1.2027630661816178,1.2905314457904002
428,85700000000.0,1.2027757698670951,1.290549018588642
429,85725000000.0,1.2027881179074105,1.2905658850589918
430,85750000000.0,1.2028000969404895,1.2905820190373847
