,freqs,a,b,delta,delta1wp
97,77.425,1.0032385170728972,0.9212324846668518,1.615583158903807,1.3143934866793328
98,77.45,1.003234700551083,0.9211498931874172,1.615493600714706,1.314817895296278
99,77.475,1.0032308452176493,0.9210664844891718,1.6154031236821824,1.315242303913223
100,77.5,1.003226951073035,0.9209822592108605,1.6153117274707116,1.3156667125301684
101,77.525,1.003223018144919,0.9208972182559519,1.6152194120420156,1.3160911211471136
102,77.55,1.003219046427706,0.9208113622324468,1.6151261772321819,1.3165155297640587
103,77.575,1.0032150359222687,0.9207246921041575,1.6150320228646147,1.3169399383810039
104,77.6,1.0032109866290853,0.9206372087345117,1.6149369488959662,1.3173643469979492
105,77.625,1.003206898549566,0.9205489127764998,1.6148409550445266,1.3177887556148946
106,77.65,1.003202771715484,0.9204598050239965,1.6147440411945915,1.3182131642318398
107,77.675,1.0031986061005127,0.9203698864572092,1.6146462071299852,1.318637572848785
108,77.7,1.00319440175066,0.920279157656251,1.6145474527954686,1.31906198146573
109,77.725,1.0031901586246,0.9201876197423469,1.6144477779880728,1.3194863900826754
110,77.75,1.0031858767553543,0.9200952732992342,1.6143471824817104,1.3199107986996206
111,77.775,1.003181556121764,0.9200021194254475,1.6142456662791236,1.3203352073165657
112,77.8,1.003177196756244,0.9199081588753345,1.6141432290287687,1.3207596159335109
113,77.825,1.0031727986571861,0.9198133926327465,1.6140398707799624,1.321184024550456
114,77.85,1.0031683618218068,0.9197178212233784,1.6139355910836817,1.3216084331674014
115,77.875,1.003163886269758,0.919621445854036,1.613830390069261,1.3220328417843465
116,77.9,1.0031593719688767,0.9195242673384624,1.6137242673968553,1.322457250401292
117,77.925,1.003154818985648,0.9194262865580087,1.6136172229384724,1.322881659018237
118,77.95,1.0031502273145203,0.9193275041929483,1.6135092564905984,1.3233060676351822
119,77.975,1.0031455968747882,0.919227921785788,1.6134003679720306,1.3237304762521276
120,78.0,1.0031409277742158,0.9191275395900483,1.6132905571266045,1.3241548848690727
121,78.025,1.0031362200061626,0.9190263588331267,1.6131798238345507,1.3245792934860179
122,78.05,1.0031314734904544,0.9189243805072285,1.613068167898839,1.325003702102963
123,78.075,1.0031266883356669,0.9188216054083486,1.612955589158996,1.3254281107199082
124,78.1,1.0031218644931252,0.9187180344059687,1.6128420873691276,1.3258525193368536
125,78.125,1.0031170019917535,0.9186136687396971,1.6127276624497033,1.3262769279537987
126,78.15,1.0031121008171042,0.9185085091985736,1.6126123142453423,1.3267013365707438
127,78.175,1.003107160994611,0.9184025566606056,1.6124960424596724,1.3271257451876892
128,78.2,1.0031021824972133,0.9182958124835716,1.6123788470970923,1.3275501538046346
129,78.225,1.0030971653676972,0.918188277142094,1.6122607276599994,1.3279745624215797
130,78.25,1.0030921095971772,0.9180799519422503,1.6121416843035883,1.328398971038525
131,78.275,1.0030870152032518,0.9179708379145688,1.6120217166953772,1.32882337965547
132,78.3,1.003081882162348,0.9178609360530424,1.6119008246869388,1.3292477882724152
133,78.325,1.0030767105492155,0.9177502469973343,1.61177900809961,1.3296721968893606
134,78.35,1.0030715002833366,0.917638772256068,1.6116562666300478,1.3300966055063057
135,78.375,1.0030662514289879,0.9175265126196929,1.6115326002437533,1.3305210141232509
136,78.4,1.0030609639717558,0.9174134691953612,1.611408008680372,1.330945422740196
137,78.425,1.0030556379006128,0.9172996430271091,1.6112824917809665,1.3313698313571412
138,78.45,1.003050273299312,0.9171850349701984,1.6111560494039336,1.3317942399740865
139,78.475,1.0030448700726844,0.9170696464572098,1.611028681326612,1.332218648591032
140,78.5,1.0030394282835762,0.9169534782963421,1.6109003873193264,1.332643057207977
141,78.525,1.0030339479464487,0.916836531460585,1.6107711671868352,1.3330674658249222
142,78.55,1.0030284290183913,0.9167188074836014,1.6106410208454942,1.3334918744418673
143,78.575,1.0030228715569036,0.9166003070329376,1.6105099479509577,1.3339162830588127
144,78.6,1.0030172755381326,0.9164810312767473,1.6103779484517526,1.3343406916757579
145,78.625,1.0030116409904368,0.9163609814335929,1.6102450220995754,1.334765100292703
146,78.65,1.0030059679311014,0.9162401585045741,1.6101111687118568,1.3351895089096482
147,78.675,1.0030002563449918,0.9161185635324949,1.609976387962897,1.3356139175265935
148,78.7,1.0029945062403862,0.9159961979427419,1.6098406799180898,1.3360383261435387
149,78.725,1.002988717647604,0.9158730624772057,1.6097040441644594,1.336462734760484
150,78.75,1.0029828905254747,0.9157491586175794,1.6095664806795553,1.3368871433774292
151,78.775,1.002977024915437,0.9156244874234587,1.6094279891417274,1.3373115519943743
152,78.8,1.0029711208494336,0.915499049823083,1.6092885693226695,1.3377359606113197
153,78.825,1.0029651782815048,0.9153728471066169,1.6091482211498869,1.3381603692282649
154,78.85,1.0029591972461271,0.9152458806542103,1.6090069443394888,1.33858477784521
155,78.875,1.0029531777670575,0.9151181512633363,1.6088647387033468,1.3390091864621552
156,78.9,1.002947119843019,0.9149896603651314,1.6087216040853847,1.3394335950791003
157,78.925,1.0029410234453617,0.9148604090674242,1.6085775401834774,1.3398580036960457
158,78.95,1.0029348886350162,0.9147303986365486,1.6084325469954683,1.3402824123129908
159,78.975,1.002928715376443,0.9145996302301291,1.6082866242105958,1.340706820929936
160,79.0,1.0029225037485459,0.914468104882498,1.6081397715480028,1.3411312295468814
161,79.025,1.002916253665226,0.9143358239681523,1.6079919888004794,1.3415556381638265
162,79.05,1.0029099652455629,0.9142027885798145,1.6078432759380457,1.3419800467807719
163,79.075,1.0029036383610914,0.9140690004274957,1.6076936326945674,1.342404455397717
164,79.1,1.0028972731461212,0.9139344600494563,1.6075430587467485,1.3428288640146622
165,79.125,1.0028908695129195,0.9137991693034165,1.6073915540592696,1.3432532726316073
166,79.15,1.0028844275233648,0.9136631289626762,1.6072391183064358,1.3436776812485527
167,79.175,1.0028779471910727,0.9135263405583783,1.6070857513229535,1.3441020898654978
168,79.2,1.0028714285163118,0.9133888051809222,1.6069314529350218,1.344526498482443
169,79.225,1.002864871496626,0.9132505241708344,1.6067762228865847,1.3449509070993881
170,79.25,1.0028582761220692,0.9131114989405336,1.6066200609757215,1.3453753157163333
171,79.275,1.0028516424682528,0.912971730514069,1.6064629670580601,1.3457997243332787
172,79.3,1.002844970498966,0.9128312203826795,1.606304940926451,1.346224132950224
173,79.325,1.0028382602143444,0.9126899697269156,1.6061459822432658,1.3466485415671692
174,79.35,1.0028315116629036,0.9125479799146328,1.6059860909576014,1.3470729501841143
175,79.375,1.0028247248124897,0.912405252173613,1.6058252667635946,1.3474973588010595
176,79.4,1.002817899672968,0.9122617879815978,1.6056635095397,1.3479217674180048
177,79.425,1.002811036299783,0.9121175884365968,1.6055008189434858,1.34834617603495
178,79.45,1.002804134676199,0.9119726551170328,1.6053371949602389,1.3487705846518951
179,79.475,1.0027971948265855,0.9118269891316166,1.6051726372882733,1.3491949932688403
180,79.5,1.0027902167058291,0.9116805919552566,1.6050071456187216,1.3496194018857854
181,79.525,1.002783200370586,0.9115334649982811,1.6048407198905734,1.3500438105027308
182,79.55,1.0027761458286133,0.9113856095589885,1.604673359778014,1.350468219119676
183,79.575,1.0027690530911366,0.9112370267581695,1.6045050651916974,1.3508926277366213
184,79.6,1.002761922161247,0.9110877182110794,1.6043358358664044,1.3513170363535665
185,79.625,1.0027547530655165,0.9109376854362441,1.604165671632944,1.3517414449705119
186,79.65,1.002747545806207,0.9107869294533241,1.603994572191283,1.352165853587457
187,79.675,1.002740300359002,0.910635451868344,1.6038225373301556,1.3525902622044021
188,79.7,1.002733016779008,0.9104832541451464,1.6036495670448885,1.3530146708213473
189,79.725,1.0027256950886472,0.9103303373535024,1.6034756609349667,1.3534390794382924
190,79.75,1.0027183352394446,0.9101767033440367,1.603300818771279,1.3538634880552378
191,79.775,1.0027109372859704,0.910022353225672,1.6031250404137178,1.354287896672183
192,79.8,1.0027035012434167,0.9098672885368051,1.602948325728763,1.3547123052891281
193,79.825,1.0026960270920438,0.9097115107725414,1.6027706744322923,1.3551367139060735
194,79.85,1.002688514872423,0.9095550211576713,1.6025920862833638,1.3555611225230186
195,79.875,1.0026809645822556,0.9093978212639015,1.6024125611029802,1.355985531139964
196,79.9,1.0026733762330917,0.9092399125885743,1.6022320987151595,1.3564099397569092
197,79.925,1.0026657498432576,0.9090812964858479,1.6020506988420962,1.3568343483738543
198,79.95,1.0026580854156542,0.9089219744750996,1.6018683613700657,1.3572587569907995
199,79.975,1.0026503829859421,0.9087619479331952,1.6016850860233638,1.3576831656077446
200,80.0,1.0026426425185169,0.9086012184553163,1.6015008725690534,1.35810757422469
201,80.025,1.0026348640921823,0.9084397874630308,1.6013157209157962,1.3585319828416351
202,80.05,1.002627047630386,0.9082776565831888,1.6011296307444753,1.3589563914585803
203,80.075,1.0026191932609252,0.9081148268126009,1.6009426018546495,1.3593808000755254
204,80.1,1.002611300877483,0.9079513003656353,1.6007546340968628,1.3598052086924708
205,80.125,1.0026033705642827,0.9077870783835343,1.6005657273560916,1.3602296173094162
206,80.15,1.0025954023391297,0.9076221620597789,1.6003758811337174,1.3606540259263613
207,80.175,1.00258739615214,0.907456553620339,1.600185095516472,1.3610784345433065
208,80.2,1.0025793521042408,0.9072902538642273,1.5999933700648379,1.3615028431602516
209,80.225,1.0025712701412384,0.9071232648322387,1.5998007047878016,1.361927251777197
210,80.25,1.0025631502766907,0.9069555879703134,1.599607099363092,1.3623516603941421
211,80.275,1.0025549925885806,0.9067872244841441,1.599412553663234,1.3627760690110873
212,80.3,1.0025467970067146,0.9066181764211485,1.5992170673531194,1.3632004776280324
213,80.325,1.0025385635866135,0.9064484450177781,1.5990206403079448,1.3636248862449776
214,80.35,1.0025302923562767,0.9062780318755148,1.5988232723485523,1.364049294861923
215,80.375,1.0025219832986365,0.9061069386968823,1.5986249633107874,1.364473703478868
216,80.4,1.0025136364423297,0.9059351669032341,1.5984257128161932,1.3648981120958135
217,80.425,1.0025052517987425,0.9057627180334255,1.5982255208197318,1.3653225207127586
218,80.45,1.0024968293767171,0.9055895939051387,1.598024387087792,1.3657469293297038
219,80.475,1.0024883692044704,0.9054157959955208,1.5978223114550831,1.3661713379466491
220,80.5,1.002479871281738,0.905241325775907,1.5976192936101055,1.3665957465635943
221,80.525,1.0024713356506685,0.9050661849383174,1.5974153334177363,1.3670201551805394
222,80.55,1.0024627622812516,0.9048903750933855,1.5972104307049455,1.3674445637974846
223,80.575,1.0024541512263343,0.9047138979971846,1.5970045853208967,1.36786897241443
224,80.6,1.00244550247728,0.9045367549595225,1.5967977968770624,1.368293381031375
225,80.625,1.0024368160606276,0.9043589478803062,1.5965900653452099,1.3687177896483202
226,80.65,1.0024280919945858,0.9041804782850442,1.5963813904990671,1.3691421982652654
227,80.675,1.0024193302569537,0.9040013479387807,1.5961717721609099,1.3695666068822108
228,80.7,1.0024105309261848,0.9038215582223977,1.5959612099925118,1.3699910154991561
229,80.725,1.0024016939534885,0.9036411111012395,1.5957497039987578,1.3704154241161013
230,80.75,1.0023928194041651,0.9034600079719063,1.5955372538993717,1.3708398327330464
231,80.775,1.0023839072721796,0.9032782506595258,1.5953238595066042,1.3712642413499916
232,80.8,1.0023749576056211,0.9030958405344189,1.5951095205240138,1.3716886499669367
233,80.825,1.0023659703570462,0.9029127798435244,1.5948942369772394,1.372113058583882
234,80.85,1.0023569455733885,0.9027290698192912,1.5946780085057681,1.3725374672008273
235,80.875,1.0023478832808037,0.9025447123060406,1.594460835010834,1.3729618758177724
236,80.9,1.0023387834984243,0.9023597088151643,1.594242716235661,1.3733862844347176
237,80.925,1.0023296462329343,0.9021740611927143,1.5940236520053233,1.373810693051663
238,80.95,1.0023204714919478,0.9019877711679102,1.5938036421622923,1.3742351016686083
239,80.975,1.0023112593049284,0.901800840431385,1.5935826865221097,1.3746595102855534
240,81.0,1.0023020096688906,0.901613270744462,1.5933607849360059,1.3750839189024986
241,81.025,1.0022927226472729,0.901425063598386,1.593137937129782,1.3755083275194437
242,81.05,1.00228339819558,0.9012362209920118,1.5929141429123748,1.3759327361363891
243,81.075,1.0022740363733262,0.9010467445853225,1.592689402268831,1.3763571447533343
244,81.1,1.0022646371863224,0.9008566360573035,1.5924637149059349,1.3767815533702794
245,81.125,1.0022552006541545,0.9006658971048249,1.5922370805990531,1.3772059619872246
246,81.15,1.0022457267956315,0.9004745295282154,1.5920094992290363,1.3776303706041697
247,81.175,1.0022362156149716,0.900282535157829,1.5917809706002575,1.378054779221115
248,81.2,1.002226667119971,0.9000899158071537,1.5915514945917677,1.3784791878380602
249,81.225,1.002217081390929,0.8998966729050673,1.591321070925299,1.3789035964550056
250,81.25,1.00220745837921,0.8997028085689728,1.5910896995300672,1.3793280050719507
251,81.275,1.0021977981092705,0.8995083244622862,1.590857380194429,1.379752413688896
252,81.3,1.0021881006686109,0.8993132222286027,1.5906241127407257,1.3801768223058413
253,81.325,1.0021783660069168,0.8991175037848359,1.590389896959396,1.3806012309227864
254,81.35,1.0021685941277123,0.8989211711317051,1.5901547328382393,1.3810256395397316
255,81.375,1.0021587851159788,0.8987242255739633,1.58991861996591,1.3814500481566767
256,81.4,1.0021489389200122,0.8985266694524799,1.5896815584099913,1.3818744567736219
257,81.425,1.0021390556084626,0.8983285041992441,1.5894435478605917,1.3822988653905672
258,81.45,1.0021291352053687,0.8981297317102632,1.5892045882033108,1.3827232740075124
259,81.475,1.0021191777086997,0.8979303538850336,1.5889646793425791,1.3831476826244575
260,81.5,1.0021091831311717,0.8977303725713603,1.5887238210555763,1.383572091241403
261,81.525,1.00209915152888,0.8975297893545163,1.5884820131057464,1.3839964998583483
262,81.55,1.0020890828568008,0.8973286064450054,1.5882392554926803,1.3844209084752934
263,81.575,1.002078977188911,0.8971268254437619,1.5879955479633476,1.3848453170922386
264,81.6,1.0020688345378086,0.8969244481597763,1.5877508903475162,1.3852697257091837
265,81.625,1.0020586549256194,0.8967214764873608,1.5875052825801321,1.3856941343261289
266,81.65,1.0020484383365142,0.8965179124572434,1.587258724474168,1.3861185429430742
267,81.675,1.0020381848137199,0.8963137577902727,1.5870112158256,1.3865429515600194
268,81.7,1.002027894430966,0.8961090142092066,1.5867627565258347,1.3869673601769645
269,81.725,1.0020175671251892,0.8959036837977828,1.586513346459332,1.3873917687939097
270,81.75,1.0020072029541982,0.8956977683234055,1.5862629854766015,1.3878161774108548
271,81.775,1.0019968019485277,0.8954912697043217,1.586011673377152,1.3882405860278004
272,81.8,1.0019863641008453,0.8952841899395915,1.5857594101270633,1.3886649946447456
273,81.825,1.0019758894863262,0.8950765306674164,1.585506195454904,1.3890894032616907
274,81.85,1.0019653780319928,0.8948682941120727,1.5852520293421515,1.3895138118786359
275,81.875,1.0019548298571423,0.8946594818844901,1.5849969115761875,1.389938220495581
276,81.9,1.0019442449393698,0.8944500959530847,1.5847408420577418,1.3903626291125264
277,81.925,1.0019336232958813,0.8942401383760337,1.584483820648386,1.3907870377294715
278,81.95,1.0019229649699475,0.8940296109220512,1.5842258472438981,1.3912114463464167
279,81.975,1.0019122699584804,0.8938185156668145,1.5839669217705283,1.3916358549633618
280,82.0,1.0019015383254704,0.8936068542529563,1.5837070439244156,1.392060263580307
281,82.025,1.0018907700580542,0.8933946288287696,1.5834462137471612,1.3924846721972524
282,82.05,1.0018799651887333,0.8931818413327471,1.5831844310063041,1.3929090808141977
283,82.075,1.001869123742022,0.8929684935886381,1.5829216956480607,1.3933334894311429
284,82.1,1.0018582457214902,0.8927545877176017,1.582658007603629,1.393757898048088
285,82.125,1.0018473311766398,0.892540125582417,1.5823933666619732,1.3941823066650334
286,82.15,1.001836380116335,0.8923251090702273,1.5821277726982252,1.3946067152819785
287,82.175,1.0018253925866119,0.8921095401454244,1.5818612257492877,1.3950311238989237
288,82.2,1.0018143685761598,0.8918934209688865,1.5815937255964005,1.3954555325158688
289,82.225,1.0018033081565072,0.8916767531742732,1.5813252720772693,1.395879941132814
290,82.25,1.0017922113092386,0.8914595389656692,1.581055865128067,1.3963043497497594
291,82.275,1.0017810780922454,0.8912417802834557,1.5807855047486914,1.3967287583667045
292,82.3,1.0017699084928318,0.8910234791566594,1.5805141908409697,1.3971531669836497
293,82.325,1.0017587025459365,0.8908046375222156,1.5802419231263096,1.397577575600595
294,82.35,1.0017474603020113,0.8905852573801932,1.5799687016212405,1.3980019842175402
295,82.375,1.0017361817535588,0.8903653407257273,1.5796945262575464,1.3984263928344856
296,82.4,1.00172486696597,0.8901448894163181,1.5794193968836514,1.3988508014514307
297,82.425,1.0017135159221107,0.8899239056795153,1.5791433134531525,1.3992752100683759
298,82.45,1.0017021286593013,0.8897023915757697,1.578866275930529,1.399699618685321
299,82.475,1.0016907052198563,0.8894803488917056,1.5785882841708392,1.4001240273022661
300,82.5,1.001679245655054,0.8892577795536838,1.5783093380073956,1.4005484359192115
301,82.525,1.0016677499038023,0.8890346860618996,1.5780294375827877,1.4009728445361567
302,82.55,1.0016562180792306,0.8888110698722067,1.5777485826016027,1.4013972531531018
303,82.575,1.0016446501542309,0.8885869335149889,1.5774667731744239,1.401821661770047
304,82.6,1.0016330461746035,0.8883622787778603,1.5771840091153169,1.4022460703869923
305,82.625,1.001621406198565,0.8881371075964767,1.576900290373626,1.4026704790039377
306,82.65,1.0016097301846856,0.8879114222720466,1.5766156168722563,1.4030948876208829
307,82.675,1.0015980182169715,0.887685224714053,1.5763299885732969,1.403519296237828
308,82.7,1.0015862702993592,0.8874585168826855,1.5760434054143797,1.4039437048547732
309,82.725,1.0015744864762162,0.887231301014251,1.5757558673426084,1.4043681134717185
310,82.75,1.0015626667479047,0.8870035791680758,1.575467374317793,1.4047925220886637
311,82.775,1.0015508112035938,0.8867753532026619,1.5751779262750063,1.4052169307056088
312,82.8,1.0015389197486273,0.8865466256033459,1.5748875231944666,1.405641339322554
313,82.825,1.0015269925652854,0.8863173978478754,1.574596164999223,1.4060657479394991
314,82.85,1.001515029561151,0.8860876725304969,1.5743038515667478,1.4064901565564445
315,82.875,1.001503030824992,0.8858574514865585,1.5740105830540037,1.4069145651733899
316,82.9,1.0014909963742389,0.8856267368179543,1.5737163591964936,1.407338973790335
317,82.925,1.001478926223689,0.8853955307954633,1.5734211801978528,1.4077633824072802
318,82.95,1.0014668204240242,0.8851638352228957,1.573125045856317,1.4081877910242253
319,82.975,1.0014546790136645,0.8849316523314669,1.5728279562158718,1.4086121996411707
320,83.0,1.0014425019905244,0.8846989843370349,1.5725299112059594,1.4090366082581158
321,83.025,1.0014302893936582,0.8844658331610082,1.5722309108162493,1.409461016875061
322,83.05,1.0014180412699296,0.8842322009987198,1.571930955013145,1.4098854254920061
323,83.075,1.0014057576082096,0.8839980901135733,1.5716300439198034,1.4103098341089515
324,83.1,1.0013934384963301,0.883763502300729,1.5713281773452001,1.4107342427258966
325,83.125,1.0013810839332986,0.8835284399704083,1.5710253553939308,1.4111586513428418
326,83.15,1.0013686939517012,0.8832929051114579,1.5707215780337394,1.4115830599597872
327,83.175,1.0013562685822892,0.8830568998627002,1.5704168451351896,1.4120074685767323
328,83.2,1.0013438078670656,0.8828204263072525,1.570111156903308,1.4124318771936777
329,83.225,1.0013313118454539,0.8825834867210127,1.5698045132847913,1.4128562858106228
330,83.25,1.0013187805125703,0.8823460831600879,1.5694969141649073,1.413280694427568
331,83.275,1.0013062139382718,0.8821082177350414,1.569188359747182,1.4137051030445131
332,83.3,1.0012936121351659,0.8818698926632593,1.568878849917948,1.4141295116614583
333,83.325,1.0012809751409963,0.881631110054126,1.5685683846470182,1.4145539202784037
334,83.35,1.0012683029938119,0.8813918720631447,1.5682569641463495,1.4149783288953488
335,83.375,1.0012555957114089,0.8811521808499883,1.567944588241657,1.415402737512294
336,83.4,1.0012428533458673,0.8809120386160041,1.5676312570686284,1.415827146129239
