,freq,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24,delta_25,delta_26,delta_27,delta_28,delta_29,delta_30,delta_31,delta_32,delta_33,delta_34,delta_35,delta_36,delta_37,delta_38,delta_39,delta_40,delta_41,delta_42,delta_43,delta_44,delta_45,delta_46,delta_47,delta_48,delta_49,delta_50,delta_51,delta_52,delta_53,delta_54,delta_55,delta_56,delta_57,delta_58,delta_59,delta_60,delta_61,delta_62,delta_63,delta_64,delta_65,delta_66,delta_67,delta_68,delta_69,delta_70,delta_71,delta_72,delta_73,delta_74,delta_75,delta_76,delta_77,delta_78,delta_79,delta_80,delta_81,delta_82,delta_83,delta_84,delta_85,delta_86,delta_87,delta_88,delta_89,delta_90,delta_91,delta_92,delta_93,delta_94,delta_95,delta_96,delta_97,delta_98,delta_99,delta_min_curve,delta_max_curve
10,87500000000.0,1.501530995627392,1.6192708882754576,1.6177275433743554,1.6438653271131627,1.5850629472612845,1.567271751505674,1.5811556019401989,1.5638321570078735,1.5470729037309343,1.5814794794584428,1.6177064767841711,1.5861547194957222,1.6029549389777762,1.5951858935753378,1.6513180387352056,1.5805785691526046,1.5643681412863228,1.6254314131276295,1.5461707864448695,1.577756748688688,1.585311303945402,1.5511598865104328,1.5653181857283305,1.5906387332217395,1.5724597828360216,1.585776306777515,1.532574658414967,1.5781514325494561,1.6077426063254339,1.527736281034801,1.6432089782105677,1.5957411485249007,1.6047640104424972,1.578338426478045,1.5506399893412801,1.5550093832051728,1.5903430854991656,1.5466305322400458,1.5167276766596067,1.614623897932138,1.5530268770787743,1.5380988471406705,1.5582487372880527,1.638903329139205,1.5263193157932506,1.5501020639666787,1.5501170157903092,1.6121108490254936,1.5914441199162768,1.580842408059728,1.6256553486831653,1.5183799270956793,1.6163757627931181,1.6494692590120466,1.5860663105394988,1.6102030206525548,1.6315158264967506,1.5292367615745948,1.580381174503805,1.5916064127854213,1.55084479547642,1.5997548250143474,1.5324020959353208,1.592827928803065,1.523668319017124,1.6254510555546946,1.5781493661396027,1.6038675775956313,1.584996612652737,1.6444093432199336,1.5701072307519641,1.5695857750216824,1.6130827315171954,1.5460429892866576,1.612479873810562,1.6060981119611801,1.5842327130372809,1.6147500337973744,1.5281887901747446,1.6148218187375196,1.6377520990712546,1.5981940388425508,1.6186578371012756,1.6077548456493675,1.5933441110103697,1.5265284658522633,1.4969896398740279,1.6004163795092683,1.5858377218515904,1.5378977235659568,1.5687189072694754,1.6371810225548127,1.6280270913762274,1.5728739146543598,1.5801429590831282,1.5994997275723717,1.5906870087871667,1.6029345760728704,1.5501696527355167,1.5788940666553248,1.5470729037309343,1.5914441199162768
11,88750000000.0,1.4984927235657954,1.5514660845255799,1.5932793055636265,1.577378459874104,1.5582320731822237,1.5931190799802382,1.5876288041046425,1.6136719558225046,1.5678065603454567,1.5288067155765224,1.5910337714448064,1.59110929863173,1.583696103607294,1.5319692536565224,1.5823861786893445,1.6463419167067284,1.561211873486305,1.6221281000678607,1.5682117113753367,1.6340136186584837,1.6384279531924217,1.6378242384924977,1.5733295139248307,1.5722302734268567,1.5390323919273905,1.6344096276561275,1.613981199293751,1.6010635792004475,1.5648847695396073,1.5908687169661664,1.57762610188331,1.6130065728372989,1.6187470847129943,1.5892441216490025,1.6260569318126106,1.5633563436621103,1.6311367137795625,1.5874971306358931,1.6003914609636938,1.6241736683599253,1.6523195672557605,1.560847378529283,1.5616651740430045,1.6214080001372464,1.5665800590859227,1.5465209853736661,1.5723544585247096,1.585310476292126,1.6684772793560778,1.5912072334887575,1.6313480991850922,1.601700096559988,1.5880517400935081,1.6178890953547271,1.6415004123426846,1.5720825913830365,1.5909696322785503,1.5875485838654468,1.5813420035093058,1.5192633818517314,1.5568047034258008,1.5791192018711286,1.6117273518879893,1.5963808604765501,1.5252820300125123,1.5857674449833865,1.5745577826379733,1.5905120854363672,1.593192223746185,1.6090559361928614,1.5334241417011547,1.4923962961966184,1.5846763069726102,1.5986739424885215,1.580464586509815,1.557693151028031,1.6239312046923517,1.5717282489253102,1.516725912166348,1.6094648857130767,1.608442360307608,1.6060097608954562,1.5280154074295398,1.618629411008473,1.604697027711566,1.5341593769329132,1.6225656207546941,1.5410418011657585,1.5453518075619086,1.6317050217179172,1.6166926509230977,1.543143495709373,1.5034295395796275,1.5649058122585888,1.619389247146308,1.5785509872720334,1.6146534662873135,1.556393231199927,1.5417812390403705,1.58467260347774,1.5678065603454567,1.6684772793560778
12,90000000000.0,1.5730551598011195,1.5103284860655746,1.5836406678461106,1.5613960179130013,1.5576892213668703,1.5685565561551678,1.6204857207884495,1.592617066757161,1.51804922985423,1.5310982923473513,1.598878032369932,1.5375319091550503,1.547811537030211,1.5894352140903014,1.5142762812969233,1.6252394273062734,1.581064411682564,1.5930984693738537,1.5991262165480364,1.5724763210859607,1.5532509536793684,1.5660425942068186,1.6493502172752756,1.5726739210328053,1.5748563507091573,1.6289873749029056,1.631096148351824,1.5475497240042977,1.6026198951128465,1.571168853573317,1.5280899664421321,1.5222578729237988,1.5513173981954422,1.6111207482724883,1.6275393288816111,1.601469867445425,1.581480007600065,1.5923335551442672,1.5670511882117273,1.599542579568022,1.5622685945632413,1.6084494222056942,1.614299614214636,1.5595083415692266,1.5532114221204347,1.6209901891179956,1.5888555517926977,1.529653984951003,1.5321553303053697,1.5778038610461147,1.528291291271587,1.4994027219394683,1.6057219991978848,1.5267761191597988,1.596341348454118,1.5556901704576516,1.5625875298498109,1.5484964713041611,1.6261473935080752,1.5638546271688236,1.541468050808611,1.589015643179285,1.558325637207729,1.611612701672701,1.5375172399843549,1.527741335653813,1.5701930104596338,1.6660797416560058,1.5803028776559502,1.5737626755347955,1.5615731031107751,1.558706691624101,1.6268118426878242,1.5555999329038022,1.5928896929215868,1.5795773838604126,1.6096003925569853,1.5647299287603953,1.5605730657706758,1.6171762528364382,1.561313453701334,1.598658359776549,1.606782614611804,1.6256449169647884,1.5822956503658305,1.6213379554109586,1.5945983119356137,1.6146634731010292,1.5281848205770523,1.6071519265635579,1.611062248455787,1.6008847511508248,1.5622282228857796,1.5527726883651458,1.5904783659194834,1.5648195539827454,1.6116290024281255,1.6094422704438858,1.5492040663119317,1.5182030867240084,1.51804922985423,1.5321553303053697
13,91250000000.0,1.6428591355542403,1.5815277446993496,1.5915838624740537,1.577946019871844,1.5710657763132476,1.5456336108030593,1.509907304933427,1.6063658996569508,1.5544925809861618,1.605248260651225,1.567637116696074,1.6024389138366206,1.6245146300200692,1.5989771188740893,1.6336045690484855,1.5723365773536926,1.6501056562673533,1.616781631645914,1.5700698192222715,1.5831817445197733,1.5786568008642943,1.6003835507367532,1.5830243600328728,1.5788025964618246,1.5873956237587608,1.6171939232307957,1.5502936280050457,1.5881442884513957,1.5617773146004201,1.519567707859818,1.5897633003047684,1.616470267786257,1.6150626833223205,1.524769373513763,1.5687840464111147,1.585453215050394,1.590037527791646,1.58477388064478,1.6035199513829594,1.605513032604554,1.6006018855798694,1.577877316154739,1.539730113431765,1.5851133175959478,1.5659393649281568,1.5613690898221009,1.621358368715372,1.6101298159719084,1.610447956572504,1.5684991886712145,1.6073085690205655,1.5218792838911657,1.5035296816034165,1.5604069165113676,1.5515800301952363,1.5887073485095051,1.6571520878256314,1.5417733331012655,1.6014895981600803,1.5945761988741651,1.577789916163193,1.616526504330623,1.607109782334015,1.6415861522162087,1.5707224094200212,1.6220349314676128,1.5657451151845925,1.5725082475804295,1.5905029120111165,1.6097746902164638,1.5637310513933835,1.504391118731553,1.6036443721792575,1.5830991424706353,1.580855745043172,1.646777462881306,1.5465958797407864,1.5667436449140142,1.640483835316561,1.5749330752387913,1.618932545478556,1.64092043598548,1.5558101808089955,1.5699420045030215,1.5537972943924723,1.616274751735016,1.6423179844028488,1.6612385202751796,1.5953981719058066,1.5847387888628706,1.6182673439387156,1.5543127581125389,1.5522239448445998,1.5380603542741729,1.5586487669277067,1.5989496839133948,1.5458089396560524,1.6454311015474468,1.617892083077391,1.5827491773183613,1.5544925809861618,1.610447956572504
14,92500000000.0,1.6148158399427504,1.5555552763646618,1.6211238167819086,1.5450369996322815,1.6086879290035982,1.5450809908785064,1.6264257189276008,1.646004722553717,1.522494416121156,1.601689033172843,1.5212319832468932,1.5681934229620897,1.6328316823745388,1.596515456648815,1.6002752726144809,1.574235732130531,1.5794441665377938,1.5656772826562781,1.5123240350142022,1.615075752249541,1.6118056253955486,1.663034592832353,1.5888515542285735,1.5622838448790872,1.5856894433437716,1.5831623055069879,1.5053134508008608,1.6389632080158436,1.5455390274785479,1.5202977315857145,1.5555102466663964,1.5576697661458179,1.6150232205638044,1.6360378754717801,1.6164466331099638,1.5812738709438714,1.6062118025360328,1.5117595450813741,1.5450939092041833,1.5932649908077057,1.5704762655317537,1.5750088502641286,1.5735927433644092,1.571564038528902,1.6028923207689776,1.5253495863557738,1.584749820881888,1.6057782400082163,1.5298155955482555,1.5713579620336908,1.6586434580592655,1.592111816593586,1.6341507714128183,1.5378616810835586,1.557290164203229,1.6341682544395058,1.527727244147896,1.5529260120522137,1.5588215144799198,1.5464514168729242,1.6054453613279511,1.5362613110734555,1.5528338249799416,1.574594727809484,1.5498862301294596,1.5697875965848604,1.577473517929914,1.600989328646011,1.5903661714037498,1.560669011396977,1.573124310420212,1.574413829278542,1.633798224543812,1.636994096105722,1.615842514040807,1.5896932289418217,1.5339272703385345,1.5654884512664555,1.642922280210558,1.6300927059552939,1.602366392839417,1.6084299702782325,1.5279103737843742,1.5804138194241566,1.5315712731761706,1.5830994612541378,1.62390724480218,1.5524854805530046,1.6259089811369591,1.5230770612058218,1.5681381540509474,1.604255881230925,1.5355554355370367,1.590452046271308,1.5332783470501086,1.5456916245736678,1.557118631192837,1.5871582868171619,1.6339891710890533,1.5548891580685487,1.522494416121156,1.5298155955482555
15,93750000000.0,1.547470847692388,1.635410830582502,1.5560438614706826,1.4912018053189309,1.6488591218202953,1.5870416738478494,1.6093377908860615,1.634289714434583,1.600801124962733,1.5613396768391183,1.544747826554405,1.6047557399793684,1.5659902315074763,1.57261560082334,1.541479031189439,1.5726229890967764,1.5498679103478339,1.5196734694611491,1.625154340802597,1.572376633816944,1.5929356064627298,1.5605855690368087,1.5993918599006542,1.6255193579741085,1.5649057725730724,1.5923196968263107,1.5805671473828948,1.5528477420466684,1.6230406210603192,1.6046935334736747,1.6227918435106832,1.6216170185430236,1.5272548417143677,1.573378461765562,1.6143267259036964,1.5040547250158978,1.504681515947374,1.5479907493259524,1.585570166415565,1.556758778454889,1.5756373161962542,1.527410893998774,1.6117773655521328,1.5888612678877343,1.5893270053781399,1.5795917765307756,1.544973113121655,1.5533224044251592,1.54571163259838,1.5996603639370415,1.6131088183780293,1.50572866878793,1.5708696097775494,1.5426642360358953,1.5192689393932213,1.5444038190360683,1.607173005001914,1.5469860505962834,1.5617485016822175,1.6043914320166912,1.6180969052595917,1.5788591371732899,1.6072708353927239,1.5895921183321156,1.5283680020561188,1.5858242276530197,1.5657531508501774,1.6666259463618243,1.5607669663300687,1.5705167094593107,1.6087107143752393,1.6188729204716816,1.6261982678443467,1.5635447819248178,1.585860815923551,1.5579745508752239,1.52943704550081,1.5669423855363043,1.5901633267506787,1.6480836053162986,1.59835055611919,1.5334382995327487,1.537497300364966,1.6272074715043223,1.635790134932046,1.5818917991729102,1.548580107261913,1.620923075829405,1.6141916084272039,1.5256543688013413,1.6207217622097574,1.6157251087186801,1.5909995164731585,1.5936425829999397,1.543019920872582,1.6054532148915226,1.5898120211455247,1.5578528497971373,1.5830263375608193,1.6324038585961076,1.600801124962733,1.54571163259838
16,95000000000.0,1.650386512376534,1.620063237987709,1.6374957323597148,1.5454426511866781,1.556735570315687,1.5465115924730326,1.6271614031558135,1.6347207901055327,1.5670407894480987,1.624895939710149,1.569215854765975,1.616488969873935,1.6097485145888275,1.5629796131164118,1.606082503071976,1.6157972491562491,1.5680101043273778,1.575902412474541,1.5598242361749677,1.5772612644547654,1.6564128768709827,1.5320890879260052,1.6237955483174886,1.5425833203812567,1.6279234499157815,1.6172786236142875,1.5424076189716502,1.542739554809619,1.615184702592362,1.5864529042273114,1.618817320459927,1.5124807314507858,1.59223518884229,1.599432044357428,1.609078494056329,1.5141387182245123,1.6340839625687809,1.6014282386340781,1.5014928599467654,1.6213999578128044,1.6524846837541376,1.543054817732587,1.5792803221227816,1.6364172880027068,1.5567482101455086,1.5700309264683523,1.5743035406238153,1.5717965242996668,1.5179627625069445,1.501152244516719,1.5875965946898483,1.566183000598768,1.5475880480265833,1.6117789821616215,1.6442408658203727,1.542250107400376,1.5865635108019305,1.5013971855238155,1.6001012940465154,1.5995569672243566,1.5320458118381766,1.5594635161822261,1.5980838583905945,1.5887781139354928,1.6073047119053554,1.6122410222231978,1.4807214821877919,1.6246068608934054,1.5190716722658668,1.6287823782851023,1.5837828176803341,1.6313558171131135,1.5936968148348714,1.5333177526062869,1.5916330457429866,1.5297939367687743,1.5740201505991203,1.6159582176936094,1.6503950041191788,1.5856076375659771,1.5903975322074801,1.557770651043304,1.5334724979710201,1.5606410032818256,1.5583811947389705,1.5405890271302864,1.5234306839038576,1.6165558875927393,1.6213716658978572,1.6086885705431249,1.534010581098976,1.5213423978484615,1.5529166840747008,1.5515785083953646,1.5607222335521262,1.577231200393606,1.630259764044896,1.504191832775067,1.6037849812258138,1.5333386581394188,1.5670407894480987,1.5179627625069445
17,96250000000.0,1.581326541148493,1.5694465417368793,1.646629165300306,1.5844329779279493,1.6338821014404852,1.5462674124407132,1.630627685887269,1.5591707462483264,1.5896990683367624,1.5179049082523148,1.563833759227431,1.5083017635450042,1.6014094704551454,1.592943962065664,1.5803082232365646,1.5438550184747644,1.5183085605869104,1.5516489181438438,1.6312711312598942,1.5544461966210155,1.602126397948704,1.6155355568349026,1.6075498928893817,1.6051579090469401,1.5461901705102257,1.506518885734671,1.5994847310714755,1.5679494581671902,1.6096772518046722,1.608480019647046,1.6121526498684309,1.6017328447661663,1.645737471488124,1.6082707971486085,1.6121209573199613,1.63642525753869,1.5699594051037986,1.5429279248725678,1.6054091266398207,1.5791344200855346,1.6175657630964109,1.5490109324081096,1.6251009225806088,1.5005872919550367,1.5181348763327236,1.6058514515746052,1.627784133757694,1.5709913707167593,1.6308706553992327,1.5538019511207348,1.6427842369576766,1.593201254162143,1.5670922490894066,1.6033241208142013,1.6491490449579511,1.6116072988069499,1.6035898399166753,1.6537806337174255,1.6192234842020639,1.5551635400765258,1.5500728654596392,1.5599402145435466,1.62943356145272,1.579157810325368,1.58686070374576,1.5946178202591803,1.6056554088679094,1.5151774073038085,1.6020840232591893,1.629597579102081,1.5462261530552883,1.6195949219004417,1.6056266927595646,1.5620123603888856,1.5779438022753087,1.6280711870132543,1.5236367580443744,1.5705233318683225,1.6341841563568344,1.531673806521933,1.6358608460669815,1.5766160895293808,1.6397498119595968,1.5451354570608824,1.6404469833708721,1.5587730280457792,1.5592229731685145,1.581798019906828,1.5646937703664712,1.4884254651685824,1.5321527381427409,1.5511636892516194,1.558354013518892,1.5542785842017217,1.6021254416043929,1.6086192106074002,1.5504642265997206,1.5246003284613325,1.5296776974464115,1.5507134349360847,1.5896990683367624,1.6308706553992327
18,97500000000.0,1.6008187587848568,1.609590340233288,1.5198261750660502,1.5368110393965921,1.583118609402542,1.5535696419847023,1.5994835942696535,1.6047951650813812,1.5688487770219715,1.6267459560174515,1.5341767116195448,1.5662959869407334,1.6271148271838705,1.6007364281403893,1.6120704777625672,1.6394508622680877,1.5604864876014224,1.594997367643902,1.6120587175879304,1.5170558332910429,1.5392097145995793,1.5975811004170208,1.6462279915468343,1.6362504912362525,1.523911852304206,1.5905783417192063,1.5849063586088166,1.604201423885071,1.5182718188415998,1.5917816194624124,1.6200495358289966,1.5696053156474687,1.654943569846646,1.533499337028958,1.5342166993126378,1.5530006279620887,1.5383376188552953,1.6277212441864826,1.639034851172662,1.5655087977124071,1.5422766659733402,1.6381461932217831,1.6226222480236752,1.6524138615181394,1.559446023249823,1.6432819734694963,1.6103113828908093,1.6163774981488204,1.515346096122516,1.5297486659091724,1.5061221962569251,1.5771029714390172,1.6250878635403838,1.6337425633997555,1.6168136240573514,1.5576569571993037,1.4800775325743296,1.6193681601617225,1.525890649744821,1.6025251461276138,1.6039761218612105,1.5586715871845327,1.6070594738762423,1.5755323146444136,1.6415980661671357,1.6006674364718092,1.5846600692345723,1.6161929940447277,1.5420647368619331,1.550709489376737,1.532095627368041,1.5223680007516258,1.588509027418195,1.5958915379207523,1.5614602610103065,1.589488311042998,1.625542772530613,1.5431800553159436,1.5816283368078685,1.5262611037881304,1.568245007723582,1.629182497772971,1.6163848265913474,1.627923432426871,1.5526079817531755,1.6217542485771,1.5173378344940531,1.5181182829183093,1.5262387753520161,1.5254494354055073,1.5926394172558325,1.5800597734159254,1.6011390526381701,1.5798263511453419,1.6244895518953197,1.6074326994254717,1.5632054574718957,1.5897932188630823,1.557821045783659,1.562871811870524,1.5688487770219715,1.515346096122516
19,98750000000.0,1.6269148922284828,1.6261780438457187,1.6066925182855405,1.5390988188718095,1.6513522297472476,1.5514876400727298,1.5446166375864971,1.606926908509849,1.6124362274909845,1.5231432550839545,1.6267505051167834,1.6046940126431293,1.633023181565802,1.564192633147301,1.6079884692498332,1.521806272368227,1.6284354685189997,1.5280126042633144,1.6251142068607356,1.5027871279842595,1.5649810168135543,1.5409587632536443,1.59999252517154,1.5954666146909975,1.5869969588990647,1.5175099122196096,1.5623570074509594,1.6358801104856429,1.5602189010939733,1.5730598006946328,1.5273417059672243,1.6154394125804248,1.5987176329081632,1.5590004065657306,1.5008874911986954,1.5349316718155777,1.6088691540287168,1.6156930118871304,1.565493776446102,1.526176029854536,1.5913455506318313,1.5415017557910717,1.6293476181585012,1.536156430799243,1.4900632963600056,1.5720800007647417,1.6125686560417452,1.5961552655637057,1.5979638559693596,1.5673283272712968,1.5503165108352168,1.6513340713676743,1.588215951957216,1.6388971936667704,1.563097930675928,1.5122873700068387,1.5746861918216006,1.576840468373037,1.5582505665671396,1.6123905782035726,1.6011149623029797,1.5479368110476934,1.5575645830150235,1.6185108039036202,1.5970521916897613,1.5106417471373894,1.5333510894785858,1.6132964516757664,1.556080711451633,1.6067117201248504,1.6392822723278053,1.5404518080851466,1.6255403055288171,1.6176947296231863,1.6164512180367967,1.6202717635889792,1.5825944424905838,1.534895568763743,1.5503773554770384,1.571210428116571,1.5835771448971645,1.5973969809867539,1.5731664691971492,1.657515197191707,1.520723073542254,1.5503652198599633,1.6150985969541056,1.5241049754051363,1.5882671503746273,1.5176593988240548,1.5450514710965284,1.607783137721686,1.559148718815585,1.52884076845403,1.6090808782971824,1.5698958927486053,1.5914596421621303,1.5956438758823972,1.6507567550408544,1.636334577585708,1.6124362274909845,1.5979638559693596
20,100000000000.0,1.523918699878201,1.518681338754123,1.5529657277490425,1.495652937831458,1.5947890823589534,1.6129930409150428,1.5955715895647948,1.5615468997438064,1.5482453664581288,1.623297322513142,1.5970041669525137,1.5202484536808618,1.6231899539961934,1.5520449373109022,1.5685226170411195,1.5394180540273017,1.5507928765443548,1.5058453682193802,1.6138668800418265,1.530948011200703,1.6150952341308484,1.6175952131784228,1.6420806702455149,1.5288800689992441,1.529996016396777,1.5722984618416633,1.5231413307616841,1.524735856188819,1.5590435706536367,1.536835600303606,1.6126492024994965,1.5502720139049773,1.6205929602165983,1.6324694619398834,1.6228390148740455,1.5604955530707236,1.5060542322689832,1.5574101077717806,1.594896121483813,1.5998732375824027,1.5305485694208887,1.5906820882272283,1.5180029598544797,1.5973203824173976,1.649060710399604,1.5786434669458298,1.5629959239154871,1.5354367099285617,1.5641262461406542,1.605038623365236,1.5346466379502735,1.5831279683410968,1.51359065571137,1.593754068093152,1.548419206715552,1.5827717293806065,1.6000013646800844,1.6090452921178564,1.6496025535050054,1.6053717079889416,1.6138069590418045,1.5828614695807375,1.5810933219360939,1.5979884358278198,1.5398448728707663,1.610472704294268,1.5683043507800767,1.6082300531577405,1.5798365944810417,1.4842589228006682,1.5203470746937038,1.6555785347855303,1.562228145356214,1.5774506242859547,1.5164339783283445,1.559773034302126,1.5830740333634705,1.5930261524908882,1.6137853107229303,1.5569075412145166,1.537218294585245,1.5427516919974704,1.5406670361761383,1.5430609309511636,1.5711106700983235,1.5333570101716758,1.5332746589525714,1.5056760540712861,1.5050193252657944,1.5650281945192277,1.5474454582655073,1.6295114886317525,1.5578516207554785,1.583295828452313,1.5725839808771689,1.6046238962925927,1.5962714393474668,1.6276183206385908,1.5505430597364303,1.570362709071316,1.5482453664581288,1.5641262461406542
21,101250000000.0,1.5223935172165597,1.6402134756401008,1.5768364870163118,1.5592546616878982,1.563371966916145,1.480142577228229,1.5675452245775645,1.513149461613701,1.498526037202427,1.6232649132486014,1.6421212316404057,1.6414745633227714,1.6361196659352104,1.5764683998766913,1.6083434464456572,1.6033440694820393,1.554699078260737,1.6205733072356898,1.5985404259386027,1.6456410564926414,1.5381678271349801,1.5302042643473963,1.5584859726803066,1.567143254312239,1.6004069505026686,1.5382894572265204,1.598627661449597,1.5960221438350184,1.5970487619215687,1.5531305705900778,1.6323976165250835,1.599052395374338,1.5505983447338023,1.5541062416962477,1.6124033974528174,1.57633583582012,1.5188230538369958,1.6069173984614682,1.5969393278005488,1.5907353277800407,1.6028173583937397,1.5626161306689612,1.6151664737930929,1.5768289751707392,1.5332314567743122,1.5451045039876776,1.5829119241194842,1.6254090290528644,1.5896167127391885,1.6392036607148737,1.5183272757132744,1.618841067209312,1.6054151546727562,1.5495700762781297,1.563243328641008,1.5433687121425002,1.5807583893490402,1.567141674714965,1.530724332596067,1.5316758172769094,1.6268016022236753,1.5745006900090164,1.5804290123790716,1.5398107581872802,1.6282657037291288,1.537478859293408,1.5063846562515595,1.6491677555125488,1.6204503398166206,1.50981033646037,1.5359115078053198,1.5987800147624254,1.5758174389374624,1.5336307559302083,1.5914621693700974,1.5433320529956396,1.6162103178740053,1.543689011283205,1.5802561687480092,1.5869769660508903,1.5853041096973437,1.5323907929503129,1.5369187166951466,1.5738352645758964,1.6082532496374629,1.5453447243678766,1.5401630929108219,1.5845773600218562,1.6489030811665109,1.5346054078151388,1.5601085404612192,1.6046333018666596,1.6106453263098788,1.5911670129320437,1.4888417543008248,1.5235754715476393,1.509987085731284,1.5341087204625121,1.6306866639346176,1.5350213776988781,1.498526037202427,1.5896167127391885
22,102500000000.0,1.5302090066081087,1.642621987211773,1.5739304125204518,1.5490504809318388,1.5702170582565924,1.5102075419738528,1.6348967836648856,1.5761295773487147,1.5504092269688559,1.5258656519140439,1.5300626482252155,1.6316092351615783,1.5003931600515505,1.5324324889886292,1.5114602239503532,1.548567337853631,1.605655317116906,1.6314391157882193,1.5509087940262671,1.612276932320063,1.5570410857131938,1.5005854769085967,1.5395272505656885,1.5275309295449322,1.540132418581981,1.5147626088313713,1.5913209462038338,1.6014139710218995,1.6115139252166064,1.6265038050561724,1.5470658916143343,1.5574254239985779,1.5726136316874562,1.6287486200155799,1.5509750128698383,1.5948225646645915,1.596324619401556,1.6036653528582052,1.5724485712879324,1.650041031700853,1.5001627477331105,1.5744068434075673,1.5751230497226114,1.5712432536026064,1.5507609932881241,1.5880298274305857,1.5395232285219949,1.5154675156682555,1.5129779096980442,1.5672702773384009,1.5066432570230615,1.5698451469278316,1.5845715946729755,1.4918447320947,1.606285049050295,1.5674166645782972,1.5344040695721497,1.6088299637360677,1.6140097394601347,1.5473742917979065,1.6119315599393225,1.4748076118568174,1.5983836939021756,1.5406597679540472,1.5538606103405963,1.5314587196496934,1.5555482901579547,1.5809386975906352,1.4923931876065069,1.5365388003158893,1.5640460157635043,1.5284945094862903,1.578244313355646,1.518320814764312,1.5209210439197989,1.5645816052662649,1.577594602673603,1.5691106703277535,1.5245996556956625,1.6096213352165494,1.5917422543674808,1.6181998068215486,1.5555864064528582,1.6036802596646766,1.5952693424323066,1.4910438724664168,1.5633413158185354,1.581027968194693,1.5977617613370254,1.5584652234958558,1.5478450759716886,1.6128520325339768,1.5463568715488794,1.6154743750436138,1.5590942085005197,1.5674849904726138,1.615184986325987,1.537722925696099,1.4939120383618272,1.5517186600360777,1.5504092269688559,1.5129779096980442
23,103750000000.0,1.5161600596308846,1.6142705509207462,1.4890590260879253,1.5663008405863188,1.5961201807072294,1.5261090836464746,1.5337764820595774,1.5572444478659577,1.5057135841976523,1.5403244046339466,1.5499399289586258,1.539814269000821,1.5590295310641251,1.4817552888753958,1.5822519422431418,1.5986537451603777,1.5899681839738844,1.5485435479025706,1.4876892591147788,1.5247249883680443,1.6073995236234278,1.5754761838666624,1.6184568080686155,1.6371836720881743,1.5386028305482424,1.6222852988108674,1.5180118892426304,1.6130097630127431,1.508863864544843,1.6434640941826584,1.595212779732372,1.5788062953915813,1.5513258236574485,1.5478384534844831,1.5666264316908836,1.5084379626973383,1.5490355686777078,1.520265467867114,1.6060847337624948,1.572432031109348,1.5783091112146803,1.617025965205255,1.5496536630351507,1.5842125602916706,1.5908470320808055,1.547517885827146,1.53230628705157,1.5420438150090614,1.6474891617610217,1.6073725133868415,1.5011350144076958,1.5368517218450806,1.5696194128189533,1.5681776561349032,1.5330109676706918,1.5532630042013738,1.5624312155223765,1.5572035113926839,1.6205794548831938,1.5081324159990679,1.5883929971168773,1.5236527362424344,1.52058368968853,1.5533240340947798,1.5789887940871974,1.5687078678410389,1.6077887750026345,1.505740844231519,1.520438846875555,1.5760568889274538,1.5458597298419228,1.6143867624088217,1.5230945503224762,1.5263107006191556,1.525556021264917,1.6067754454656098,1.496944460893672,1.5497273704827184,1.5125527430613217,1.5560435092008598,1.5540745827505096,1.5694908803972274,1.5775837827297863,1.52793276442265,1.5823648231905254,1.617754927664151,1.6008020295685776,1.5322089876404097,1.5147464739374532,1.636465936133338,1.5702552550864075,1.5371205211951011,1.5338315376614184,1.548884712686601,1.5958429286727607,1.4949750192582905,1.5622883472275453,1.5384285250330956,1.5356655741587475,1.5595435767628472,1.5057135841976523,1.6474891617610217
