,freq,delta_0,delta_min_curve,delta_max_curve
89,77225000000.0,1.5545313825519294,1.5545313825519294,1.5545313825519294
90,77250000000.0,1.5550328154363877,1.5550328154363877,1.5550328154363877
91,77275000000.0,1.5555264371550448,1.5555264371550448,1.5555264371550448
92,77300000000.0,1.5560119146955838,1.5560119146955838,1.5560119146955838
93,77325000000.0,1.5564889281244778,1.5564889281244778,1.5564889281244778
94,77350000000.0,1.5569571709212986,1.5569571709212986,1.5569571709212986
95,77375000000.0,1.5574163502952243,1.5574163502952243,1.5574163502952243
96,77400000000.0,1.5578661875619249,1.5578661875619249,1.5578661875619249
97,77425000000.0,1.558306418513275,1.558306418513275,1.558306418513275
98,77450000000.0,1.558736793836225,1.558736793836225,1.558736793836225
99,77475000000.0,1.5591570795330632,1.5591570795330632,1.5591570795330632
100,77500000000.0,1.559567057369881,1.559567057369881,1.559567057369881
101,77525000000.0,1.5599665253526052,1.5599665253526052,1.5599665253526052
102,77550000000.0,1.560355298203283,1.560355298203283,1.560355298203283
103,77575000000.0,1.560733207864485,1.560733207864485,1.560733207864485
104,77600000000.0,1.5611001039806287,1.5611001039806287,1.5611001039806287
105,77625000000.0,1.5614558544353314,1.5614558544353314,1.5614558544353314
106,77650000000.0,1.5618003458394643,1.5618003458394643,1.5618003458394643
107,77675000000.0,1.5621334840119796,1.5621334840119796,1.5621334840119796
108,77700000000.0,1.5624551944839085,1.5624551944839085,1.5624551944839085
109,77725000000.0,1.5627654229510364,1.5627654229510364,1.5627654229510364
110,77750000000.0,1.563064135703544,1.563064135703544,1.563064135703544
111,77775000000.0,1.563351320040804,1.563351320040804,1.563351320040804
112,77800000000.0,1.5636269846211277,1.5636269846211277,1.5636269846211277
113,77825000000.0,1.5638911597854885,1.5638911597854885,1.5638911597854885
114,77850000000.0,1.5641438978239048,1.5641438978239048,1.5641438978239048
115,77875000000.0,1.5643852731791559,1.5643852731791559,1.5643852731791559
116,77900000000.0,1.5646153826117877,1.5646153826117877,1.5646153826117877
117,77925000000.0,1.5648343452327778,1.5648343452327778,1.5648343452327778
118,77950000000.0,1.5650423025582179,1.5650423025582179,1.5650423025582179
119,77975000000.0,1.5652394184042984,1.5652394184042984,1.5652394184042984
120,78000000000.0,1.5654258787337552,1.5654258787337552,1.5654258787337552
121,78025000000.0,1.5656018914312446,1.5656018914312446,1.5656018914312446
122,78050000000.0,1.565767685953192,1.565767685953192,1.565767685953192
123,78075000000.0,1.5659235129483997,1.5659235129483997,1.5659235129483997
124,78100000000.0,1.566069643696214,1.566069643696214,1.566069643696214
125,78125000000.0,1.5662063695670303,1.5662063695670303,1.5662063695670303
126,78150000000.0,1.5663340013007714,1.5663340013007714,1.5663340013007714
127,78175000000.0,1.5664528682384953,1.5664528682384953,1.5664528682384953
128,78200000000.0,1.5665633174596179,1.5665633174596179,1.5665633174596179
129,78225000000.0,1.5666657128304162,1.5666657128304162,1.5666657128304162
130,78250000000.0,1.5667604339756072,1.5667604339756072,1.5667604339756072
131,78275000000.0,1.5668478751605173,1.5668478751605173,1.5668478751605173
132,78300000000.0,1.5669284441094355,1.5669284441094355,1.5669284441094355
133,78325000000.0,1.5670025607494096,1.5670025607494096,1.5670025607494096
134,78350000000.0,1.5670706559059402,1.5670706559059402,1.5670706559059402
135,78375000000.0,1.567133169892406,1.567133169892406,1.567133169892406
136,78400000000.0,1.5671905511182527,1.5671905511182527,1.5671905511182527
137,78425000000.0,1.5672432545996167,1.5672432545996167,1.5672432545996167
138,78450000000.0,1.567291740442604,1.567291740442604,1.567291740442604
139,78475000000.0,1.5673364723279775,1.5673364723279775,1.5673364723279775
140,78500000000.0,1.5673779159116314,1.5673779159116314,1.5673779159116314
141,78525000000.0,1.5674165372808622,1.5674165372808622,1.5674165372808622
142,78550000000.0,1.5674528013464903,1.5674528013464903,1.5674528013464903
143,78575000000.0,1.5674871702759288,1.5674871702759288,1.5674871702759288
144,78600000000.0,1.5675201019169258,1.5675201019169258,1.5675201019169258
145,78625000000.0,1.567552048218327,1.567552048218327,1.567552048218327
146,78650000000.0,1.5675834537380975,1.5675834537380975,1.5675834537380975
147,78675000000.0,1.5676147540909904,1.5676147540909904,1.5676147540909904
148,78700000000.0,1.567646374532409,1.567646374532409,1.567646374532409
149,78725000000.0,1.5676787285240934,1.5676787285240934,1.5676787285240934
150,78750000000.0,1.5677122163598223,1.5677122163598223,1.5677122163598223
151,78775000000.0,1.5677472238750512,1.5677472238750512,1.5677472238750512
152,78800000000.0,1.5677841211862018,1.5677841211862018,1.5677841211862018
153,78825000000.0,1.5678232615470444,1.5678232615470444,1.5678232615470444
154,78850000000.0,1.567864980226886,1.567864980226886,1.567864980226886
155,78875000000.0,1.5679095934902996,1.5679095934902996,1.5679095934902996
156,78900000000.0,1.5679573976550691,1.5679573976550691,1.5679573976550691
157,78925000000.0,1.5680086682537824,1.5680086682537824,1.5680086682537824
158,78950000000.0,1.5680636592405897,1.5680636592405897,1.5680636592405897
159,78975000000.0,1.5681226023220618,1.5681226023220618,1.5681226023220618
160,79000000000.0,1.56818570637155,1.56818570637155,1.56818570637155
161,79025000000.0,1.5682531569126337,1.5682531569126337,1.5682531569126337
162,79050000000.0,1.5683251157197846,1.5683251157197846,1.5683251157197846
163,79075000000.0,1.56840172048936,1.56840172048936,1.56840172048936
164,79100000000.0,1.5684830845978173,1.5684830845978173,1.5684830845978173
165,79125000000.0,1.5685692970024718,1.5685692970024718,1.5685692970024718
166,79150000000.0,1.5686604221124756,1.5686604221124756,1.5686604221124756
167,79175000000.0,1.5687564998737709,1.5687564998737709,1.5687564998737709
168,79200000000.0,1.568857545838935,1.568857545838935,1.568857545838935
169,79225000000.0,1.5689635513745699,1.5689635513745699,1.5689635513745699
170,79250000000.0,1.5690744838884785,1.5690744838884785,1.5690744838884785
171,79275000000.0,1.5691902871834755,1.5691902871834755,1.5691902871834755
172,79300000000.0,1.569310881836206,1.569310881836206,1.569310881836206
173,79325000000.0,1.5694361656687108,1.5694361656687108,1.5694361656687108
174,79350000000.0,1.569566014248134,1.569566014248134,1.569566014248134
175,79375000000.0,1.5697002814681837,1.5697002814681837,1.5697002814681837
176,79400000000.0,1.5698388001644545,1.5698388001644545,1.5698388001644545
177,79425000000.0,1.5699813827837683,1.5699813827837683,1.5699813827837683
178,79450000000.0,1.5701278221018595,1.5701278221018595,1.5701278221018595
179,79475000000.0,1.5702778919464861,1.5702778919464861,1.5702778919464861
180,79500000000.0,1.5704313480057286,1.5704313480057286,1.5704313480057286
181,79525000000.0,1.570587928612005,1.570587928612005,1.570587928612005
182,79550000000.0,1.5707473556028457,1.5707473556028457,1.5707473556028457
183,79575000000.0,1.5709093351714272,1.5709093351714272,1.5709093351714272
184,79600000000.0,1.5710735587465297,1.5710735587465297,1.5710735587465297
185,79625000000.0,1.5712397038794175,1.5712397038794175,1.5712397038794175
186,79650000000.0,1.5714074351819476,1.5714074351819476,1.5714074351819476
187,79675000000.0,1.5715764052284547,1.5715764052284547,1.5715764052284547
188,79700000000.0,1.5717462555091095,1.5717462555091095,1.5717462555091095
189,79725000000.0,1.5719166173392487,1.5719166173392487,1.5719166173392487
190,79750000000.0,1.5720871128490468,1.5720871128490468,1.5720871128490468
191,79775000000.0,1.572257355916323,1.572257355916323,1.572257355916323
192,79800000000.0,1.5724269531311088,1.5724269531311088,1.5724269531311088
193,79825000000.0,1.5725955047482687,1.5725955047482687,1.5725955047482687
194,79850000000.0,1.5727626056844577,1.5727626056844577,1.5727626056844577
195,79875000000.0,1.5729278464428151,1.5729278464428151,1.5729278464428151
196,79900000000.0,1.5730908141322806,1.5730908141322806,1.5730908141322806
197,79925000000.0,1.573251093395122,1.573251093395122,1.573251093395122
198,79950000000.0,1.5734082674258334,1.5734082674258334,1.5734082674258334
199,79975000000.0,1.5735619189214942,1.5735619189214942,1.5735619189214942
200,80000000000.0,1.5737116310786314,1.5737116310786314,1.5737116310786314
201,80025000000.0,1.5738569885671316,1.5738569885671316,1.5738569885671316
202,80050000000.0,1.5739975785185372,1.5739975785185372,1.5739975785185372
203,80075000000.0,1.5741329915236584,1.5741329915236584,1.5741329915236584
204,80100000000.0,1.5742628226115465,1.5742628226115465,1.5742628226115465
205,80125000000.0,1.5743866722534152,1.5743866722534152,1.5743866722534152
206,80150000000.0,1.574504147350571,1.574504147350571,1.574504147350571
207,80175000000.0,1.5746148622233778,1.5746148622233778,1.5746148622233778
208,80200000000.0,1.5747184396301592,1.5747184396301592,1.5747184396301592
209,80225000000.0,1.5748145117220664,1.5748145117220664,1.5748145117220664
210,80250000000.0,1.5749027210738409,1.5749027210738409,1.5749027210738409
211,80275000000.0,1.5749827216535004,1.5749827216535004,1.5749827216535004
212,80300000000.0,1.5750541798004045,1.5750541798004045,1.5750541798004045
213,80325000000.0,1.575116775200341,1.575116775200341,1.575116775200341
214,80350000000.0,1.575170201846004,1.575170201846004,1.575170201846004
215,80375000000.0,1.5752141690024941,1.5752141690024941,1.5752141690024941
216,80400000000.0,1.5752484021148991,1.5752484021148991,1.5752484021148991
217,80425000000.0,1.5752726437341669,1.5752726437341669,1.5752726437341669
218,80450000000.0,1.5752866544157766,1.5752866544157766,1.5752866544157766
219,80475000000.0,1.5752902135673976,1.5752902135673976,1.5752902135673976
220,80500000000.0,1.575283120294315,1.575283120294315,1.575283120294315
221,80525000000.0,1.5752651941995788,1.5752651941995788,1.5752651941995788
222,80550000000.0,1.5752362761416525,1.5752362761416525,1.5752362761416525
223,80575000000.0,1.5751962289614403,1.5751962289614403,1.5751962289614403
224,80600000000.0,1.5751449381494098,1.5751449381494098,1.5751449381494098
225,80625000000.0,1.5750823124864861,1.5750823124864861,1.5750823124864861
226,80650000000.0,1.575008284590853,1.575008284590853,1.575008284590853
227,80675000000.0,1.5749228114514913,1.5749228114514913,1.5749228114514913
228,80700000000.0,1.5748258748604964,1.5748258748604964,1.5748258748604964
229,80725000000.0,1.5747174818188943,1.5747174818188943,1.5747174818188943
230,80750000000.0,1.574597664837331,1.574597664837331,1.574597664837331
231,80775000000.0,1.5744664821762635,1.5744664821762635,1.5744664821762635
232,80800000000.0,1.574324018027022,1.574324018027022,1.574324018027022
233,80825000000.0,1.574170382583566,1.574170382583566,1.574170382583566
234,80850000000.0,1.5740057120669888,1.5740057120669888,1.5740057120669888
235,80875000000.0,1.5738301686298939,1.5738301686298939,1.5738301686298939
236,80900000000.0,1.573643940222832,1.573643940222832,1.573643940222832
237,80925000000.0,1.5734472403280488,1.5734472403280488,1.5734472403280488
238,80950000000.0,1.5732403076301071,1.5732403076301071,1.5732403076301071
239,80975000000.0,1.5730234056081003,1.5730234056081003,1.5730234056081003
240,81000000000.0,1.572796822011571,1.572796822011571,1.572796822011571
241,81025000000.0,1.5725608682871137,1.5725608682871137,1.5725608682871137
242,81050000000.0,1.5723158788855498,1.5723158788855498,1.5723158788855498
243,81075000000.0,1.5720622105012707,1.5720622105012707,1.5720622105012707
244,81100000000.0,1.5718002412494523,1.5718002412494523,1.5718002412494523
245,81125000000.0,1.5715303697044885,1.5715303697044885,1.5715303697044885
246,81150000000.0,1.5712530139340375,1.5712530139340375,1.5712530139340375
247,81175000000.0,1.5709686104171523,1.5709686104171523,1.5709686104171523
248,81200000000.0,1.5706776128932651,1.5706776128932651,1.5706776128932651
249,81225000000.0,1.5703804911516814,1.5703804911516814,1.5703804911516814
250,81250000000.0,1.5700777297906363,1.5700777297906363,1.5700777297906363
251,81275000000.0,1.569769826854601,1.569769826854601,1.569769826854601
252,81300000000.0,1.5694572924968448,1.5694572924968448,1.5694572924968448
253,81325000000.0,1.5691406475284706,1.5691406475284706,1.5691406475284706
254,81350000000.0,1.5688204219693427,1.5688204219693427,1.5688204219693427
255,81375000000.0,1.568497153570307,1.568497153570307,1.568497153570307
256,81400000000.0,1.568171386268755,1.568171386268755,1.568171386268755
257,81425000000.0,1.567843668677273,1.567843668677273,1.567843668677273
258,81450000000.0,1.5675145524839549,1.5675145524839549,1.5675145524839549
259,81475000000.0,1.5671845909406386,1.5671845909406386,1.5671845909406386
260,81500000000.0,1.5668543372635602,1.5668543372635602,1.5668543372635602
261,81525000000.0,1.5665243430811133,1.5665243430811133,1.5665243430811133
262,81550000000.0,1.5661951568899366,1.5661951568899366,1.5661951568899366
263,81575000000.0,1.5658673225262325,1.5658673225262325,1.5658673225262325
264,81600000000.0,1.5655413776468137,1.5655413776468137,1.5655413776468137
265,81625000000.0,1.5652178522777802,1.5652178522777802,1.5652178522777802
266,81650000000.0,1.5648972673409751,1.5648972673409751,1.5648972673409751
267,81675000000.0,1.5645801332950924,1.5645801332950924,1.5645801332950924
268,81700000000.0,1.5642669487459915,1.5642669487459915,1.5642669487459915
269,81725000000.0,1.563958199185758,1.563958199185758,1.563958199185758
270,81750000000.0,1.5636543557222033,1.5636543557222033,1.5636543557222033
271,81775000000.0,1.5633558739220221,1.5633558739220221,1.5633558739220221
272,81800000000.0,1.5630631926812184,1.5630631926812184,1.5630631926812184
273,81825000000.0,1.562776733194568,1.562776733194568,1.562776733194568
274,81850000000.0,1.562496897989466,1.562496897989466,1.562496897989466
275,81875000000.0,1.5622240700203611,1.5622240700203611,1.5622240700203611
276,81900000000.0,1.561958611865507,1.561958611865507,1.561958611865507
277,81925000000.0,1.5617008649867408,1.5617008649867408,1.5617008649867408
278,81950000000.0,1.561451149089759,1.561451149089759,1.561451149089759
279,81975000000.0,1.5612097615549725,1.5612097615549725,1.5612097615549725
280,82000000000.0,1.560976976944425,1.560976976944425,1.560976976944425
281,82025000000.0,1.5607530466319355,1.5607530466319355,1.5607530466319355
282,82050000000.0,1.5605381984737976,1.5605381984737976,1.5605381984737976
283,82075000000.0,1.5603326365965682,1.5603326365965682,1.5603326365965682
284,82100000000.0,1.5601365412532224,1.5601365412532224,1.5601365412532224
285,82125000000.0,1.5599500687660952,1.5599500687660952,1.5599500687660952
286,82150000000.0,1.5597733515536014,1.5597733515536014,1.5597733515536014
287,82175000000.0,1.5596064982440436,1.5596064982440436,1.5596064982440436
288,82200000000.0,1.5594495938578752,1.5594495938578752,1.5594495938578752
289,82225000000.0,1.5593027000487312,1.5593027000487312,1.5593027000487312
290,82250000000.0,1.5591658554644454,1.5591658554644454,1.5591658554644454
291,82275000000.0,1.559039076117978,1.559039076117978,1.559039076117978
292,82300000000.0,1.5589223558729093,1.5589223558729093,1.5589223558729093
293,82325000000.0,1.5588156669724784,1.5588156669724784,1.5588156669724784
294,82350000000.0,1.558718960599815,1.558718960599815,1.558718960599815
295,82375000000.0,1.5586321675544577,1.5586321675544577,1.5586321675544577
296,82400000000.0,1.5585551989223514,1.5585551989223514,1.5585551989223514
297,82425000000.0,1.5584879468136987,1.5584879468136987,1.5584879468136987
298,82450000000.0,1.5584302851515697,1.5584302851515697,1.5584302851515697
299,82475000000.0,1.5583820704673168,1.5583820704673168,1.5583820704673168
300,82500000000.0,1.5583431427724308,1.5583431427724308,1.5583431427724308
301,82525000000.0,1.5583133264202953,1.5583133264202953,1.5583133264202953
302,82550000000.0,1.5582924310173893,1.5582924310173893,1.5582924310173893
303,82575000000.0,1.5582802523282588,1.5582802523282588,1.5582802523282588
304,82600000000.0,1.5582765732293078,1.5582765732293078,1.5582765732293078
305,82625000000.0,1.5582811646452697,1.5582811646452697,1.5582811646452697
306,82650000000.0,1.5582937865205617,1.5582937865205617,1.5582937865205617
307,82675000000.0,1.5583141887478589,1.5583141887478589,1.5583141887478589
308,82700000000.0,1.5583421121471472,1.5583421121471472,1.5583421121471472
309,82725000000.0,1.5583772894266306,1.5583772894266306,1.5583772894266306
310,82750000000.0,1.5584194461243415,1.5584194461243415,1.5584194461243415
311,82775000000.0,1.558468301516944,1.558468301516944,1.558468301516944
312,82800000000.0,1.55852356960311,1.55852356960311,1.55852356960311
313,82825000000.0,1.5585849599587194,1.5585849599587194,1.5585849599587194
314,82850000000.0,1.5586521786437513,1.5586521786437513,1.5586521786437513
315,82875000000.0,1.5587249290839733,1.5587249290839733,1.5587249290839733
316,82900000000.0,1.5588029129086225,1.5588029129086225,1.5588029129086225
317,82925000000.0,1.5588858307669062,1.5588858307669062,1.5588858307669062
318,82950000000.0,1.55897338312882,1.55897338312882,1.55897338312882
319,82975000000.0,1.5590652710655948,1.5590652710655948,1.5590652710655948
320,83000000000.0,1.5591611969583417,1.5591611969583417,1.5591611969583417
321,83025000000.0,1.559260865257507,1.559260865257507,1.559260865257507
322,83050000000.0,1.5593639831107857,1.5593639831107857,1.5593639831107857
323,83075000000.0,1.5594702610496858,1.5594702610496858,1.5594702610496858
324,83100000000.0,1.5595794135919403,1.5595794135919403,1.5595794135919403
325,83125000000.0,1.559691159827352,1.559691159827352,1.559691159827352
326,83150000000.0,1.5598052239815565,1.5598052239815565,1.5598052239815565
327,83175000000.0,1.5599213359313004,1.5599213359313004,1.5599213359313004
328,83200000000.0,1.5600392317015104,1.5600392317015104,1.5600392317015104
329,83225000000.0,1.5601586539170096,1.5601586539170096,1.5601586539170096
330,83250000000.0,1.560279352249287,1.560279352249287,1.560279352249287
331,83275000000.0,1.5604010837907463,1.5604010837907463,1.5604010837907463
332,83300000000.0,1.5605236134454026,1.5605236134454026,1.5605236134454026
333,83325000000.0,1.56064671426445,1.56064671426445,1.56064671426445
334,83350000000.0,1.5607701677478414,1.5607701677478414,1.5607701677478414
335,83375000000.0,1.5608937641323233,1.5608937641323233,1.5608937641323233
336,83400000000.0,1.5610173026457206,1.5610173026457206,1.5610173026457206
337,83425000000.0,1.5611405917426786,1.5611405917426786,1.5611405917426786
338,83450000000.0,1.5612634492829145,1.5612634492829145,1.5612634492829145
339,83475000000.0,1.561385702734073,1.561385702734073,1.561385702734073
340,83500000000.0,1.5615071893135082,1.5615071893135082,1.5615071893135082
341,83525000000.0,1.5616277560893284,1.5616277560893284,1.5616277560893284
342,83550000000.0,1.561747260122826,1.561747260122826,1.561747260122826
343,83575000000.0,1.5618655685114917,1.5618655685114917,1.5618655685114917
344,83600000000.0,1.5619825584598117,1.5619825584598117,1.5619825584598117
345,83625000000.0,1.5620981173078932,1.5620981173078932,1.5620981173078932
346,83650000000.0,1.5622121425361222,1.5622121425361222,1.5622121425361222
347,83675000000.0,1.5623245417592304,1.5623245417592304,1.5623245417592304
348,83700000000.0,1.5624352326861004,1.5624352326861004,1.5624352326861004
349,83725000000.0,1.5625441430582896,1.5625441430582896,1.5625441430582896
350,83750000000.0,1.5626512105985237,1.5626512105985237,1.5626512105985237
351,83775000000.0,1.5627563828762678,1.5627563828762678,1.5627563828762678
352,83800000000.0,1.5628596172177693,1.5628596172177693,1.5628596172177693
353,83825000000.0,1.5629608805595665,1.5629608805595665,1.5629608805595665
354,83850000000.0,1.5630601492959162,1.5630601492959162,1.5630601492959162
355,83875000000.0,1.5631574090806784,1.5631574090806784,1.5631574090806784
356,83900000000.0,1.5632526546713865,1.5632526546713865,1.5632526546713865
357,83925000000.0,1.5633458896638446,1.5633458896638446,1.5633458896638446
358,83950000000.0,1.563437126306159,1.563437126306159,1.563437126306159
359,83975000000.0,1.5635263852220425,1.5635263852220425,1.5635263852220425
360,84000000000.0,1.563613695151143,1.563613695151143,1.563613695151143
361,84025000000.0,1.5636990926503131,1.5636990926503131,1.5636990926503131
362,84050000000.0,1.5637826218161766,1.5637826218161766,1.5637826218161766
363,84075000000.0,1.5638643339445162,1.5638643339445162,1.5638643339445162
364,84100000000.0,1.5639442872163305,1.5639442872163305,1.5639442872163305
365,84125000000.0,1.5640225463323767,1.5640225463323767,1.5640225463323767
366,84150000000.0,1.5640991821747,1.5640991821747,1.5640991821747
367,84175000000.0,1.5641742714071578,1.5641742714071578,1.5641742714071578
368,84200000000.0,1.564247896123241,1.564247896123241,1.564247896123241
369,84225000000.0,1.564320143418854,1.564320143418854,1.564320143418854
370,84250000000.0,1.5643911049983605,1.5643911049983605,1.5643911049983605
371,84275000000.0,1.5644608767840558,1.5644608767840558,1.5644608767840558
372,84300000000.0,1.5645295584526149,1.5645295584526149,1.5645295584526149
373,84325000000.0,1.56459725303732,1.56459725303732,1.56459725303732
374,84350000000.0,1.5646640664884663,1.5646640664884663,1.5646640664884663
375,84375000000.0,1.5647301072410416,1.5647301072410416,1.5647301072410416
376,84400000000.0,1.5647954857625448,1.5647954857625448,1.5647954857625448
377,84425000000.0,1.5648603141280213,1.5648603141280213,1.5648603141280213
378,84450000000.0,1.5649247055857505,1.5649247055857505,1.5649247055857505
379,84475000000.0,1.5649887740953456,1.5649887740953456,1.5649887740953456
380,84500000000.0,1.5650526339246624,1.5650526339246624,1.5650526339246624
381,84525000000.0,1.565116399208162,1.565116399208162,1.565116399208162
382,84550000000.0,1.56518018351758,1.56518018351758,1.56518018351758
383,84575000000.0,1.5652440994578665,1.5652440994578665,1.5652440994578665
384,84600000000.0,1.5653082582705442,1.5653082582705442,1.5653082582705442
385,84625000000.0,1.5653727694126272,1.5653727694126272,1.5653727694126272
386,84650000000.0,1.5654377401994026,1.5654377401994026,1.5654377401994026
387,84675000000.0,1.5655032754243028,1.5655032754243028,1.5655032754243028
388,84700000000.0,1.5655694770002324,1.5655694770002324,1.5655694770002324
389,84725000000.0,1.565636443624362,1.565636443624362,1.565636443624362
390,84750000000.0,1.5657042704582045,1.5657042704582045,1.5657042704582045
391,84775000000.0,1.565773048813722,1.565773048813722,1.565773048813722
392,84800000000.0,1.5658428658753467,1.5658428658753467,1.5658428658753467
