,freq,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24,delta_25,delta_26,delta_27,delta_28,delta_29,delta_30,delta_31,delta_32,delta_33,delta_34,delta_35,delta_36,delta_37,delta_38,delta_39,delta_40,delta_41,delta_42,delta_43,delta_44,delta_45,delta_46,delta_47,delta_48,delta_49,delta_min_curve,delta_max_curve
0,75000000000.0,1.532805419735705,1.570680573550958,1.5621241787989535,1.5665896680333296,1.5542273534143514,1.5672959834530065,1.5709814685387684,1.5450676749446448,1.53996744330404,1.569887289048287,1.5310843860416012,1.5708148551223449,1.5724294366271339,1.5339625543916522,1.569261238088186,1.5374200929186956,1.5615511541595444,1.5717769071146888,1.5635135790504513,1.5573129817526634,1.5408810844734133,1.551904408108895,1.5660157856252106,1.5534754852048793,1.566618822009015,1.5652856078676236,1.5531088547503042,1.542638117398916,1.5674537621165072,1.5721871156902054,1.5727975869850377,1.5388900809478878,1.5582592877084125,1.5686494850986168,1.5553080266960164,1.5311697182735706,1.5487338786734444,1.5412277007686255,1.5727762334482964,1.5572849073499246,1.532711685011582,1.5496506429889974,1.5645953071242737,1.530492001511037,1.5323586088945587,1.5685399269611455,1.556753277584851,1.5405672037017057,1.5541800837260729,1.5695068648112893,1.5311697182735706,1.5727762334482964
1,76250000000.0,1.5608907562332783,1.5643622652919555,1.5701206039383606,1.5627342218524272,1.5368662668246602,1.572202276881004,1.537235672702266,1.5733888100375728,1.5567752930822085,1.5400532953927806,1.5501563843508368,1.548003581078913,1.5473924440305264,1.5385734371398216,1.5550759711258602,1.552827756127013,1.5468534661598077,1.5509275767551076,1.5696793210030382,1.5682910355240167,1.5560468720001863,1.5540135428999755,1.5436282583351637,1.574995205751131,1.5656413986121356,1.5525395993253766,1.555274224122384,1.5742507205218697,1.5419040536966457,1.5513050554019119,1.5559653780756313,1.5624625377281027,1.5728029616270682,1.5655167920320177,1.5730759317599137,1.5587617237993123,1.5707307635253154,1.5504831992175785,1.5536772699340695,1.5723416596305646,1.5668402399630803,1.5587524487935525,1.5654209127493186,1.5591957179774782,1.5613515318926885,1.5511103892111873,1.571364078815809,1.560269989379976,1.5712977641742296,1.5354477006011045,1.5587617237993123,1.5536772699340695
2,77500000000.0,1.5623804951611369,1.5866060151787345,1.54529369493884,1.593404966457375,1.566584454094318,1.5886761377652465,1.5595117699716918,1.5722670335988296,1.5891488825794495,1.5618912690005382,1.5798568289067472,1.5652166249521857,1.5658412089638327,1.560966653289182,1.5926911181957732,1.5862294202542486,1.549909970868009,1.5748312051622677,1.5640046825861673,1.564155174197256,1.5520010171503862,1.5593393913413551,1.5731396422841502,1.5464104372930123,1.5878229068189191,1.5653531141006867,1.5826259455723346,1.5564683918465345,1.5912534711562507,1.588650922838406,1.5594941628028358,1.5645381444276778,1.5551702168516197,1.5897761334576543,1.5859728000481783,1.5633996541745692,1.5456958848370608,1.5855607473153701,1.5646435161126686,1.5826884153786869,1.5804080276745611,1.554948917431624,1.5742468895610984,1.5422045706756446,1.5546165822613398,1.5926761455120206,1.571762559386031,1.5888785192405621,1.572901693299212,1.5721505374880256,1.5633996541745692,1.5646435161126686
3,78750000000.0,1.5695982069641912,1.5801832733460055,1.5579677124575921,1.5729550514336783,1.5689805800296304,1.5543448234713981,1.591687068577518,1.58936421955276,1.5515673925106566,1.5642205818148693,1.554428316342898,1.5723410162029756,1.5959845394472725,1.5729970564463203,1.5670039004493872,1.572082152980153,1.5801612746612084,1.5825199760286015,1.5613996042718625,1.5615826304058822,1.5494585375238812,1.5576004488463042,1.5905678008676223,1.5601659534589551,1.5823854436068616,1.5803281678387129,1.5910146482044336,1.5557737294792107,1.5536421926941362,1.5775963255083425,1.5728687905054155,1.5888771482504442,1.560016942022985,1.5889650633300119,1.5958512481849418,1.5743555670926166,1.5810144805907955,1.5595744835760292,1.5774405743492201,1.5882159824762305,1.5858780966389425,1.5863234784552216,1.5813314584677562,1.562885676555813,1.5737462527975679,1.5950750027002825,1.5670421409393473,1.591438594869588,1.5703512147340524,1.5497937124288417,1.5743555670926166,1.5774405743492201
4,80000000000.0,1.5805615749673174,1.587609717175848,1.583208046232021,1.5808960311928408,1.584672390033119,1.5566634802382677,1.5769629550151723,1.5549753888086038,1.6021441948700683,1.5852559763283447,1.559154430986684,1.5580048155037716,1.6026121115949008,1.5784420158329953,1.5578361546579917,1.5703781449051561,1.570715809182025,1.5599516924982675,1.580292910609833,1.5604871735332355,1.593274595397697,1.5832875266438164,1.5896044269681922,1.5961208980631865,1.557909722957155,1.5986515779609034,1.5795224475277205,1.5862279791920695,1.5764950793476846,1.5946695645166153,1.5625485579362977,1.583528507016389,1.586630866851464,1.571748369766918,1.5630348904052112,1.5842873079608457,1.5611714387070734,1.5785761540478513,1.5840355706521563,1.6003353509622396,1.6031556451489912,1.561436785011579,1.5976745450358827,1.5555807360718845,1.5734609584126755,1.5954584864756045,1.5886445510263079,1.5879105554385369,1.568666584953882,1.5930553806856786,1.5842873079608457,1.5840355706521563
5,81250000000.0,1.588347609812195,1.5535901174344322,1.5550970102734292,1.5842270231202793,1.5669267850432271,1.558704141773642,1.5930638851728944,1.5830245751840812,1.5997511987170643,1.5959247751597618,1.5589793773571206,1.5816423524783947,1.5906622425381725,1.590183343345786,1.582909296996183,1.5994954441387816,1.5629991452011225,1.5599626696424647,1.58302630588621,1.5715572337044137,1.5613266100172702,1.5971174665829084,1.5747532102750341,1.5987129589034539,1.5596772878180085,1.5972862985059046,1.597735134065885,1.5698558716728712,1.5619599216476143,1.5877980431055723,1.5565446670191911,1.5979422991560515,1.55378988601365,1.5814963815269467,1.5821127903074175,1.569844827884737,1.5652673509227581,1.5995580036900505,1.5807339765906927,1.5840230071085197,1.5906136873398875,1.5551431979195796,1.5966604546639402,1.5847882192513345,1.5646993738278312,1.5926242966169315,1.5756965753283587,1.5980994675122273,1.561446108926538,1.5782771410790584,1.569844827884737,1.5807339765906927
6,82500000000.0,1.5851487277951046,1.5435882891216672,1.5871478462643334,1.5463452257596206,1.591896534397944,1.5667856786376526,1.5792212205467364,1.577182799045896,1.5645420876271106,1.5900418610255693,1.5617674198114295,1.592273015274742,1.5579725509733935,1.5920084262745755,1.541654354311513,1.5643026087862373,1.574026601384016,1.5922109244476734,1.587538878916685,1.5915856660791101,1.5411828603091433,1.5898356489597365,1.5753218375957219,1.5720402797325574,1.5494127781371425,1.5536215569823413,1.5667530949085757,1.575236634907541,1.5538364526690802,1.5560777147780718,1.5436631273079333,1.5806319891471945,1.5845656450451235,1.580833846390539,1.5569952870028072,1.5619185192298244,1.5501720373237775,1.5937913862604858,1.5467767035614286,1.592639375471701,1.5823174459036085,1.566637204562912,1.5591555365852625,1.5409801161802064,1.546248574813057,1.566436657903362,1.5705555860824028,1.5469671542603873,1.5573763481476017,1.5716669675161383,1.5619185192298244,1.5467767035614286
7,83750000000.0,1.5555215758283583,1.599728855982621,1.5413644557526642,1.6006116148015403,1.5938163861432806,1.5811778885478618,1.582284286462906,1.5551003662509972,1.5836606624107434,1.5707518021775435,1.5531514944142661,1.558293811670805,1.5598233821518153,1.5834995266880179,1.5720541193706856,1.5864607905085455,1.5819882969194103,1.589717332619131,1.5864632325460684,1.5950125485273423,1.5503518183529725,1.5528781566697163,1.5784895120935727,1.5978477584990602,1.6007147096856444,1.5491498880352041,1.559439418679035,1.5933001368849087,1.545690699954415,1.583877602591594,1.577790638567284,1.54313160346685,1.5938684820384508,1.5533756331876964,1.5460765946727077,1.5517189297409466,1.588987147031379,1.5777964356584806,1.5741434056632155,1.5632590024695447,1.5991356627731452,1.5972969274562954,1.5663408611839513,1.5625750435477952,1.5829443646868864,1.581145822540433,1.5823668325364812,1.5692545052972497,1.5892119703910175,1.5896381084816156,1.5517189297409466,1.5741434056632155
8,85000000000.0,1.596637473931339,1.5767254097895875,1.585022408123468,1.5442986599657704,1.5429893960899757,1.5587719993212514,1.6067184159407126,1.5568963056823244,1.6026686529323704,1.5638270457386483,1.5714410554191403,1.551310145469107,1.5742702492848308,1.5832898341993007,1.5918911675513518,1.6067977535357667,1.5712058129214221,1.54608197027861,1.5425667754011194,1.5560887648339778,1.55403396651818,1.5539765188303443,1.5935070755051624,1.581688788546893,1.56112167810847,1.5908485011901192,1.541339420348868,1.5454299752657705,1.5912722754631992,1.554633835068656,1.5402397619279968,1.6011152689086519,1.5569299925077456,1.6068001048599965,1.5468363754978227,1.5670203565130918,1.5740932695909255,1.5778281239497962,1.5860456882762202,1.5739215031877092,1.5895253282020365,1.5545003647017894,1.5958611157281515,1.541204363191563,1.5936028909342759,1.5980437183750535,1.5732243156867294,1.5887916084535827,1.5468787028537945,1.5875561569127865,1.5670203565130918,1.5860456882762202
9,86250000000.0,1.5785442243689378,1.6129732520741815,1.5669907539922674,1.5813582902642698,1.6112666037724985,1.5487972903596698,1.5544461278618729,1.5973731617632774,1.5831796709383112,1.5915729223993684,1.5718837868975428,1.5444989557635675,1.5744561291395762,1.5441679889097597,1.5547024751659984,1.5880289374165335,1.5853664429433867,1.5529688790912979,1.6002719902281088,1.5865468798524256,1.5927703606077497,1.5982311199863615,1.5959112365886858,1.5844051646039004,1.5957793984636377,1.576107645836932,1.6115656576861357,1.5988820616106005,1.5921854785197698,1.5968408806164962,1.5804922569161621,1.5865482124957642,1.5426736047359038,1.5901939672315406,1.600355874061755,1.6079945004921143,1.5859843478123814,1.5735353712194105,1.5989605114059855,1.6064516740520396,1.6002236065441768,1.5501057652804524,1.612613259306214,1.6075392926557148,1.6120764930045022,1.6127376765281047,1.5649533158543791,1.5960690344871296,1.6050341126482353,1.5933760515872553,1.6079945004921143,1.5989605114059855
