,freqs,n_s,n_p,bf
187,79675000000.0,1.2151840321934555,1.3026537543754155,0.08746972218196003
188,79700000000.0,1.2151695791770927,1.3026189528253012,0.08744937364820848
189,79725000000.0,1.2151541825582948,1.3025823424504404,0.08742815989214558
190,79750000000.0,1.2151378099472696,1.3025438629033474,0.08740605295607784
191,79775000000.0,1.2151204318061146,1.3025034594001603,0.0873830275940457
192,79800000000.0,1.215102021548069,1.3024610829074625,0.08735906135939353
193,79825000000.0,1.215082555624372,1.3024166903047203,0.08733413468034823
194,79850000000.0,1.2150620136112174,1.3023702445460463,0.08730823093482898
195,79875000000.0,1.2150403782761872,1.302321714782146,0.08728133650595882
196,79900000000.0,1.2150176356470357,1.3022710764857088,0.08725344083867315
197,79925000000.0,1.2149937750661737,1.3022183115489339,0.08722453648276018
198,79950000000.0,1.2149687892362016,1.3021634083628488,0.08719461912664728
199,79975000000.0,1.2149426742601013,1.3021063618858508,0.08716368762574955
200,80000000000.0,1.2149154296677147,1.302047173685089,0.08713174401737422
201,80025000000.0,1.2148870584379161,1.3019858519689393,0.08709879353102323
202,80050000000.0,1.2148575670049495,1.3019224115884205,0.08706484458347097
203,80075000000.0,1.2148269652613075,1.3018568740312877,0.08702990876998018
204,80100000000.0,1.214795266549989,1.3017892673952434,0.08699400084525433
205,80125000000.0,1.2147624876437166,1.3017196263355422,0.08695713869182553
206,80150000000.0,1.2147286487205136,1.301647992005185,0.08691934328467155
207,80175000000.0,1.2146937733228291,1.3015744119631891,0.08688063864036
208,80200000000.0,1.2146578883148687,1.301498940078968,0.0868410517640994
209,80225000000.0,1.2146210238234787,1.301421636405196,0.08680061258171734
210,80250000000.0,1.214583213174958,1.3013425670424184,0.08675935386746025
211,80275000000.0,1.2145444928231632,1.3012618039871207,0.08671731116395742
212,80300000000.0,1.2145049022611603,1.3011794249483113,0.08667452268715103
213,80325000000.0,1.2144644839358667,1.301095513169891,0.08663102923402421
214,80350000000.0,1.2144232831449993,1.3010101572194528,0.08658687407445353
215,80375000000.0,1.2143813479280199,1.3009234507658674,0.08654210283784747
216,80400000000.0,1.2143387289519045,1.3008354923475518,0.08649676339564727
217,80425000000.0,1.2142954793874021,1.3007463851229741,0.08645090573557201
218,80450000000.0,1.2142516547777098,1.30065623660735,0.08640458182964017
219,80475000000.0,1.2142073128981625,1.300565158392994,0.0863578454948315
220,80500000000.0,1.2141625136163785,1.3004732658713025,0.08631075225492402
221,80525000000.0,1.2141173187370036,1.3003806779263218,0.08626335918931827
222,80550000000.0,1.214071791849609,1.3002875166353676,0.08621572478575867
223,80575000000.0,1.2140259981624746,1.300193906943804,0.0861679087813294
224,80600000000.0,1.213980004341118,1.3000999763500964,0.08611997200897847
225,80625000000.0,1.2139338783329785,1.3000058545656457,0.08607197623266716
226,80650000000.0,1.2138876891973802,1.2999116731861253,0.08602398398874511
227,80675000000.0,1.21384150692495,1.2998175653439328,0.08597605841898281
228,80700000000.0,1.2137954022574318,1.2997236653629234,0.08592826310549162
229,80725000000.0,1.2137494465084795,1.299630108416303,0.08588066190782362
230,80750000000.0,1.2137037113769884,1.2995370301718698,0.08583331879488143
231,80775000000.0,1.2136582687623252,1.2994445664422802,0.08578629767995505
232,80800000000.0,1.2136131905820007,1.299352852841354,0.08573966225935337
233,80825000000.0,1.2135685485828855,1.2992620244296103,0.08569347584672471
234,80850000000.0,1.213524414160176,1.2991722153758427,0.08564780121566673
235,80875000000.0,1.213480858173273,1.2990835586143035,0.08560270044103047
236,80900000000.0,1.2134379507671107,1.2989961855133927,0.08555823474628199
237,80925000000.0,1.2133957611905082,1.2989102255401122,0.08551446434960397
238,80950000000.0,1.2133543576244177,1.2988258059444084,0.08547144831999076
239,80975000000.0,1.2133138070095597,1.2987430514434428,0.08542924443388311
240,81000000000.0,1.213274174879385,1.298662083917075,0.08538790903769011
241,81025000000.0,1.213235525196106,1.2985830221099903,0.08534749691388432
242,81050000000.0,1.2131979201970136,1.2985059813542852,0.08530806115727163
243,81075000000.0,1.2131614202379783,1.2984310732873603,0.08526965304938194
244,81100000000.0,1.2131260836544129,1.2983584056035178,0.0852323219491049
245,81125000000.0,1.2130919666139615,1.2982880817905147,0.08519611517655323
246,81150000000.0,1.2130591229932621,1.2982202009119619,0.08516107791869976
247,81175000000.0,1.2130276042467656,1.298154857375022,0.08512725312825631
248,81200000000.0,1.2129974592924673,1.298092140730337,0.08509468143786969
249,81225000000.0,1.212968734402188,1.2980321354805826,0.08506340107839461
250,81250000000.0,1.2129414731007409,1.29797492090568,0.08503344780493904
251,81275000000.0,1.2129157160718196,1.2979205709007398,0.08500485482892017
252,81300000000.0,1.2128915010763108,1.29786915383702,0.08497765276070912
253,81325000000.0,1.2128688628761746,1.297820732433208,0.08495186955703349
254,81350000000.0,1.2128478331656813,1.2977753636399998,0.08492753047431845
255,81375000000.0,1.2128284405179641,1.297733098553083,0.08490465803511893
256,81400000000.0,1.212810710333469,1.2976939823291112,0.08488327199564205
257,81425000000.0,1.212794664804442,1.2976580541311413,0.08486338932669923
258,81450000000.0,1.2127803228797494,1.2976253470740418,0.0848450241942924
259,81475000000.0,1.2127677002478123,1.2975958882030474,0.08482818795523506
260,81500000000.0,1.2127568093233145,1.297569698478727,0.08481288915541252
261,81525000000.0,1.2127476592455184,1.2975467927827993,0.08479913353728086
262,81550000000.0,1.212740255880946,1.2975271799311914,0.08478692405024546
263,81575000000.0,1.212734601838911,1.2975108627103613,0.0847762608714504
264,81600000000.0,1.21273069649559,1.2974978379287398,0.0847671414331499
265,81625000000.0,1.2127285360260827,1.2974880964821114,0.08475956045602873
266,81650000000.0,1.212728113436721,1.29748162341851,0.0847535099817891
267,81675000000.0,1.2127294186205562,1.2974783980457498,0.08474897942519366
268,81700000000.0,1.212732438406975,1.2974783940269485,0.08474595561997345
269,81725000000.0,1.212737156622938,1.2974815794968488,0.08474442287391093
270,81750000000.0,1.2127435541642542,1.2974879171962812,0.08474436303202704
271,81775000000.0,1.212751609068938,1.2974973646094945,0.08474575554055641
272,81800000000.0,1.2127612965968506,1.297509874112551,0.08474857751570042
273,81825000000.0,1.212772589322418,1.297525393145543,0.08475280382312511
274,81850000000.0,1.2127854572220993,1.297543864374105,0.08475840715200578
275,81875000000.0,1.2127998677765743,1.297565225878054,0.08476535810147956
276,81900000000.0,1.2128157860714013,1.2975894113364284,0.08477362526502707
277,81925000000.0,1.2128331749067987,1.2976163502292173,0.08478317532241864
278,81950000000.0,1.2128519949062757,1.297645968036347,0.08479397313007131
279,81975000000.0,1.212872204637165,1.2976781864587512,0.08480598182158627
280,82000000000.0,1.212893760724552,1.297712923626572,0.08481916290202007
281,82025000000.0,1.2129166179774502,1.2977500943301608,0.08483347635271055
282,82050000000.0,1.2129407295099042,1.2977896102413127,0.0848488807314085
283,82075000000.0,1.2129660468711243,1.2978313801513655,0.08486533328024115
284,82100000000.0,1.2129925201721663,1.2978753102027,0.08488279003053378
285,82125000000.0,1.2130200982172663,1.2979213041290045,0.08490120591173822
286,82150000000.0,1.2130487286336926,1.2979692634927678,0.08492053485907514
287,82175000000.0,1.2130783580079925,1.2980190879349596,0.0849407299269671
288,82200000000.0,1.2131089320145212,1.2980706754102902,0.08496174339576901
289,82225000000.0,1.213140395550017,1.2981239224341254,0.08498352688410837
290,82250000000.0,1.2131726928677884,1.2981787243288807,0.08500603146109231
291,82275000000.0,1.213205767706877,1.2982349754612938,0.0850292077544168
292,82300000000.0,1.2132395634267168,1.298292569490381,0.08505300606366428
293,82325000000.0,1.213274023133933,1.2983513996009355,0.08507737646700253
294,82350000000.0,1.2133090898151218,1.2984113587487933,0.08510226893367157
295,82375000000.0,1.2133447064589322,1.2984723398862295,0.08512763342729723
296,82400000000.0,1.213380816186599,1.2985342362038759,0.08515342001727677
297,82425000000.0,1.213417362370298,1.2985969413500622,0.08517957897976425
298,82450000000.0,1.2134542887541981,1.2986603496557372,0.08520606090153904
299,82475000000.0,1.2134915395755146,1.298724356359929,0.08523281678441452
300,82500000000.0,1.21352905967457,1.298788857814869,0.08525979814029894
301,82525000000.0,1.2135667946076258,1.2988537516968874,0.0852869570892616
302,82550000000.0,1.213604690756028,1.298918937210816,0.08531424645478802
303,82575000000.0,1.2136426954283324,1.2989843152815999,0.08534161985326749
304,82600000000.0,1.2136807569634465,1.299049788748281,0.08536903178483457
305,82625000000.0,1.2137188248263797,1.2991152625444635,0.0853964377180838
306,82650000000.0,1.2137568496983604,1.299180643868525,0.08542379417016455
307,82675000000.0,1.2137947835680978,1.2992458423564395,0.0854510587883417
308,82700000000.0,1.2138325798143985,1.2993107702385671,0.0854781904241686
309,82725000000.0,1.2138701932865152,1.2993753424925134,0.08550514920599817
310,82750000000.0,1.2139075803769797,1.2994394769820976,0.08553189660511795
311,82775000000.0,1.2139446990916212,1.2995030945912949,0.0855583954996737
312,82800000000.0,1.2139815091190254,1.2995661193572894,0.08558461023826403
313,82825000000.0,1.2140179718846984,1.299628478574901,0.08561050669020265
314,82850000000.0,1.2140540506107829,1.2996901029116434,0.08563605230086058
315,82875000000.0,1.2140897103635067,1.2997509264997085,0.08566121613620181
316,82900000000.0,1.2141249181009004,1.2998108870285958,0.08568596892769542
317,82925000000.0,1.21415964271046,1.2998699258187905,0.08571028310833051
318,82950000000.0,1.2141938550470726,1.299927987895977,0.08573413284890452
319,82975000000.0,1.2142275279601356,1.2999850220447997,0.08575749408466415
320,83000000000.0,1.2142606363188075,1.3000409808591273,0.0857803445403198
321,83025000000.0,1.2142931570324307,1.300095820783045,0.0858026637506144
322,83050000000.0,1.2143250690643959,1.3001495021394756,0.0858244330750797
323,83075000000.0,1.2143563534406046,1.3002019891483783,0.0858456357077737
324,83100000000.0,1.2143869932568834,1.3002532499429205,0.08586625668603709
325,83125000000.0,1.214416973671554,1.3003032565573716,0.08588628288581757
326,83150000000.0,1.214446281908572,1.3003519849348728,0.08590570302630085
327,83175000000.0,1.2144749072373733,1.3003994148909341,0.08592450765356086
328,83200000000.0,1.2145028409650236,1.3004455301000457,0.08594268913502212
329,83225000000.0,1.2145300764118494,1.3004903180508365,0.08596024163898708
330,83250000000.0,1.2145566088865638,1.3005337700000528,0.08597716111348896
331,83275000000.0,1.2145824356587573,1.3005758809213914,0.08599344526263408
332,83300000000.0,1.2146075559235585,1.300616649439254,0.08600909351569541
333,83325000000.0,1.2146319707618944,1.3006560777539968,0.08602410699210239
334,83350000000.0,1.2146556831018003,1.300694171568969,0.08603848846716877
335,83375000000.0,1.2146786976677473,1.300730939994659,0.08605224232691167
336,83400000000.0,1.2147010209323292,1.3007663954571183,0.08606537452478902
337,83425000000.0,1.214722661063257,1.3008005535973175,0.0860778925340604
338,83450000000.0,1.2147436278625745,1.3008334331556333,0.08608980529305876
339,83475000000.0,1.2147639327062876,1.3008650558569188,0.08610112315063123
340,83500000000.0,1.2147835884828386,1.3008954462932645,0.08611185781042585
341,83525000000.0,1.2148026095211324,1.3009246317868797,0.08612202226574728
342,83550000000.0,1.2148210115248363,1.3009526422646687,0.08613163073983232
343,83575000000.0,1.214838811495067,1.3009795101107962,0.08614069861572915
344,83600000000.0,1.2148560276571696,1.3010052700268766,0.086149242369707
345,83625000000.0,1.2148726793843119,1.3010299588860863,0.08615727950177443
346,83650000000.0,1.2148887871155847,1.3010536155768362,0.08616482846125151
347,83675000000.0,1.2149043722741684,1.3010762808465333,0.0861719085723649
348,83700000000.0,1.2149194571891524,1.301097997152258,0.08617853996310565
349,83725000000.0,1.2149340650036369,1.3011188084854826,0.08618474348184568
350,83750000000.0,1.2149482195973935,1.3011387602243485,0.08619054062695497
351,83775000000.0,1.2149619454937364,1.3011578989561485,0.08619595346241216
352,83800000000.0,1.2149752677772894,1.3011762723204363,0.08620100454314694
353,83825000000.0,1.2149882120047981,1.3011939288390642,0.08620571683426603
354,83850000000.0,1.2150008041189304,1.301210917751954,0.08621011363302356
355,83875000000.0,1.2150130703593738,1.3012272888478713,0.08621421848849753
356,83900000000.0,1.215025037177451,1.3012430923018907,0.08621805512443981
357,83925000000.0,1.215036731149837,1.3012583785113796,0.0862216473615427
358,83950000000.0,1.215048178891216,1.3012731979299714,0.08622501903875546
359,83975000000.0,1.2150594069729606,1.3012876009131606,0.08622819394020009
360,84000000000.0,1.2150704418366007,1.301301637554108,0.08623119571750726
361,84025000000.0,1.2150813097158568,1.3013153575358243,0.08623404781996746
362,84050000000.0,1.2150920365528592,1.3013288099724285,0.08623677341956926
363,84075000000.0,1.2151026479218892,1.3013420432648322,0.086239395342943
364,84100000000.0,1.2151131689557226,1.3013551049614274,0.08624193600570473
365,84125000000.0,1.2151236242683137,1.3013680416120186,0.08624441734370492
366,84150000000.0,1.215134037884968,1.3013808986359956,0.08624686075102761
367,84175000000.0,1.2151444331764616,1.3013937201981565,0.08624928702169488
368,84200000000.0,1.2151548327905544,1.301406549079628,0.08625171628907369
369,84225000000.0,1.2151652585897115,1.3014194265607175,0.08625416797100605
370,84250000000.0,1.2151757315936291,1.3014323923128905,0.08625666071926141
371,84275000000.0,1.2151862719224562,1.3014454842921424,0.08625921236968614
372,84300000000.0,1.2151968987430488,1.3014587386382566,0.08626183989520775
373,84325000000.0,1.2152076302220014,1.3014721895868602,0.08626455936485877
374,84350000000.0,1.215218483480446,1.3014858693849276,0.08626738590448157
375,84375000000.0,1.2152294745496581,1.301499808207836,0.08627033365817782
376,84400000000.0,1.215240618334794,1.3015140340918638,0.08627341575706993
377,84425000000.0,1.2152519285833863,1.3015285728756743,0.08627664429228799
378,84450000000.0,1.2152634178517798,1.3015434481379275,0.08628003028614772
379,84475000000.0,1.2152750974817534,1.3015586811542095,0.08628358367245603
380,84500000000.0,1.2152869775769821,1.3015742908535668,0.08628731327658468
381,84525000000.0,1.215299066986711,1.3015902937887418,0.08629122680203083
382,84550000000.0,1.2153113732898522,1.3016067041071615,0.08629533081730933
383,84575000000.0,1.2153239027879705,1.301623533538695,0.08629963075072444
384,84600000000.0,1.2153366604976499,1.3016407913822003,0.08630413088455047
385,84625000000.0,1.215349650146569,1.3016584844990917,0.08630883435252268
386,84650000000.0,1.2153628741816098,1.3016766173295493,0.08631374314793949
387,84675000000.0,1.2153763337691472,1.301695191893931,0.08631885812478379
388,84700000000.0,1.2153900288061652,1.3017142078146011,0.08632417900843592
389,84725000000.0,1.2154039579348508,1.3017336623442675,0.08632970440941667
390,84750000000.0,1.2154181185597952,1.3017535503991837,0.08633543183938852
