,freq,ZigZag,2mm,8mm
34,244.776286,-0.0017182299999998207,0.030945710000000126,0.016509019999999985
35,249.671811,-0.0015585499999999364,0.03352116999999999,0.017025120000000005
36,254.567337,-0.0011827799999999389,0.03569654,0.016670390000000035
37,259.462863,-0.0009227600000001335,0.03539303000000005,0.017345769999999927
38,264.358388,-0.001116849999999836,0.03377724000000004,0.01620383000000003
39,269.253914,-0.0015589899999999268,0.033626849999999875,0.01676962000000004
40,274.14944,-0.0019336700000001095,0.03514309999999998,0.016659079999999937
41,279.044965,-0.002128099999999966,0.03683035000000001,0.01609919999999998
42,283.940491,-0.0022052099999998465,0.03808302000000019,0.01731683999999989
43,288.836017,-0.0022189800000000925,0.038966049999999974,0.015947280000000008
44,293.731543,-0.002179250000000188,0.03906076000000014,0.016098379999999857
45,298.627068,-0.0021088300000000615,0.037979570000000074,0.01692774000000008
46,303.522594,-0.002054460000000091,0.036245819999999984,0.016254360000000023
47,308.41812,-0.002032800000000057,0.03500919999999996,0.01689191000000001
48,313.313645,-0.0019924599999998627,0.03502221999999988,0.01581373000000008
49,318.209171,-0.0018738299999998542,0.036139759999999965,0.016215709999999994
50,323.104697,-0.0017036500000000565,0.037658730000000196,0.015843300000000005
51,328.000223,-0.0015355100000000732,0.039187279999999935,0.015755269999999877
52,332.895748,-0.0014187599999999634,0.040038519999999966,0.016422069999999955
53,337.791274,-0.0014245900000000589,0.039038079999999864,0.015406739999999974
54,342.6868,-0.0015743500000000576,0.03653632000000018,0.016389479999999956
55,347.582325,-0.001822749999999873,0.03439148000000003,0.01696494000000004
56,352.477851,-0.0021153100000002034,0.03395293999999982,0.01537159999999993
57,357.373377,-0.0023487900000001005,0.03562065999999997,0.01560545000000002
58,362.268903,-0.002281870000000019,0.03892666,0.016002460000000163
59,367.164428,-0.0017240200000001593,0.042265589999999964,0.01629272000000004
60,372.059954,-0.0007128199999999474,0.04380428999999997,0.016509359999999917
61,376.95548,9.10999999998996e-05,0.04094598000000005,0.015779539999999814
62,381.851005,0.00018092000000002884,0.03606383999999996,0.016736029999999902
63,386.746531,-0.00017742999999992293,0.03268888000000003,0.015333829999999882
64,391.642057,-0.0007211099999999693,0.03131553000000009,0.015289070000000127
65,396.537583,-0.0013493399999999767,0.032540360000000046,0.01540143000000005
66,401.433108,-0.0018316599999999017,0.036485209999999935,0.015813379999999988
67,406.328634,-0.0016393000000001212,0.040947019999999945,0.016441539999999977
68,411.22416,-0.00045442000000006644,0.04024636000000004,0.015224989999999883
69,416.119685,0.0005093800000000037,0.031444959999999966,0.015258079999999952
70,421.015211,0.0004163099999998643,0.02483926999999997,0.014269960000000026
71,425.910737,-0.00016638999999996074,0.023834799999999934,0.014190289999999939
72,430.806262,-0.0008336600000000693,0.02398984999999998,0.01548699000000009
73,435.701788,-0.0015043599999999824,0.024841810000000075,0.015632689999999894
74,440.597314,-0.0023267600000000943,0.027577280000000037,0.015450640000000071
75,445.49284,-0.0033909100000000247,0.031610160000000054,0.01361233999999989
76,450.388365,-0.004376240000000031,0.03446210000000005,0.013034659999999976
77,455.283891,-0.004167389999999882,0.03206598999999999,0.014517320000000167
78,460.179417,-0.0026612099999998584,0.025002250000000004,0.014320800000000133
79,465.074942,-0.0014259700000001096,0.020540800000000026,0.014111980000000024
80,469.970468,-0.0009073400000001453,0.020470979999999805,0.015136510000000047
81,474.865994,-0.0012053700000000944,0.02234407000000016,0.007536879999999968
82,479.76152,-0.0022667199999999443,0.025591600000000048,0.01136724
83,484.657045,-0.004260329999999923,0.0330436999999999,0.008384909999999968
84,489.552571,-0.007026470000000007,0.04540779000000006,0.010777730000000041
85,494.448097,-0.007305889999999815,0.04846496999999994,0.013796890000000062
86,499.343622,-0.005796440000000125,0.03720751,0.024636579999999908
