,freq,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360
0,75000000000.0,1.0038521658411592,1.0,0.9616287961944991,0.8942769375769251,0.8019885787213746,0.6831012929468936,0.5504519996844226,0.41260814139633195,0.2554125980911171,0.10998913510310837,0.07842582356300005,0.2264140290673777,0.38439773250996345,0.5385639141972626,0.6830816664582279,0.8094949026872899,0.9097080453485968,0.9720842872232808,0.9994919311446616,0.9929633873740622,0.952814436219504,0.8841823821766265,0.789136176207458,0.6706476600476847,0.5430837546320415,0.40655533189417015,0.23243056000040158,0.09964386948302445,0.08223938399311609,0.23492959128452157,0.3869378513011306,0.5407482960890349,0.6848511058303527,0.8110146654160766,0.9063516684609888,0.9713890738150897,1.0005240880214128
1,75025000000.0,1.0038519984841419,1.0,0.9616289012741678,0.8942770742282455,0.8019886704341728,0.6831013096228659,0.5504518782794847,0.41260793301665216,0.25541235497192927,0.10998894793958973,0.07842575719234315,0.22641384809343734,0.38439736235818556,0.5385633952207447,0.6830810741511484,0.8094943247787552,0.909707559104053,0.972083975604152,0.9994918071445874,0.9929634407587113,0.9528146036971828,0.8841825846357967,0.789136349148887,0.6706477550572116,0.5430837109962146,0.4065551852024079,0.23243036635299755,0.09964372595569188,0.08223931435762512,0.234929371960071,0.38693745535645524,0.5407477591771667,0.6848504917237623,0.8110140590374849,0.906351166205127,0.9713887279653375,1.0005239152982066
2,75050000000.0,1.0038516637619983,1.0,0.961629111431853,0.8942773475406969,0.8019888538385511,0.6831013429831173,0.5504516354778382,0.41260751625051634,0.25541186874469496,0.1099885735943932,0.07842562445326047,0.22641348613557047,0.3843966220450751,0.5385623572726118,0.6830798895370356,0.8094931689540699,0.9097065866151779,0.9720833523820007,0.9994915591462233,0.9929635475279995,0.9528149386445055,0.8841829895392587,0.7891366950193167,0.6706479450855247,0.5430836237249983,0.40655489180708093,0.23242997905956783,0.0996434389033197,0.08223917509002883,0.23492893330123324,0.38693666346030703,0.5407466853622417,0.6848492635171888,0.8110128462803992,0.9063501616845884,0.9713880362630989,1.0005235698619404
3,75075000000.0,1.0038511616945216,1.0,0.9616294266712315,0.8942777575186003,0.8019891289641188,0.6831013930301348,0.550451271278644,0.4126068911176296,0.25541113941269256,0.10998801208750099,0.07842542534305882,0.22641294321380181,0.3843955115831358,0.5385608003392459,0.6830781126236267,0.8094914352353249,0.9097051278736841,0.9720824175316641,0.9994911871559918,0.9929637076919047,0.9528154410536007,0.8841835968882948,0.789137213826085,0.6706482301281939,0.5430834928341853,0.4065544517319155,0.23242939812298294,0.09964300832804572,0.08223896618674395,0.23492827532812116,0.3869354756195507,0.5407450746401778,0.6848474212191317,0.811011027157286,0.9063486549130347,0.9713869987140922,1.0005230517033321
4,75100000000.0,1.0038504922801368,1.0,0.9616298469792459,0.8942783041444804,0.8019894957969804,0.6831014597692923,0.5504507857056333,0.4126060576216617,0.25541016699034164,0.10998726342984434,0.07842515986409698,0.22641221930817357,0.384394030966521,0.5385587244516971,0.6830757434187056,0.809489123621493,0.9097031829161631,0.9720811710789665,0.9994906911560582,0.9929639212403969,0.9528161109413553,0.8841844066975915,0.7891379055652662,0.6706486101876301,0.5430833183224615,0.40655386497472396,0.23242862356713395,0.09964243423688138,0.0822386876483846,0.2349273980209196,0.3869338918398224,0.5407429270197863,0.6848449648287136,0.8110086016763338,0.9063466458998101,0.971385615321301,1.000522360833008
5,75125000000.0,1.003849655514268,1.0,0.9616303723713503,0.8942789874328979,0.8019899543465954,0.6831015432122977,0.5504501787652987,0.41260501578180175,0.2554089514933982,0.10998632761452556,0.07842482801607999,0.22641131442873613,0.384392180210678,0.5385561296148685,0.6830727819277053,0.8094862341208658,0.9097007517260403,0.9720796130244376,0.9994900711680079,0.9929641881634331,0.9528169482936895,0.8841854189541934,0.7891387702553025,0.6706490852779214,0.5430831002003561,0.4065531315588519,0.23242765538782675,0.09964171663303525,0.08223833947593126,0.23492630139986487,0.38693191213485173,0.5407402425186908,0.6848418943676482,0.8110055698440685,0.9063441346587456,0.9713838861041767,1.0005214972619776
6,75150000000.0,1.0038486514035763,1.0,0.9616310028265725,0.8942798073741612,0.8019905046115762,0.6831016433596188,0.5504494504641904,0.41260376562142365,0.25540749292939124,0.10998520466301974,0.0784244297980197,0.2264102285855569,0.384389959322264,0.5385530158238584,0.6830692281749897,0.8094827667404381,0.9096978343179988,0.9720777433687389,0.9994893271885265,0.9929645084709608,0.9528179530998966,0.8841866336552145,0.7891398078859744,0.6706496554034884,0.5430828384902403,0.4065522514876099,0.2324264936119364,0.09964085552788163,0.08223792166803824,0.23492498546525276,0.38692953649793066,0.540737021146349,0.6848382098510818,0.8110019316793848,0.906341121194984,0.9713818110646172,1.000520460981536
7,75175000000.0,1.003847479953425,1.0,0.9616317383669094,0.8942807639767633,0.8019911466172545,0.6831017602408915,0.5504486008497692,0.4126023071554225,0.2554057913271597,0.10998389458874211,0.07842396521105556,0.22640896176871536,0.3843873683108738,0.5385493831097171,0.6830650821737293,0.8094787215154775,0.9096944307156474,0.9720755621286382,0.9994884592114824,0.9929648821429181,0.9528191253544216,0.8841880508017439,0.7891410184520312,0.670650320571569,0.5430825332070288,0.4065512247980729,0.23242513824784597,0.09963985092934773,0.08223743422466666,0.23492345022744474,0.386926764963576,0.540733262910927,0.6848339112857197,0.810997687212692,0.9063376055271498,0.9713793902098009,1.0005192520032682
8,75200000000.0,1.003846141172263,1.0,0.9616325789768095,0.8942818572387959,0.8019918803472775,0.6831018938516766,0.5504476299219794,0.41260064043235517,0.2554038467171206,0.10998239739539617,0.07842343425518697,0.22640751397830458,0.3843844071824112,0.5385452314822514,0.6830603439318929,0.8094740984532488,0.9096905409302899,0.9720730693145159,0.9994874672469762,0.9929653091992305,0.9528204650715943,0.8841896703860843,0.7891424019766872,0.6706510807857791,0.5430821843757223,0.4065500515163939,0.2324235893351212,0.0996387028492999,0.08223687714624293,0.2349216956768581,0.38692359752915995,0.5407289678489632,0.6848289987083823,0.8109928364472871,0.9063335876829156,0.9713766235733494,1.0005178703289035
9,75225000000.0,1.0038446350753927,1.0,0.9616335246471717,0.894283087163691,0.8019927058324771,0.6831020442247521,0.550446537733206,0.4125987654590428,0.25540165912122165,0.10998071311604962,0.07842283693026997,0.22640588522442764,0.38438107594724735,0.5385405609539906,0.683055013479231,0.8094688975829721,0.9096861649821556,0.9720702649212366,0.9994863512935506,0.992965789609816,0.952821972221477,0.8841914924166988,0.7891439584408609,0.6706519360758951,0.543081792012991,0.4065487316486898,0.2324218468849006,0.0996374113006074,0.08223625043122372,0.23491972182396859,0.38692003420446625,0.5407241359510012,0.6848234721408623,0.8109873794199101,0.9063290676811386,0.9713735111489573,1.000516315980461
